"Ind","Block","Pos","Date","Measurer","Egg","Larv","Adt","Wvl","OH","U","D","PropDam","Treatment"
"E4-78","E4","78",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-79","E4","79",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-80","E4","80",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-81","E4","81",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E4-82","E4","82",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-83","E4","83",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-84","E4","84",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-85","E4","85",2020-06-20,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E4-86","E4","86",2020-06-20,"Samara",NA,NA,NA,3,NA,0,5,1,"Unsprayed"
"E4-87","E4","87",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-88","E4","88",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-89","E4","89",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-90","E4","90",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-91","E4","91",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E4-92","E4","92",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-93","E4","93",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-94","E4","94",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-95","E4","95",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E4-96","E4","96",2020-06-20,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E4-97","E4","97",2020-06-20,"Samara",NA,NA,NA,3,NA,0,2,1,"Unsprayed"
"E4-98","E4","98",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-99","E4","99",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-100","E4","100",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-101","E4","101",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-102","E4","102",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-103","E4","103",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-104","E4","104",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-105","E4","105",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-106","E4","106",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-107","E4","107",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-108","E4","108",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-109","E4","109",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-110","E4","110",2020-06-20,"Samara",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E4-111","E4","111",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-112","E4","112",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-113","E4","113",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-114","E4","114",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-115","E4","115",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-116","E4","116",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-117","E4","117",2020-06-20,"Samara",NA,NA,NA,2,NA,0,4,1,"Unsprayed"
"E4-118","E4","118",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-119","E4","119",2020-06-20,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E4-120","E4","120",2020-06-20,"Samara",NA,NA,NA,3,NA,0,4,1,"Unsprayed"
"E4-121","E4","121",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-122","E4","122",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-123","E4","123",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-124","E4","124",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-125","E4","125",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-126","E4","126",2020-06-20,"Samara",NA,NA,NA,4,NA,0,7,1,"Unsprayed"
"E4-127","E4","127",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-128","E4","128",2020-06-20,"Samara",NA,NA,NA,3,NA,0,6,1,"Unsprayed"
"E4-129","E4","129",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-130","E4","130",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-131","E4","131",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-132","E4","132",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-133","E4","133",2020-06-20,"Samara",NA,NA,NA,3,NA,0,5,1,"Unsprayed"
"E4-134","E4","134",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E4-135","E4","135",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-136","E4","136",2020-06-20,"Samara",NA,NA,NA,4,NA,0,7,1,"Unsprayed"
"E4-137","E4","137",2020-06-20,"Samara",NA,NA,NA,3,NA,0,7,1,"Unsprayed"
"E4-138","E4","138",2020-06-20,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E4-139","E4","139",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-140","E4","140",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-141","E4","141",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-142","E4","142",2020-06-20,"Samara",NA,NA,NA,4,NA,0,1,1,"Unsprayed"
"E4-143","E4","143",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-144","E4","144",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-145","E4","145",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-146","E4","146",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-147","E4","147",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-148","E4","148",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-149","E4","149",2020-06-20,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E4-150","E4","150",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-151","E4","151",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-152","E4","152",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-153","E4","153",2020-06-20,"Samara",NA,NA,NA,4,NA,0,6,1,"Unsprayed"
"E4-154","E4","154",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-155","E4","155",2020-06-20,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E4-156","E4","156",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-157","E4","157",2020-06-20,"Samara",NA,NA,NA,3,NA,0,1,1,"Unsprayed"
"E4-158","E4","158",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-159","E4","159",2020-06-20,"Samara",NA,NA,NA,3,NA,0,4,1,"Unsprayed"
"E4-160","E4","160",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-161","E4","161",2020-06-20,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E4-162","E4","162",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-163","E4","163",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-164","E4","164",2020-06-20,"Samara",NA,NA,NA,3,NA,0,3,1,"Unsprayed"
"E4-165","E4","165",2020-06-20,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E4-166","E4","166",2020-06-20,"Samara",NA,NA,NA,4,NA,0,6,1,"Unsprayed"
"E4-167","E4","167",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E4-168","E4","168",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-169","E4","169",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-170","E4","170",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-171","E4","171",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-172","E4","172",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-173","E4","173",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-174","E4","174",2020-06-20,"Samara",NA,NA,NA,3,NA,0,1,1,"Unsprayed"
"E4-175","E4","175",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-176","E4","176",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-177","E4","177",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-178","E4","178",2020-06-20,"Samara",NA,NA,NA,3,NA,0,5,1,"Unsprayed"
"E4-179","E4","179",2020-06-20,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E4-180","E4","180",2020-06-20,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E4-181","E4","181",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-182","E4","182",2020-06-20,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E4-183","E4","183",2020-06-20,"Samara",NA,NA,NA,3,NA,0,5,1,"Unsprayed"
"E4-184","E4","184",2020-06-20,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E4-185","E4","185",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-186","E4","186",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-187","E4","187",2020-06-20,"Samara",NA,NA,NA,3,NA,0,4,1,"Unsprayed"
"E4-188","E4","188",2020-06-20,"Samara",NA,NA,NA,3,NA,0,5,1,"Unsprayed"
"E4-189","E4","189",2020-06-20,"Samara",NA,NA,NA,3,NA,0,2,1,"Unsprayed"
"E4-190","E4","190",2020-06-20,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E4-191","E4","191",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-192","E4","192",2020-06-20,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E4-193","E4","193",2020-06-20,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E4-194","E4","194",2020-06-20,"Samara",NA,NA,NA,3,NA,0,1,1,"Unsprayed"
"E4-195","E4","195",2020-06-20,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E4-196","E4","196",2020-06-20,"Samara",NA,NA,NA,3,NA,0,4,1,"Unsprayed"
"E4-197","E4","197",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E4-198","E4","198",2020-06-20,"Samara",NA,NA,NA,3,NA,0,2,1,"Unsprayed"
"E4-199","E4","199",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-200","E4","200",2020-06-20,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E4-201","E4","201",2020-06-20,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-1","E5","1",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-2","E5","2",2020-06-18,"Samara",NA,NA,NA,4,NA,1,2,0.666666666666667,"Unsprayed"
"E5-3","E5","3",2020-06-18,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E5-4","E5","4",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-5","E5","5",2020-06-18,"Samara",NA,NA,NA,3,NA,1,0,0,"Unsprayed"
"E5-6","E5","6",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-7","E5","7",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-8","E5","8",2020-06-18,"Samara",NA,NA,NA,4,NA,0,6,1,"Unsprayed"
"E5-9","E5","9",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-10","E5","10",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-11","E5","11",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-12","E5","12",2020-06-18,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E5-13","E5","13",2020-06-18,"Samara",NA,NA,NA,4,NA,0,6,1,"Unsprayed"
"E5-14","E5","14",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-15","E5","15",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-16","E5","16",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-17","E5","17",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-18","E5","18",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-19","E5","19",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-20","E5","20",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-21","E5","21",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-22","E5","22",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-23","E5","23",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-24","E5","24",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-25","E5","25",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-26","E5","26",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-27","E5","27",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-28","E5","28",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-29","E5","29",2020-06-18,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E5-30","E5","30",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-31","E5","31",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-32","E5","32",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-33","E5","33",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-34","E5","34",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-35","E5","35",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-36","E5","36",2020-06-18,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E5-37","E5","37",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-38","E5","38",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-39","E5","39",2020-06-18,"Samara",NA,NA,NA,4,NA,0,2,1,"Unsprayed"
"E5-40","E5","40",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-41","E5","41",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-42","E5","42",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-43","E5","43",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-44","E5","44",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-45","E5","45",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-46","E5","46",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-47","E5","47",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-48","E5","48",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-49","E5","49",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-50","E5","50",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-51","E5","51",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-52","E5","52",2020-06-18,"Samara",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E5-53","E5","53",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-54","E5","54",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-55","E5","55",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-56","E5","56",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-57","E5","57",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-58","E5","58",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-59","E5","59",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-60","E5","60",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-61","E5","61",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-62","E5","62",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-63","E5","63",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-64","E5","64",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-65","E5","65",2020-06-18,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E5-66","E5","66",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-67","E5","67",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-68","E5","68",2020-06-18,"Samara",NA,NA,NA,3,NA,0,6,1,"Unsprayed"
"E5-69","E5","69",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-70","E5","70",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-71","E5","71",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-72","E5","72",2020-06-18,"Samara",NA,NA,NA,4,NA,0,1,1,"Unsprayed"
"E5-73","E5","73",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-74","E5","74",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-75","E5","75",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-76","E5","76",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-77","E5","77",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-78","E5","78",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-79","E5","79",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-80","E5","80",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-81","E5","81",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-82","E5","82",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-83","E5","83",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-84","E5","84",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-85","E5","85",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-86","E5","86",2020-06-18,"Samara",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E5-87","E5","87",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-88","E5","88",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-89","E5","89",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-90","E5","90",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-91","E5","91",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-92","E5","92",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-93","E5","93",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-94","E5","94",2020-06-18,"Samara",NA,NA,NA,5,NA,0,1,1,"Unsprayed"
"E5-95","E5","95",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-96","E5","96",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-97","E5","97",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-98","E5","98",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-99","E5","99",2020-06-18,"Samara",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E5-100","E5","100",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-101","E5","101",2020-06-18,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E5-102","E5","102",2020-06-18,"Samara",NA,NA,NA,4,NA,0,5,1,"Unsprayed"
"E5-103","E5","103",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-104","E5","104",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-105","E5","105",2020-06-18,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E5-106","E5","106",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-107","E5","107",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-108","E5","108",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-109","E5","109",2020-06-18,"Samara",NA,NA,NA,3,NA,0,4,1,"Unsprayed"
"E5-110","E5","110",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-111","E5","111",2020-06-18,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E5-112","E5","112",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-113","E5","113",2020-06-18,"Samara",NA,NA,NA,4,NA,0,3,1,"Unsprayed"
"E5-114","E5","114",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-115","E5","115",2020-06-18,"Samara",NA,NA,NA,4,NA,0,8,1,"Unsprayed"
"E5-116","E5","116",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-117","E5","117",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-118","E5","118",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-119","E5","119",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-120","E5","120",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-121","E5","121",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-122","E5","122",2020-06-18,"Samara",NA,NA,NA,5,NA,0,7,1,"Unsprayed"
"E5-123","E5","123",2020-06-18,"Samara",NA,NA,NA,5,NA,0,6,1,"Unsprayed"
"E5-124","E5","124",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-125","E5","125",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-126","E5","126",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-127","E5","127",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-128","E5","128",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-129","E5","129",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
"E5-130","E5","130",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-131","E5","131",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-132","E5","132",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-133","E5","133",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-134","E5","134",2020-06-18,"Samara",NA,NA,NA,4,NA,0,4,1,"Unsprayed"
"E5-135","E5","135",2020-06-18,"Samara",NA,NA,NA,NA,NA,NA,NA,NA,"Unsprayed"
"E5-136","E5","136",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-137","E5","137",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-138","E5","138",2020-06-18,"Samara",NA,NA,NA,5,NA,0,3,1,"Unsprayed"
"E5-139","E5","139",2020-06-18,"Samara",NA,NA,NA,5,NA,0,2,1,"Unsprayed"
"E5-140","E5","140",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-141","E5","141",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-142","E5","142",2020-06-18,"Samara",NA,NA,NA,5,NA,0,4,1,"Unsprayed"
"E5-143","E5","143",2020-06-18,"Samara",NA,NA,NA,5,NA,0,5,1,"Unsprayed"
