"Ind","Block","Pos","Date","Measurer","Veg","Bud","Flr","Fert","Abt","M","S","N","round","ind_round"
"E9-112","E9","112",2022-06-08,"Abby",19,NA,NA,NA,NA,"","","","2","E9-112_2"
"E9-113","E9","113",2022-06-08,"Abby",39,NA,NA,NA,NA,"","","","2","E9-113_2"
"E9-114","E9","114",2022-06-08,"Abby",32,NA,NA,NA,NA,"","","","2","E9-114_2"
"E9-115","E9","115",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E9-115_2"
"E9-116","E9","116",2022-06-08,"Abby",13,NA,NA,NA,NA,"","","","2","E9-116_2"
"E9-117","E9","117",2022-06-08,"Abby",59,NA,NA,NA,NA,"","","","2","E9-117_2"
"E9-118","E9","118",2022-06-08,"Abby",46,NA,NA,NA,NA,"","","","2","E9-118_2"
"E9-119","E9","119",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-119_2"
"E9-120","E9","120",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E9-120_2"
"E9-121","E9","121",2022-06-08,"Abby",28,NA,NA,NA,NA,"","","","2","E9-121_2"
"E9-122","E9","122",2022-06-08,"Abby",30,NA,NA,NA,NA,"","","","2","E9-122_2"
"E9-123","E9","123",2022-06-08,"Abby",52,NA,NA,NA,NA,"","","","2","E9-123_2"
"E9-124","E9","124",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E9-124_2"
"E9-125","E9","125",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E9-125_2"
"E9-126","E9","126",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E9-126_2"
"E9-127","E9","127",2022-06-08,"Abby",38,NA,NA,NA,NA,"","","","2","E9-127_2"
"E9-128","E9","128",2022-06-08,"Abby",62,NA,NA,NA,NA,"","","","2","E9-128_2"
"E9-129","E9","129",2022-06-08,"Abby",37,NA,NA,NA,NA,"","","","2","E9-129_2"
"E9-130","E9","130",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E9-130_2"
"E9-131","E9","131",2022-06-08,"Abby",35,NA,NA,NA,NA,"","","","2","E9-131_2"
"E9-132","E9","132",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E9-132_2"
"E9-133","E9","133",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-133_2"
"E9-134","E9","134",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-134_2"
"E9-135","E9","135",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-135_2"
"E9-136","E9","136",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-136_2"
"E9-137","E9","137",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-137_2"
"E9-138","E9","138",2022-06-08,"Abby",28,NA,NA,NA,NA,"","","","2","E9-138_2"
"E9-139","E9","139",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-139_2"
"E9-140","E9","140",2022-06-08,"Abby",80,NA,NA,NA,NA,"","","","2","E9-140_2"
"E9-141","E9","141",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-141_2"
"E9-142","E9","142",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-142_2"
"E9-143","E9","143",2022-06-08,"Abby",32,NA,NA,NA,NA,"","","","2","E9-143_2"
"E9-144","E9","144",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E9-144_2"
"E9-145","E9","145",2022-06-08,"Abby",49,NA,NA,NA,NA,"","","","2","E9-145_2"
"E9-146","E9","146",2022-06-08,"Abby",46,NA,NA,NA,NA,"","","","2","E9-146_2"
"E9-147","E9","147",2022-06-08,"Abby",21,NA,NA,NA,NA,"","","","2","E9-147_2"
"E9-148","E9","148",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-148_2"
"E9-149","E9","149",2022-06-08,"Abby",33,NA,NA,NA,NA,"","","","2","E9-149_2"
"E9-150","E9","150",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E9-150_2"
"E9-151","E9","151",2022-06-08,"Abby",40,NA,NA,NA,NA,"","","","2","E9-151_2"
"E9-152","E9","152",2022-06-08,"Abby",22,NA,NA,NA,NA,"","","","2","E9-152_2"
"E9-153","E9","153",2022-06-08,"Abby",36,NA,NA,NA,NA,"","","","2","E9-153_2"
"E9-154","E9","154",2022-06-08,"Abby",39,NA,NA,NA,NA,"","","","2","E9-154_2"
"E9-155","E9","155",2022-06-08,"Abby",45,NA,NA,NA,NA,"","","","2","E9-155_2"
"E9-156","E9","156",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E9-156_2"
"E9-157","E9","157",2022-06-08,"Abby",12,NA,NA,NA,NA,"","","","2","E9-157_2"
"E9-158","E9","158",2022-06-08,"Abby",28,NA,NA,NA,NA,"","","","2","E9-158_2"
"E9-159","E9","159",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-159_2"
"E9-160","E9","160",2022-06-08,"Abby",44,NA,NA,NA,NA,"","","","2","E9-160_2"
"E9-161","E9","161",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E9-161_2"
"E9-162","E9","162",2022-06-08,"Abby",30,NA,NA,NA,NA,"","","","2","E9-162_2"
"E9-163","E9","163",2022-06-08,"Abby",38,NA,NA,NA,NA,"","","","2","E9-163_2"
"E9-164","E9","164",2022-06-08,"Abby",45,NA,NA,NA,NA,"","","","2","E9-164_2"
"E9-165","E9","165",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E9-165_2"
"E9-166","E9","166",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E9-166_2"
"E9-167","E9","167",2022-06-08,"Abby",32,NA,NA,NA,NA,"","","","2","E9-167_2"
"E9-168","E9","168",2022-06-08,"Abby",44,NA,NA,NA,NA,"","","","2","E9-168_2"
"E9-169","E9","169",2022-06-08,"Abby",31,NA,NA,NA,NA,"","","","2","E9-169_2"
"E9-170","E9","170",2022-06-08,"Abby",39,NA,NA,NA,NA,"","","","2","E9-170_2"
"E9-171","E9","171",2022-06-08,"Abby",33,NA,NA,NA,NA,"","","","2","E9-171_2"
"E9-172","E9","172",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E9-172_2"
"E9-173","E9","173",2022-06-08,"Abby",75,NA,NA,NA,NA,"","","","2","E9-173_2"
"E9-174","E9","174",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E9-174_2"
"E9-175","E9","175",2022-06-08,"Abby",67,NA,NA,NA,NA,"","","","2","E9-175_2"
"E9-176","E9","176",2022-06-08,"Abby",18,NA,NA,NA,NA,"","","","2","E9-176_2"
"E9-177","E9","177",2022-06-08,"Abby",68,NA,NA,NA,NA,"","","","2","E9-177_2"
"E9-178","E9","178",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E9-178_2"
"E9-179","E9","179",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E9-179_2"
"E9-180","E9","180",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E9-180_2"
"E9-181","E9","181",2022-06-08,"Abby",62,NA,NA,NA,NA,"","","","2","E9-181_2"
"E9-182","E9","182",2022-06-08,"Abby",41,NA,NA,NA,NA,"","","","2","E9-182_2"
"E9-183","E9","183",2022-06-08,"Abby",69,NA,NA,NA,NA,"","","","2","E9-183_2"
"E9-184","E9","184",2022-06-08,"Abby",75,NA,NA,NA,NA,"","","","2","E9-184_2"
"E9-185","E9","185",2022-06-08,"Abby",77,NA,NA,NA,NA,"","","","2","E9-185_2"
"E9-186","E9","186",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E9-186_2"
"E9-187","E9","187",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E9-187_2"
"E9-188","E9","188",2022-06-08,"Abby",67,NA,NA,NA,NA,"","","","2","E9-188_2"
"E9-189","E9","189",2022-06-08,"Abby",38,NA,NA,NA,NA,"","","","2","E9-189_2"
"E9-190","E9","190",2022-06-08,"Abby",71,NA,NA,NA,NA,"","","","2","E9-190_2"
"E9-191","E9","191",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E9-191_2"
"E9-192","E9","192",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E9-192_2"
"E9-193","E9","193",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E9-193_2"
"E9-194","E9","194",2022-06-08,"Abby",49,NA,NA,NA,NA,"","","","2","E9-194_2"
"E9-195","E9","195",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E9-195_2"
"E9-196","E9","196",2022-06-08,"Abby",59,NA,NA,NA,NA,"","","","2","E9-196_2"
"E9-197","E9","197",2022-06-08,"Abby",27,NA,NA,NA,NA,"","","","2","E9-197_2"
"E9-198","E9","198",2022-06-08,"Abby",28,NA,NA,NA,NA,"","","","2","E9-198_2"
"E9-199","E9","199",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E9-199_2"
"E9-200","E9","200",2022-06-08,"Abby",24,NA,NA,NA,NA,"","","","2","E9-200_2"
"E9-201","E9","201",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E9-201_2"
"E9-202","E9","202",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E9-202_2"
"E10-1","E10","1",2022-06-08,"Abby",62,NA,NA,NA,NA,"","","","2","E10-1_2"
"E10-2","E10","2",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E10-2_2"
"E10-3","E10","3",2022-06-08,"Abby",72,NA,NA,NA,NA,"","","","2","E10-3_2"
"E10-4","E10","4",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E10-4_2"
"E10-5","E10","5",2022-06-08,"Abby",76,NA,NA,NA,NA,"","","","2","E10-5_2"
"E10-6","E10","6",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-6_2"
"E10-7","E10","7",2022-06-08,"Abby",71,NA,NA,NA,NA,"","","","2","E10-7_2"
"E10-8","E10","8",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E10-8_2"
"E10-9","E10","9",2022-06-08,"Abby",41,NA,NA,NA,NA,"","","","2","E10-9_2"
"E10-10","E10","10",2022-06-08,"Abby",62,NA,NA,NA,NA,"","","","2","E10-10_2"
"E10-11","E10","11",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-11_2"
"E10-12","E10","12",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-12_2"
"E10-13","E10","13",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E10-13_2"
"E10-14","E10","14",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-14_2"
"E10-15","E10","15",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E10-15_2"
"E10-16","E10","16",2022-06-08,"Abby",77,NA,NA,NA,NA,"","","","2","E10-16_2"
"E10-17","E10","17",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-17_2"
"E10-18","E10","18",2022-06-08,"Abby",46,NA,NA,NA,NA,"","","","2","E10-18_2"
"E10-19","E10","19",2022-06-08,"Abby",81,NA,NA,NA,NA,"","","","2","E10-19_2"
"E10-20","E10","20",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-20_2"
"E10-21","E10","21",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-21_2"
"E10-22","E10","22",2022-06-08,"Abby",65,NA,NA,NA,NA,"","","","2","E10-22_2"
"E10-23","E10","23",2022-06-08,"Abby",65,NA,NA,NA,NA,"","","","2","E10-23_2"
"E10-24","E10","24",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E10-24_2"
"E10-25","E10","25",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-25_2"
"E10-26","E10","26",2022-06-08,"Abby",33,NA,NA,NA,NA,"","","","2","E10-26_2"
"E10-27","E10","27",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-27_2"
"E10-28","E10","28",2022-06-08,"Abby",71,NA,NA,NA,NA,"","","","2","E10-28_2"
"E10-29","E10","29",2022-06-08,"Abby",35,NA,NA,NA,NA,"","","","2","E10-29_2"
"E10-30","E10","30",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-30_2"
"E10-31","E10","31",2022-06-08,"Abby",44,NA,NA,NA,NA,"","","","2","E10-31_2"
"E10-32","E10","32",2022-06-08,"Abby",28,NA,NA,NA,NA,"","","","2","E10-32_2"
"E10-33","E10","33",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-33_2"
"E10-34","E10","34",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E10-34_2"
"E10-35","E10","35",2022-06-08,"Abby",71,NA,NA,NA,NA,"","","","2","E10-35_2"
"E10-36","E10","36",2022-06-08,"Abby",34,NA,NA,NA,NA,"","","","2","E10-36_2"
"E10-37","E10","37",2022-06-08,"Abby",35,NA,NA,NA,NA,"","","","2","E10-37_2"
"E10-38","E10","38",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-38_2"
"E10-39","E10","39",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-39_2"
"E10-40","E10","40",2022-06-08,"Abby",39,NA,NA,NA,NA,"","","","2","E10-40_2"
"E10-41","E10","41",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E10-41_2"
"E10-42","E10","42",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-42_2"
"E10-43","E10","43",2022-06-08,"Abby",49,NA,NA,NA,NA,"","","","2","E10-43_2"
"E10-44","E10","44",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E10-44_2"
"E10-45","E10","45",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-45_2"
"E10-46","E10","46",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E10-46_2"
"E10-47","E10","47",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E10-47_2"
"E10-48","E10","48",2022-06-08,"Abby",82,NA,NA,NA,NA,"","","","2","E10-48_2"
"E10-49","E10","49",2022-06-08,"Abby",46,NA,NA,NA,NA,"","","","2","E10-49_2"
"E10-50","E10","50",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-50_2"
"E10-51","E10","51",2022-06-08,"Abby",83,NA,NA,NA,NA,"","","","2","E10-51_2"
"E10-52","E10","52",2022-06-08,"Abby",69,NA,NA,NA,NA,"","","","2","E10-52_2"
"E10-53","E10","53",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-53_2"
"E10-54","E10","54",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E10-54_2"
"E10-55","E10","55",2022-06-08,"Abby",33,NA,NA,NA,NA,"","","","2","E10-55_2"
"E10-56","E10","56",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E10-56_2"
"E10-57","E10","57",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E10-57_2"
"E10-58","E10","58",2022-06-08,"Abby",59,NA,NA,NA,NA,"","","","2","E10-58_2"
"E10-59","E10","59",2022-06-08,"Abby",81,NA,NA,NA,NA,"","","","2","E10-59_2"
"E10-60","E10","60",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E10-60_2"
"E10-61","E10","61",2022-06-08,"Abby",57,NA,NA,NA,NA,"","","","2","E10-61_2"
"E10-62","E10","62",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-62_2"
"E10-63","E10","63",2022-06-08,"Abby",57,NA,NA,NA,NA,"","","","2","E10-63_2"
"E10-64","E10","64",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E10-64_2"
"E10-65","E10","65",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-65_2"
"E10-66","E10","66",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E10-66_2"
"E10-67","E10","67",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E10-67_2"
"E10-68","E10","68",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-68_2"
"E10-69","E10","69",2022-06-08,"Abby",43,NA,NA,NA,NA,"","","","2","E10-69_2"
"E10-70","E10","70",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-70_2"
"E10-71","E10","71",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-71_2"
"E10-72","E10","72",2022-06-08,"Abby",29,NA,NA,NA,NA,"","","","2","E10-72_2"
"E10-73","E10","73",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-73_2"
"E10-74","E10","74",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-74_2"
"E10-75","E10","75",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E10-75_2"
"E10-76","E10","76",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-76_2"
"E10-77","E10","77",2022-06-08,"Abby",35,NA,NA,NA,NA,"","","","2","E10-77_2"
"E10-78","E10","78",2022-06-08,"Abby",59,NA,NA,NA,NA,"","","","2","E10-78_2"
"E10-79","E10","79",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-79_2"
"E10-80","E10","80",2022-06-08,"Abby",49,NA,NA,NA,NA,"","","","2","E10-80_2"
"E10-81","E10","81",2022-06-08,"Abby",35,NA,NA,NA,NA,"","","","2","E10-81_2"
"E10-82","E10","82",2022-06-08,"Abby",38,NA,NA,NA,NA,"","","","2","E10-82_2"
"E10-83","E10","83",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-83_2"
"E10-84","E10","84",2022-06-08,"Abby",38,NA,NA,NA,NA,"","","","2","E10-84_2"
"E10-85","E10","85",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-85_2"
"E10-86","E10","86",2022-06-08,"Abby",29,NA,NA,NA,NA,"","","","2","E10-86_2"
"E10-87","E10","87",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E10-87_2"
"E10-88","E10","88",2022-06-08,"Abby",41,NA,NA,NA,NA,"","","","2","E10-88_2"
"E10-89","E10","89",2022-06-08,"Abby",76,NA,NA,NA,NA,"","","","2","E10-89_2"
"E10-90","E10","90",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E10-90_2"
"E10-91","E10","91",2022-06-08,"Abby",90,NA,NA,NA,NA,"","","","2","E10-91_2"
"E10-92","E10","92",2022-06-08,"Abby",45,NA,NA,NA,NA,"","","","2","E10-92_2"
"E10-93","E10","93",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-93_2"
"E10-94","E10","94",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-94_2"
"E10-95","E10","95",2022-06-08,"Abby",52,NA,NA,NA,NA,"","","","2","E10-95_2"
"E10-96","E10","96",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E10-96_2"
"E10-97","E10","97",2022-06-08,"Abby",52,NA,NA,NA,NA,"","","","2","E10-97_2"
"E10-98","E10","98",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-98_2"
"E10-99","E10","99",2022-06-08,"Abby",60,NA,NA,NA,NA,"","","","2","E10-99_2"
"E10-100","E10","100",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E10-100_2"
"E10-101","E10","101",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-101_2"
"E10-102","E10","102",2022-06-08,"Abby",41,NA,NA,NA,NA,"","","","2","E10-102_2"
"E10-103","E10","103",2022-06-08,"Abby",74,NA,NA,NA,NA,"","","","2","E10-103_2"
"E10-104","E10","104",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-104_2"
"E10-105","E10","105",2022-06-08,"Abby",55,NA,NA,NA,NA,"","","","2","E10-105_2"
"E10-106","E10","106",2022-06-08,"Abby",59,NA,NA,NA,NA,"","","","2","E10-106_2"
"E10-107","E10","107",2022-06-08,"Abby",38,NA,NA,NA,NA,"","","","2","E10-107_2"
"E10-108","E10","108",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-108_2"
"E10-109","E10","109",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-109_2"
"E10-110","E10","110",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E10-110_2"
"E10-111","E10","111",2022-06-08,"Abby",66,NA,NA,NA,NA,"","","","2","E10-111_2"
"E10-112","E10","112",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-112_2"
"E10-113","E10","113",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E10-113_2"
"E10-114","E10","114",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E10-114_2"
"E10-115","E10","115",2022-06-08,"Abby",36,NA,NA,NA,NA,"","","","2","E10-115_2"
"E10-116","E10","116",2022-06-08,"Abby",77,NA,NA,NA,NA,"","","","2","E10-116_2"
"E10-117","E10","117",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-117_2"
"E10-118","E10","118",2022-06-08,"Abby",42,NA,NA,NA,NA,"","","","2","E10-118_2"
"E10-119","E10","119",2022-06-08,"Abby",59,NA,NA,NA,NA,"","","","2","E10-119_2"
"E10-120","E10","120",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-120_2"
"E10-121","E10","121",2022-06-08,"Abby",62,NA,NA,NA,NA,"","","","2","E10-121_2"
"E10-122","E10","122",2022-06-08,"Abby",69,NA,NA,NA,NA,"","","","2","E10-122_2"
"E10-123","E10","123",2022-06-08,"Abby",88,NA,NA,NA,NA,"","","","2","E10-123_2"
"E10-124","E10","124",2022-06-08,"Abby",100,NA,NA,NA,NA,"","","","2","E10-124_2"
"E10-125","E10","125",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-125_2"
"E10-126","E10","126",2022-06-08,"Abby",73,NA,NA,NA,NA,"","","","2","E10-126_2"
"E10-127","E10","127",2022-06-08,"Abby",52,NA,NA,NA,NA,"","","","2","E10-127_2"
"E10-128","E10","128",2022-06-08,"Abby",50,NA,NA,NA,NA,"","","","2","E10-128_2"
"E10-129","E10","129",2022-06-08,"Abby",68,NA,NA,NA,NA,"","","","2","E10-129_2"
"E10-130","E10","130",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-130_2"
"E10-131","E10","131",2022-06-08,"Abby",51,NA,NA,NA,NA,"","","","2","E10-131_2"
"E10-132","E10","132",2022-06-08,"Abby",69,NA,NA,NA,NA,"","","","2","E10-132_2"
"E10-133","E10","133",2022-06-08,"Abby",80,NA,NA,NA,NA,"","","","2","E10-133_2"
"E10-134","E10","134",2022-06-08,"Abby",46,NA,NA,NA,NA,"","","","2","E10-134_2"
"E10-135","E10","135",2022-06-08,"Abby",90,NA,NA,NA,NA,"","","","2","E10-135_2"
"E10-136","E10","136",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E10-136_2"
"E10-137","E10","137",2022-06-08,"Abby",50,NA,NA,NA,NA,"","","","2","E10-137_2"
"E10-138","E10","138",2022-06-08,"Abby",58,NA,NA,NA,NA,"","","","2","E10-138_2"
"E10-139","E10","139",2022-06-08,"Abby",72,NA,NA,NA,NA,"","","","2","E10-139_2"
"E10-140","E10","140",2022-06-08,"Abby",32,NA,NA,NA,NA,"","","","2","E10-140_2"
"E10-141","E10","141",2022-06-08,"Abby",75,NA,NA,NA,NA,"","","","2","E10-141_2"
"E10-142","E10","142",2022-06-08,"Abby",57,NA,NA,NA,NA,"","","","2","E10-142_2"
"E10-143","E10","143",2022-06-08,"Abby",47,NA,NA,NA,NA,"","","","2","E10-143_2"
"E10-144","E10","144",2022-06-08,"Abby",32,NA,NA,NA,NA,"","","","2","E10-144_2"
"E10-145","E10","145",2022-06-08,"Abby",68,NA,NA,NA,NA,"","","","2","E10-145_2"
"E10-146","E10","146",2022-06-08,"Abby",22,NA,NA,NA,NA,"","","","2","E10-146_2"
"E10-147","E10","147",2022-06-08,"Abby",85,NA,NA,NA,NA,"","","","2","E10-147_2"
"E10-148","E10","148",2022-06-08,"Abby",58,NA,NA,NA,NA,"","","","2","E10-148_2"
"E10-149","E10","149",2022-06-08,"Abby",48,NA,NA,NA,NA,"","","","2","E10-149_2"
"E10-150","E10","150",2022-06-08,"Abby",49,NA,NA,NA,NA,"","","","2","E10-150_2"
"E10-151","E10","151",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-151_2"
"E10-152","E10","152",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-152_2"
"E10-153","E10","153",2022-06-08,"Abby",74,NA,NA,NA,NA,"","","","2","E10-153_2"
"E10-154","E10","154",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-154_2"
"E10-155","E10","155",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-155_2"
"E10-156","E10","156",2022-06-08,"Abby",52,NA,NA,NA,NA,"","","","2","E10-156_2"
"E10-157","E10","157",2022-06-08,"Abby",44,NA,NA,NA,NA,"","","","2","E10-157_2"
"E10-158","E10","158",2022-06-08,"Abby",56,NA,NA,NA,NA,"","","","2","E10-158_2"
"E10-159","E10","159",2022-06-08,"Abby",44,NA,NA,NA,NA,"","","","2","E10-159_2"
"E10-160","E10","160",2022-06-08,"Abby",67,NA,NA,NA,NA,"","","","2","E10-160_2"
"E10-161","E10","161",2022-06-08,"Abby",63,NA,NA,NA,NA,"","","","2","E10-161_2"
"E10-162","E10","162",2022-06-08,"Abby",49,NA,NA,NA,NA,"","","","2","E10-162_2"
"E10-163","E10","163",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-163_2"
"E10-164","E10","164",2022-06-08,"Abby",65,NA,NA,NA,NA,"","","","2","E10-164_2"
"E10-165","E10","165",2022-06-08,"Abby",58,NA,NA,NA,NA,"","","","2","E10-165_2"
"E10-166","E10","166",2022-06-08,"Abby",58,NA,NA,NA,NA,"","","","2","E10-166_2"
"E10-167","E10","167",2022-06-08,"Abby",65,NA,NA,NA,NA,"","","","2","E10-167_2"
"E10-168","E10","168",2022-06-08,"Abby",33,NA,NA,NA,NA,"","","","2","E10-168_2"
"E10-169","E10","169",2022-06-08,"Abby",58,NA,NA,NA,NA,"","","","2","E10-169_2"
"E10-170","E10","170",2022-06-08,"Abby",33,NA,NA,NA,NA,"","","","2","E10-170_2"
"E10-171","E10","171",2022-06-08,"Abby",57,NA,NA,NA,NA,"","","","2","E10-171_2"
"E10-172","E10","172",2022-06-08,"Abby",NA,NA,NA,NA,NA,"","","","2","E10-172_2"
"E10-173","E10","173",2022-06-08,"Abby",61,NA,NA,NA,NA,"","","","2","E10-173_2"
"E10-174","E10","174",2022-06-08,"Abby",64,NA,NA,NA,NA,"","","","2","E10-174_2"
"E10-175","E10","175",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E10-175_2"
"E10-176","E10","176",2022-06-08,"Abby",53,NA,NA,NA,NA,"","","","2","E10-176_2"
"E10-177","E10","177",2022-06-08,"Abby",40,NA,NA,NA,NA,"","","","2","E10-177_2"
"E10-178","E10","178",2022-06-08,"Abby",75,NA,NA,NA,NA,"","","","2","E10-178_2"
"E10-179","E10","179",2022-06-08,"Abby",83,NA,NA,NA,NA,"","","","2","E10-179_2"
"E10-180","E10","180",2022-06-08,"Abby",54,NA,NA,NA,NA,"","","","2","E10-180_2"
"E10-181","E10","181",2022-06-08,"Abby",79,NA,NA,NA,NA,"","","","2","E10-181_2"
"E10-182","E10","182",2022-06-08,"Abby",44,NA,NA,NA,NA,"","","","2","E10-182_2"
