"Ind","Block","Position","Date","Measurer","Veg","Bud","Flr","Frt","Abt","M","S","N","round","ind_round"
"E5-137","E5","137",2023-06-27,"Mia",52,NA,NA,NA,NA,"","","","4","E5-137_4"
"E5-138","E5","138",2023-06-27,"Mia",53,NA,NA,NA,NA,"","","","4","E5-138_4"
"E5-139","E5","139",2023-06-27,"Mia",66,NA,NA,NA,NA,"","","","4","E5-139_4"
"E5-140","E5","140",2023-06-27,"Mia",63,NA,NA,NA,NA,"","","","4","E5-140_4"
"E5-141","E5","141",2023-06-27,"Mia",63,NA,NA,NA,NA,"","","","4","E5-141_4"
"E5-142","E5","142",2023-06-27,"Mia",83,NA,NA,NA,NA,"","","","4","E5-142_4"
"E5-143","E5","143",2023-06-27,"Mia",63,NA,NA,NA,NA,"","","","4","E5-143_4"
"E5-144","E5","144",2023-06-27,"Mia",61,NA,NA,NA,NA,"","","","4","E5-144_4"
"E5-145","E5","145",2023-06-27,"Mia",82,NA,NA,NA,NA,"","","","4","E5-145_4"
"E5-146","E5","146",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-146_4"
"E5-147","E5","147",2023-06-27,"Mia",84,NA,NA,NA,NA,"","","","4","E5-147_4"
"E5-148","E5","148",2023-06-27,"Mia",54,NA,NA,NA,NA,"","","","4","E5-148_4"
"E5-149","E5","149",2023-06-27,"Mia",67,NA,NA,NA,NA,"","","","4","E5-149_4"
"E5-150","E5","150",2023-06-27,"Mia",63,NA,NA,NA,NA,"","","","4","E5-150_4"
"E5-151","E5","151",2023-06-27,"Mia",101,NA,NA,NA,NA,"","","","4","E5-151_4"
"E5-152","E5","152",2023-06-27,"Mia",58,NA,NA,NA,NA,"","","","4","E5-152_4"
"E5-153","E5","153",2023-06-27,"Mia",79,NA,NA,NA,NA,"","","","4","E5-153_4"
"E5-154","E5","154",2023-06-27,"Mia",60,NA,NA,NA,NA,"","","","4","E5-154_4"
"E5-155","E5","155",2023-06-27,"Mia",57,NA,NA,NA,NA,"","","","4","E5-155_4"
"E5-156","E5","156",2023-06-27,"Mia",91,NA,NA,NA,NA,"","","","4","E5-156_4"
"E5-157","E5","157",2023-06-27,"Mia",64,NA,NA,NA,NA,"","","","4","E5-157_4"
"E5-158","E5","158",2023-06-27,"Mia",88,NA,NA,NA,NA,"","","","4","E5-158_4"
"E5-159","E5","159",2023-06-27,"Mia",67,NA,NA,NA,NA,"","","","4","E5-159_4"
"E5-160","E5","160",2023-06-27,"Mia",67,NA,NA,NA,NA,"","","","4","E5-160_4"
"E5-161","E5","161",2023-06-27,"Mia",63,NA,NA,NA,NA,"","","","4","E5-161_4"
"E5-162","E5","162",2023-06-27,"Mia",52,NA,NA,NA,NA,"","","","4","E5-162_4"
"E5-163","E5","163",2023-06-27,"Mia",76,NA,NA,NA,NA,"","","","4","E5-163_4"
"E5-164","E5","164",2023-06-27,"Mia",73,NA,NA,NA,NA,"","","","4","E5-164_4"
"E5-165","E5","165",2023-06-27,"Mia",67.5,NA,NA,NA,NA,"","","","4","E5-165_4"
"E5-166","E5","166",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-166_4"
"E5-167","E5","167",2023-06-27,"Mia",55,NA,NA,NA,NA,"","","","4","E5-167_4"
"E5-168","E5","168",2023-06-27,"Mia",75,NA,NA,NA,NA,"","","","4","E5-168_4"
"E5-169","E5","169",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-169_4"
"E5-170","E5","170",2023-06-27,"Mia",61,NA,NA,NA,NA,"","","","4","E5-170_4"
"E5-171","E5","171",2023-06-27,"Mia",85,NA,NA,NA,NA,"","","","4","E5-171_4"
"E5-172","E5","172",2023-06-27,"Mia",57,NA,NA,NA,NA,"","","","4","E5-172_4"
"E5-173","E5","173",2023-06-27,"Mia",58,NA,NA,NA,NA,"","","","4","E5-173_4"
"E5-174","E5","174",2023-06-27,"Mia",62,NA,NA,NA,NA,"","","","4","E5-174_4"
"E5-175","E5","175",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-175_4"
"E5-176","E5","176",2023-06-27,"Mia",53,NA,NA,NA,NA,"","","","4","E5-176_4"
"E5-177","E5","177",2023-06-27,"Mia",58,NA,NA,NA,NA,"","","","4","E5-177_4"
"E5-178","E5","178",2023-06-27,"Mia",51,NA,NA,NA,NA,"","","","4","E5-178_4"
"E5-179","E5","179",2023-06-27,"Mia",73,NA,NA,NA,NA,"","","","4","E5-179_4"
"E5-180","E5","180",2023-06-27,"Mia",81,NA,NA,NA,NA,"","","","4","E5-180_4"
"E5-181","E5","181",2023-06-27,"Mia",52,NA,NA,NA,NA,"","","","4","E5-181_4"
"E5-182","E5","182",2023-06-27,"Mia",101,NA,NA,NA,NA,"","","","4","E5-182_4"
"E5-183","E5","183",2023-06-27,"Mia",121,NA,NA,NA,NA,"","","","4","E5-183_4"
"E5-184","E5","184",2023-06-27,"Mia",67,NA,NA,NA,NA,"","","","4","E5-184_4"
"E5-185","E5","185",2023-06-27,"Mia",69,NA,NA,NA,NA,"","","","4","E5-185_4"
"E5-186","E5","186",2023-06-27,"Mia",84,NA,NA,NA,NA,"","","","4","E5-186_4"
"E5-187","E5","187",2023-06-27,"Mia",68,NA,NA,NA,NA,"","","","4","E5-187_4"
"E5-188","E5","188",2023-06-27,"Mia",48,NA,NA,NA,NA,"","","","4","E5-188_4"
"E5-189","E5","189",2023-06-27,"Mia",93,NA,NA,NA,NA,"","","","4","E5-189_4"
"E5-190","E5","190",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-190_4"
"E5-191","E5","191",2023-06-27,"Mia",65,NA,NA,NA,NA,"","","","4","E5-191_4"
"E5-192","E5","192",2023-06-27,"Mia",59,NA,NA,NA,NA,"","","","4","E5-192_4"
"E5-193","E5","193",2023-06-27,"Mia",64,NA,NA,NA,NA,"","","","4","E5-193_4"
"E5-194","E5","194",2023-06-27,"Mia",67,NA,NA,NA,NA,"","","","4","E5-194_4"
"E5-195","E5","195",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-195_4"
"E5-196","E5","196",2023-06-27,"Mia",60.5,NA,NA,NA,NA,"","","","4","E5-196_4"
"E5-197","E5","197",2023-06-27,"Mia",NA,NA,NA,NA,NA,"","","","4","E5-197_4"
"E5-198","E5","198",2023-06-27,"Mia",89,NA,NA,NA,NA,"","","","4","E5-198_4"
"E5-199","E5","199",2023-06-27,"Mia",76,NA,NA,NA,NA,"","","","4","E5-199_4"
"E5-200","E5","200",2023-06-27,"Mia",86,NA,NA,NA,NA,"","","","4","E5-200_4"
"E6-1","E6","1",2023-06-28,"Matt",101,NA,NA,NA,NA,"","","","4","E6-1_4"
"E6-2","E6","2",2023-06-28,"Matt",68.5,NA,NA,NA,NA,"","","","4","E6-2_4"
"E6-3","E6","3",2023-06-28,"Matt",76,NA,NA,NA,NA,"","","","4","E6-3_4"
"E6-4","E6","4",2023-06-28,"Matt",56,NA,NA,NA,NA,"","","","4","E6-4_4"
"E6-5","E6","5",2023-06-28,"Matt",73,NA,NA,NA,NA,"","","","4","E6-5_4"
"E6-6","E6","6",2023-06-28,"Matt",98,100,NA,NA,NA,"","","","4","E6-6_4"
"E6-7","E6","7",2023-06-28,"Matt",81,NA,NA,NA,NA,"","","","4","E6-7_4"
"E6-8","E6","8",2023-06-28,"Matt",71,NA,NA,NA,NA,"","","","4","E6-8_4"
"E6-9","E6","9",2023-06-28,"Matt",85.5,89,NA,NA,NA,"","","","4","E6-9_4"
"E6-10","E6","10",2023-06-28,"Matt",56,NA,NA,NA,NA,"","","","4","E6-10_4"
"E6-11","E6","11",2023-06-28,"Matt",120.5,NA,NA,NA,NA,"","","","4","E6-11_4"
"E6-12","E6","12",2023-06-28,"Matt",54,NA,NA,NA,NA,"","","","4","E6-12_4"
"E6-13","E6","13",2023-06-28,"Matt",79,NA,NA,NA,NA,"","","","4","E6-13_4"
"E6-14","E6","14",2023-06-28,"Matt",104,NA,NA,NA,NA,"","","","4","E6-14_4"
"E6-15","E6","15",2023-06-28,"Matt",68,NA,NA,NA,NA,"","","","4","E6-15_4"
"E6-16","E6","16",2023-06-28,"Matt",110,NA,NA,NA,NA,"","","","4","E6-16_4"
"E6-17","E6","17",2023-06-28,"Matt",107,NA,NA,NA,NA,"","","","4","E6-17_4"
"E6-18","E6","18",2023-06-28,"Matt",100,104,NA,NA,NA,"","","","4","E6-18_4"
"E6-19","E6","19",2023-06-28,"Matt",119,121,NA,NA,NA,"","","","4","E6-19_4"
"E6-20","E6","20",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-20_4"
"E6-21","E6","21",2023-06-28,"Matt",122,NA,NA,NA,NA,"","","","4","E6-21_4"
"E6-22","E6","22",2023-06-28,"Matt",114,NA,NA,NA,NA,"","","","4","E6-22_4"
"E6-23","E6","23",2023-06-28,"Matt",94,NA,NA,NA,NA,"","","","4","E6-23_4"
"E6-24","E6","24",2023-06-28,"Matt",72,NA,NA,NA,NA,"","","","4","E6-24_4"
"E6-25","E6","25",2023-06-28,"Matt",55,NA,NA,NA,NA,"","","","4","E6-25_4"
"E6-26","E6","26",2023-06-28,"Matt",107,NA,NA,NA,NA,"","","","4","E6-26_4"
"E6-27","E6","27",2023-06-28,"Matt",81,NA,NA,NA,NA,"","","","4","E6-27_4"
"E6-28","E6","28",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-28_4"
"E6-29","E6","29",2023-06-28,"Matt",79,NA,NA,NA,NA,"","","","4","E6-29_4"
"E6-30","E6","30",2023-06-28,"Matt",112,NA,NA,NA,NA,"","","","4","E6-30_4"
"E6-31","E6","31",2023-06-28,"Matt",87,NA,NA,NA,NA,"","","","4","E6-31_4"
"E6-32","E6","32",2023-06-28,"Matt",111,NA,NA,NA,NA,"","","","4","E6-32_4"
"E6-33","E6","33",2023-06-28,"Matt",91,NA,NA,NA,NA,"","","","4","E6-33_4"
"E6-34","E6","34",2023-06-28,"Matt",95,NA,NA,NA,NA,"","","","4","E6-34_4"
"E6-35","E6","35",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-35_4"
"E6-36","E6","36",2023-06-28,"Matt",139.5,NA,NA,NA,NA,"","","","4","E6-36_4"
"E6-37","E6","37",2023-06-28,"Matt",84,NA,NA,NA,NA,"","","","4","E6-37_4"
"E6-38","E6","38",2023-06-28,"Matt",86,NA,NA,NA,NA,"","","","4","E6-38_4"
"E6-39","E6","39",2023-06-28,"Matt",87,NA,NA,NA,NA,"","","","4","E6-39_4"
"E6-40","E6","40",2023-06-28,"Matt",79,NA,NA,NA,NA,"","","","4","E6-40_4"
"E6-41","E6","41",2023-06-28,"Matt",81,89,NA,NA,NA,"","","","4","E6-41_4"
"E6-42","E6","42",2023-06-28,"Matt",89,NA,NA,NA,NA,"","","","4","E6-42_4"
"E6-43","E6","43",2023-06-28,"Matt",89,NA,NA,NA,NA,"","","","4","E6-43_4"
"E6-44","E6","44",2023-06-28,"Matt",75,NA,NA,NA,NA,"","","","4","E6-44_4"
"E6-45","E6","45",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-45_4"
"E6-46","E6","46",2023-06-28,"Matt",98,NA,NA,NA,NA,"","","","4","E6-46_4"
"E6-47","E6","47",2023-06-28,"Matt",100,NA,NA,NA,NA,"","","","4","E6-47_4"
"E6-48","E6","48",2023-06-28,"Matt",84,NA,NA,NA,NA,"","","","4","E6-48_4"
"E6-49","E6","49",2023-06-28,"Matt",91,NA,NA,NA,NA,"","","","4","E6-49_4"
"E6-50","E6","50",2023-06-28,"Matt",66,NA,NA,NA,NA,"","","","4","E6-50_4"
"E6-51","E6","51",2023-06-28,"Matt",122,NA,NA,NA,NA,"","","","4","E6-51_4"
"E6-52","E6","52",2023-06-28,"Matt",77,NA,NA,NA,NA,"","","","4","E6-52_4"
"E6-53","E6","53",2023-06-28,"Matt",94,NA,NA,NA,NA,"","","","4","E6-53_4"
"E6-54","E6","54",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-54_4"
"E6-55","E6","55",2023-06-28,"Matt",36,NA,NA,NA,NA,"","","","4","E6-55_4"
"E6-56","E6","56",2023-06-28,"Matt",67,NA,NA,NA,NA,"","","","4","E6-56_4"
"E6-57","E6","57",2023-06-28,"Matt",110,111,NA,NA,NA,"","","","4","E6-57_4"
"E6-58","E6","58",2023-06-28,"Matt",93.5,NA,NA,NA,NA,"","","","4","E6-58_4"
"E6-59","E6","59",2023-06-28,"Matt",120,NA,NA,NA,NA,"","","","4","E6-59_4"
"E6-60","E6","60",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-60_4"
"E6-61","E6","61",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-61_4"
"E6-62","E6","62",2023-06-28,"Matt",107,NA,NA,NA,NA,"","","","4","E6-62_4"
"E6-63","E6","63",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-63_4"
"E6-64","E6","64",2023-06-28,"Matt",67,NA,NA,NA,NA,"","","","4","E6-64_4"
"E6-65","E6","65",2023-06-28,"Matt",110,NA,NA,NA,NA,"","","","4","E6-65_4"
"E6-66","E6","66",2023-06-28,"Matt",95,NA,NA,NA,NA,"","","","4","E6-66_4"
"E6-67","E6","67",2023-06-28,"Matt",105,108,NA,NA,NA,"","","","4","E6-67_4"
"E6-68","E6","68",2023-06-28,"Matt",88,NA,NA,NA,NA,"","","","4","E6-68_4"
"E6-69","E6","69",2023-06-28,"Matt",126,NA,NA,NA,NA,"","","","4","E6-69_4"
"E6-70","E6","70",2023-06-28,"Matt",100,NA,NA,NA,NA,"","","","4","E6-70_4"
"E6-71","E6","71",2023-06-28,"Matt",97,NA,NA,NA,NA,"","","","4","E6-71_4"
"E6-72","E6","72",2023-06-28,"Matt",76,NA,NA,NA,NA,"","","","4","E6-72_4"
"E6-73","E6","73",2023-06-28,"Matt",118,NA,NA,NA,NA,"","","","4","E6-73_4"
"E6-74","E6","74",2023-06-28,"Matt",61,NA,NA,NA,NA,"","","","4","E6-74_4"
"E6-75","E6","75",2023-06-28,"Matt",91,NA,NA,NA,NA,"","","","4","E6-75_4"
"E6-76","E6","76",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-76_4"
"E6-77","E6","77",2023-06-28,"Matt",104,NA,NA,NA,NA,"","","","4","E6-77_4"
"E6-78","E6","78",2023-06-28,"Matt",87,NA,NA,NA,NA,"","","","4","E6-78_4"
"E6-79","E6","79",2023-06-28,"Matt",105,NA,NA,NA,NA,"","","","4","E6-79_4"
"E6-80","E6","80",2023-06-28,"Matt",110,NA,NA,NA,NA,"","","","4","E6-80_4"
"E6-81","E6","81",2023-06-28,"Matt",122,NA,NA,NA,NA,"","","","4","E6-81_4"
"E6-82","E6","82",2023-06-28,"Matt",118,NA,NA,NA,NA,"","","","4","E6-82_4"
"E6-83","E6","83",2023-06-28,"Matt",128,NA,NA,NA,NA,"","","","4","E6-83_4"
"E6-84","E6","84",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-84_4"
"E6-85","E6","85",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-85_4"
"E6-86","E6","86",2023-06-28,"Matt",112,NA,NA,NA,NA,"","","","4","E6-86_4"
"E6-87","E6","87",2023-06-28,"Matt",101,NA,NA,NA,NA,"","","","4","E6-87_4"
"E6-88","E6","88",2023-06-28,"Matt",93,NA,NA,NA,NA,"","","","4","E6-88_4"
"E6-89","E6","89",2023-06-28,"Matt",95,NA,NA,NA,NA,"","","","4","E6-89_4"
"E6-90","E6","90",2023-06-28,"Matt",91,NA,NA,NA,NA,"","","","4","E6-90_4"
"E6-91","E6","91",2023-06-28,"Matt",67,NA,NA,NA,NA,"","","","4","E6-91_4"
"E6-92","E6","92",2023-06-28,"Matt",84,NA,NA,NA,NA,"","","","4","E6-92_4"
"E6-93","E6","93",2023-06-28,"Matt",80,83,NA,NA,NA,"","","","4","E6-93_4"
"E6-94","E6","94",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-94_4"
"E6-95","E6","95",2023-06-28,"Matt",120,NA,NA,NA,NA,"","","","4","E6-95_4"
"E6-96","E6","96",2023-06-28,"Matt",98.5,NA,NA,NA,NA,"","","","4","E6-96_4"
"E6-97","E6","97",2023-06-28,"Matt",87,NA,NA,NA,NA,"","","","4","E6-97_4"
"E6-98","E6","98",2023-06-28,"Matt",89,NA,NA,NA,NA,"","","","4","E6-98_4"
"E6-99","E6","99",2023-06-28,"Matt",110,NA,NA,NA,NA,"","","","4","E6-99_4"
"E6-100","E6","100",2023-06-28,"Matt",110,NA,NA,NA,NA,"","","","4","E6-100_4"
"E6-101","E6","101",2023-06-28,"Matt",107,NA,NA,NA,NA,"","","","4","E6-101_4"
"E6-102","E6","102",2023-06-28,"Matt",114,NA,NA,NA,NA,"","","","4","E6-102_4"
"E6-103","E6","103",2023-06-28,"Matt",117,NA,NA,NA,NA,"","","","4","E6-103_4"
"E6-104","E6","104",2023-06-28,"Matt",105,NA,NA,NA,NA,"","","","4","E6-104_4"
"E6-105","E6","105",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-105_4"
"E6-106","E6","106",2023-06-28,"Matt",111,119,NA,NA,NA,"","","","4","E6-106_4"
"E6-107","E6","107",2023-06-28,"Matt",114,NA,NA,NA,NA,"","","","4","E6-107_4"
"E6-108","E6","108",2023-06-28,"Matt",109,NA,NA,NA,NA,"","","","4","E6-108_4"
"E6-109","E6","109",2023-06-28,"Matt",120,NA,NA,NA,NA,"","","","4","E6-109_4"
"E6-110","E6","110",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-110_4"
"E6-111","E6","111",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-111_4"
"E6-112","E6","112",2023-06-28,"Matt",125,NA,NA,NA,NA,"","","","4","E6-112_4"
"E6-113","E6","113",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-113_4"
"E6-114","E6","114",2023-06-28,"Matt",113,NA,NA,NA,NA,"","","","4","E6-114_4"
"E6-115","E6","115",2023-06-28,"Matt",120,NA,NA,NA,NA,"","","","4","E6-115_4"
"E6-116","E6","116",2023-06-28,"Matt",93,NA,NA,NA,NA,"","","","4","E6-116_4"
"E6-117","E6","117",2023-06-28,"Matt",96,NA,NA,NA,NA,"","","","4","E6-117_4"
"E6-118","E6","118",2023-06-28,"Matt",75,NA,NA,NA,NA,"","","","4","E6-118_4"
"E6-119","E6","119",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-119_4"
"E6-120","E6","120",2023-06-28,"Matt",113,NA,NA,NA,NA,"","","","4","E6-120_4"
"E6-121","E6","121",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-121_4"
"E6-122","E6","122",2023-06-28,"Matt",122,NA,NA,NA,NA,"","","","4","E6-122_4"
"E6-123","E6","123",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-123_4"
"E6-124","E6","124",2023-06-28,"Matt",94,NA,NA,NA,NA,"","","","4","E6-124_4"
"E6-125","E6","125",2023-06-28,"Matt",89,NA,NA,NA,NA,"","","","4","E6-125_4"
"E6-126","E6","126",2023-06-28,"Matt",91,NA,NA,NA,NA,"","","","4","E6-126_4"
"E6-127","E6","127",2023-06-28,"Matt",92,NA,NA,NA,NA,"","","","4","E6-127_4"
"E6-128","E6","128",2023-06-28,"Matt",113,NA,NA,NA,NA,"","","","4","E6-128_4"
"E6-129","E6","129",2023-06-28,"Matt",83,NA,NA,NA,NA,"","","","4","E6-129_4"
"E6-130","E6","130",2023-06-28,"Matt",140,NA,NA,NA,NA,"","","","4","E6-130_4"
"E6-131","E6","131",2023-06-28,"Matt",114,NA,NA,NA,NA,"","","","4","E6-131_4"
"E6-132","E6","132",2023-06-28,"Matt",135,NA,NA,NA,NA,"","","","4","E6-132_4"
"E6-133","E6","133",2023-06-28,"Matt",67,NA,NA,NA,NA,"","","","4","E6-133_4"
"E6-134","E6","134",2023-06-28,"Matt",55,NA,NA,NA,NA,"","","","4","E6-134_4"
"E6-135","E6","135",2023-06-28,"Matt",58,NA,NA,NA,NA,"","","","4","E6-135_4"
"E6-136","E6","136",2023-06-28,"Matt",116,NA,NA,NA,NA,"","","","4","E6-136_4"
"E6-137","E6","137",2023-06-28,"Matt",71,75,NA,NA,NA,"","","","4","E6-137_4"
"E6-138","E6","138",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-138_4"
"E6-139","E6","139",2023-06-28,"Matt",51,76.5,NA,NA,NA,"","","","4","E6-139_4"
"E6-140","E6","140",2023-06-28,"Matt",90,93,NA,NA,NA,"","","","4","E6-140_4"
"E6-141","E6","141",2023-06-28,"Matt",96,NA,NA,NA,NA,"","","","4","E6-141_4"
"E6-142","E6","142",2023-06-28,"Matt",75,NA,NA,NA,NA,"","","","4","E6-142_4"
"E6-143","E6","143",2023-06-28,"Matt",115,118,NA,NA,NA,"","","","4","E6-143_4"
"E6-144","E6","144",2023-06-28,"Matt",90,NA,NA,NA,NA,"","","","4","E6-144_4"
"E6-145","E6","145",2023-06-28,"Matt",86,NA,NA,NA,NA,"","","","4","E6-145_4"
"E6-146","E6","146",2023-06-28,"Matt",92,NA,NA,NA,NA,"","","","4","E6-146_4"
"E6-147","E6","147",2023-06-28,"Matt",93,NA,NA,NA,NA,"","","","4","E6-147_4"
"E6-148","E6","148",2023-06-28,"Matt",94,NA,NA,NA,NA,"","","","4","E6-148_4"
"E6-149","E6","149",2023-06-28,"Matt",79,NA,NA,NA,NA,"","","","4","E6-149_4"
"E6-150","E6","150",2023-06-28,"Matt",104,NA,NA,NA,NA,"","","","4","E6-150_4"
"E6-151","E6","151",2023-06-28,"Matt",94,NA,NA,NA,NA,"","","","4","E6-151_4"
"E6-152","E6","152",2023-06-28,"Matt",87,NA,NA,NA,NA,"","","","4","E6-152_4"
"E6-153","E6","153",2023-06-28,"Matt",112,121,103,NA,NA,"","","","4","E6-153_4"
"E6-154","E6","154",2023-06-28,"Matt",53,NA,NA,NA,NA,"","","","4","E6-154_4"
"E6-155","E6","155",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-155_4"
"E6-156","E6","156",2023-06-28,"Matt",125,NA,NA,NA,NA,"","","","4","E6-156_4"
"E6-157","E6","157",2023-06-28,"Matt",115,NA,NA,NA,NA,"","","","4","E6-157_4"
"E6-158","E6","158",2023-06-28,"Matt",105,NA,NA,NA,NA,"","","","4","E6-158_4"
"E6-159","E6","159",2023-06-28,"Matt",97,NA,NA,NA,NA,"","","","4","E6-159_4"
"E6-160","E6","160",2023-06-28,"Matt",102,NA,NA,NA,NA,"","","","4","E6-160_4"
"E6-161","E6","161",2023-06-28,"Matt",98,NA,NA,NA,NA,"","","","4","E6-161_4"
"E6-162","E6","162",2023-06-28,"Matt",87,NA,NA,NA,NA,"","","","4","E6-162_4"
"E6-163","E6","163",2023-06-28,"Matt",118,NA,NA,NA,NA,"","","","4","E6-163_4"
"E6-164","E6","164",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-164_4"
"E6-165","E6","165",2023-06-28,"Matt",104,NA,NA,NA,NA,"","","","4","E6-165_4"
"E6-166","E6","166",2023-06-28,"Matt",83,NA,NA,NA,NA,"","","","4","E6-166_4"
"E6-167","E6","167",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-167_4"
"E6-168","E6","168",2023-06-28,"Matt",61,NA,NA,NA,NA,"","","","4","E6-168_4"
"E6-169","E6","169",2023-06-28,"Matt",100,NA,NA,NA,NA,"","","","4","E6-169_4"
"E6-170","E6","170",2023-06-28,"Matt",80,NA,NA,NA,NA,"","","","4","E6-170_4"
"E6-171","E6","171",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-171_4"
"E6-172","E6","172",2023-06-28,"Matt",121,NA,NA,NA,NA,"","","","4","E6-172_4"
"E6-173","E6","173",2023-06-28,"Matt",96,NA,NA,NA,NA,"","","","4","E6-173_4"
"E6-174","E6","174",2023-06-28,"Matt",95,NA,NA,NA,NA,"","","","4","E6-174_4"
"E6-175","E6","175",2023-06-28,"Matt",130,NA,NA,NA,NA,"","","","4","E6-175_4"
"E6-176","E6","176",2023-06-28,"Matt",132,NA,NA,NA,NA,"","","","4","E6-176_4"
"E6-177","E6","177",2023-06-28,"Matt",97,NA,NA,NA,NA,"","","","4","E6-177_4"
"E6-178","E6","178",2023-06-28,"Matt",100,NA,NA,NA,NA,"","","","4","E6-178_4"
"E6-179","E6","179",2023-06-28,"Matt",100,NA,NA,NA,NA,"","","","4","E6-179_4"
"E6-180","E6","180",2023-06-28,"Matt",109,NA,NA,NA,NA,"","","","4","E6-180_4"
"E6-181","E6","181",2023-06-28,"Matt",88,NA,NA,NA,NA,"","","","4","E6-181_4"
"E6-182","E6","182",2023-06-28,"Matt",114,119,NA,NA,NA,"","","","4","E6-182_4"
"E6-183","E6","183",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-183_4"
"E6-184","E6","184",2023-06-28,"Matt",112,NA,NA,NA,NA,"","","","4","E6-184_4"
"E6-185","E6","185",2023-06-28,"Matt",107,NA,NA,NA,NA,"","","","4","E6-185_4"
"E6-186","E6","186",2023-06-28,"Matt",77,NA,NA,NA,NA,"","","","4","E6-186_4"
"E6-187","E6","187",2023-06-28,"Matt",90.5,NA,NA,NA,NA,"","","","4","E6-187_4"
"E6-188","E6","188",2023-06-28,"Matt",96,NA,NA,NA,NA,"","","","4","E6-188_4"
"E6-189","E6","189",2023-06-28,"Matt",120,125,121,NA,NA,"","","Y","4","E6-189_4"
"E6-190","E6","190",2023-06-28,"Matt",84,NA,NA,NA,NA,"","","","4","E6-190_4"
"E6-191","E6","191",2023-06-28,"Matt",85,NA,NA,NA,NA,"","","","4","E6-191_4"
"E6-192","E6","192",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-192_4"
"E6-193","E6","193",2023-06-28,"Matt",83,NA,NA,NA,NA,"","","","4","E6-193_4"
"E6-194","E6","194",2023-06-28,"Matt",NA,NA,NA,NA,NA,"","","","4","E6-194_4"
"E6-195","E6","195",2023-06-28,"Matt",65,NA,NA,NA,NA,"","","","4","E6-195_4"
"E6-196","E6","196",2023-06-28,"Matt",100,105,NA,NA,NA,"","","","4","E6-196_4"
"E6-197","E6","197",2023-06-28,"Matt",106,NA,NA,NA,NA,"","","","4","E6-197_4"
"E6-198","E6","198",2023-06-28,"Matt",107,NA,NA,NA,NA,"","","","4","E6-198_4"
"E6-199","E6","199",2023-06-28,"Matt",97,NA,NA,NA,NA,"","","","4","E6-199_4"
"E6-200","E6","200",2023-06-28,"Matt",102,NA,NA,NA,NA,"","","","4","E6-200_4"
"E9-1","E9","1",2023-06-28,"Emily",28,NA,NA,NA,NA,"","","","4","E9-1_4"
"E9-2","E9","2",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","Y","4","E9-2_4"
"E9-3","E9","3",2023-06-28,"Emily",38,NA,NA,NA,NA,"","","","4","E9-3_4"
"E9-4","E9","4",2023-06-28,"Emily",45,NA,NA,NA,NA,"","","","4","E9-4_4"
"E9-5","E9","5",2023-06-28,"Emily",53,NA,NA,NA,NA,"","","","4","E9-5_4"
"E9-6","E9","6",2023-06-28,"Emily",62,NA,NA,NA,NA,"","","","4","E9-6_4"
"E9-7","E9","7",2023-06-28,"Emily",62,NA,NA,NA,NA,"","","","4","E9-7_4"
"E9-8","E9","8",2023-06-28,"Emily",69,NA,NA,NA,NA,"","","","4","E9-8_4"
"E9-9","E9","9",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-9_4"
