"Ind","Block","Pos","Date","Measurer","Veg","Bud","Flr","Fert","Abt","M","S","N","X","round","ind_round"
"E4-151","E4","151",2021-06-22,"Logan/Diego",16,NA,NA,NA,NA,"",NA,"","","6","E4-151_6"
"E4-152","E4","152",2021-06-22,"Logan/Diego",8,NA,NA,NA,NA,"",NA,"","","6","E4-152_6"
"E4-153","E4","153",2021-06-22,"Logan/Diego",12,NA,NA,NA,NA,"",NA,"","","6","E4-153_6"
"E4-154","E4","154",2021-06-22,"Logan/Diego",29,NA,NA,NA,NA,"",NA,"","","6","E4-154_6"
"E4-155","E4","155",2021-06-22,"Logan/Diego",19,NA,NA,NA,NA,"",NA,"","","6","E4-155_6"
"E4-156","E4","156",2021-06-22,"Logan/Diego",15,NA,NA,NA,NA,"",NA,"","","6","E4-156_6"
"E4-157","E4","157",2021-06-22,"Logan/Diego",16,NA,NA,NA,NA,"",NA,"","","6","E4-157_6"
"E4-158","E4","158",2021-06-22,"Logan/Diego",17,NA,NA,NA,NA,"",NA,"","","6","E4-158_6"
"E4-159","E4","159",2021-06-22,"Logan/Diego",18,NA,NA,NA,NA,"",NA,"","","6","E4-159_6"
"E4-160","E4","160",2021-06-22,"Logan/Diego",29,NA,NA,NA,NA,"",NA,"","","6","E4-160_6"
"E4-161","E4","161",2021-06-22,"Logan/Diego",30,NA,NA,NA,NA,"",NA,"","","6","E4-161_6"
"E4-162","E4","162",2021-06-22,"Logan/Diego",17,NA,NA,NA,NA,"",NA,"","","6","E4-162_6"
"E4-163","E4","163",2021-06-22,"Logan/Diego",18,NA,NA,NA,NA,"",NA,"","","6","E4-163_6"
"E4-164","E4","164",2021-06-22,"Logan/Diego",23,NA,NA,NA,NA,"",NA,"","","6","E4-164_6"
"E4-165","E4","165",2021-06-22,"Logan/Diego",29,NA,NA,NA,NA,"",NA,"","","6","E4-165_6"
"E4-166","E4","166",2021-06-22,"Logan/Diego",17,NA,NA,NA,NA,"",NA,"","","6","E4-166_6"
"E4-167","E4","167",2021-06-22,"Logan/Diego",18,NA,NA,NA,NA,"",NA,"","","6","E4-167_6"
"E4-168","E4","168",2021-06-22,"Logan/Diego",17,NA,NA,NA,NA,"",NA,"","","6","E4-168_6"
"E4-169","E4","169",2021-06-22,"Logan/Diego",18,NA,NA,NA,NA,"",NA,"","","6","E4-169_6"
"E4-170","E4","170",2021-06-22,"Logan/Diego",19,NA,NA,NA,NA,"",NA,"","","6","E4-170_6"
"E4-171","E4","171",2021-06-22,"Logan/Diego",15,NA,NA,NA,NA,"",NA,"","","6","E4-171_6"
"E4-172","E4","172",2021-06-22,"Logan/Diego",14,NA,NA,NA,NA,"",NA,"","","6","E4-172_6"
"E4-173","E4","173",2021-06-22,"Logan/Diego",15,NA,NA,NA,NA,"",NA,"","","6","E4-173_6"
"E4-174","E4","174",2021-06-22,"Logan/Diego",22,NA,NA,NA,NA,"",NA,"","","6","E4-174_6"
"E4-175","E4","175",2021-06-22,"Logan/Diego",14,NA,NA,NA,NA,"",NA,"","","6","E4-175_6"
"E4-176","E4","176",2021-06-22,"Logan/Diego",25,NA,NA,NA,NA,"",NA,"","","6","E4-176_6"
"E4-177","E4","177",2021-06-22,"Logan/Diego",31,NA,NA,NA,NA,"",NA,"","","6","E4-177_6"
"E4-178","E4","178",2021-06-22,"Logan/Diego",25,NA,NA,NA,NA,"",NA,"","","6","E4-178_6"
"E4-179","E4","179",2021-06-22,"Logan/Diego",22,NA,NA,NA,NA,"",NA,"","","6","E4-179_6"
"E4-180","E4","180",2021-06-22,"Logan/Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E4-180_6"
"E4-181","E4","181",2021-06-22,"Logan/Diego",26,NA,NA,NA,NA,"",NA,"","","6","E4-181_6"
"E4-182","E4","182",2021-06-22,"Logan/Diego",19,NA,NA,NA,NA,"",NA,"","","6","E4-182_6"
"E4-183","E4","183",2021-06-22,"Logan/Diego",30,NA,NA,NA,NA,"",NA,"","","6","E4-183_6"
"E4-184","E4","184",2021-06-22,"Logan/Diego",19,NA,NA,NA,NA,"",NA,"","","6","E4-184_6"
"E4-185","E4","185",2021-06-22,"Logan/Diego",19.5,NA,NA,NA,NA,"",NA,"","","6","E4-185_6"
"E4-186","E4","186",2021-06-22,"Logan/Diego",12,NA,NA,NA,NA,"",NA,"","","6","E4-186_6"
"E4-187","E4","187",2021-06-22,"Logan/Diego",24,NA,NA,NA,NA,"",NA,"","","6","E4-187_6"
"E4-188","E4","188",2021-06-22,"Logan/Diego",19,NA,NA,NA,NA,"",NA,"","","6","E4-188_6"
"E4-189","E4","189",2021-06-22,"Logan/Diego",16,NA,NA,NA,NA,"",NA,"","","6","E4-189_6"
"E4-190","E4","190",2021-06-22,"Logan/Diego",12,NA,NA,NA,NA,"",NA,"","","6","E4-190_6"
"E4-191","E4","191",2021-06-22,"Logan/Diego",33,NA,NA,NA,NA,"",NA,"","","6","E4-191_6"
"E4-192","E4","192",2021-06-22,"Logan/Diego",28,NA,NA,NA,NA,"",NA,"","","6","E4-192_6"
"E4-193","E4","193",2021-06-22,"Logan/Diego",31,NA,NA,NA,NA,"",NA,"","","6","E4-193_6"
"E4-194","E4","194",2021-06-22,"Logan/Diego",30,NA,NA,NA,NA,"",NA,"","","6","E4-194_6"
"E4-195","E4","195",2021-06-22,"Logan/Diego",18,NA,NA,NA,NA,"",NA,"","","6","E4-195_6"
"E4-196","E4","196",2021-06-22,"Logan/Diego",19,NA,NA,NA,NA,"",NA,"","","6","E4-196_6"
"E4-197","E4","197",2021-06-22,"Logan/Diego",26,NA,NA,NA,NA,"",NA,"","","6","E4-197_6"
"E4-198","E4","198",2021-06-22,"Logan/Diego",22,NA,NA,NA,NA,"",NA,"","","6","E4-198_6"
"E4-199","E4","199",2021-06-22,"Logan/Diego",29,NA,NA,NA,NA,"",NA,"","","6","E4-199_6"
"E4-200","E4","200",2021-06-22,"Logan/Diego",25,NA,NA,NA,NA,"",NA,"","","6","E4-200_6"
"E5-1","E5","1",2021-06-22,"Diego",26,NA,NA,NA,NA,"",NA,"","","6","E5-1_6"
"E5-2","E5","2",2021-06-22,"Diego",27.5,NA,NA,NA,NA,"",NA,"","","6","E5-2_6"
"E5-3","E5","3",2021-06-22,"Diego",31,NA,NA,NA,NA,"",NA,"","","6","E5-3_6"
"E5-4","E5","4",2021-06-22,"Diego",25,NA,NA,NA,NA,"",NA,"","","6","E5-4_6"
"E5-5","E5","5",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-5_6"
"E5-6","E5","6",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-6_6"
"E5-7","E5","7",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-7_6"
"E5-8","E5","8",2021-06-22,"Diego",36,NA,NA,NA,NA,"",NA,"","","6","E5-8_6"
"E5-9","E5","9",2021-06-22,"Diego",26,NA,NA,NA,NA,"",NA,"","","6","E5-9_6"
"E5-10","E5","10",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-10_6"
"E5-11","E5","11",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-11_6"
"E5-12","E5","12",2021-06-22,"Diego",16,NA,NA,NA,NA,"",NA,"","","6","E5-12_6"
"E5-13","E5","13",2021-06-22,"Diego",28,NA,NA,NA,NA,"",NA,"","","6","E5-13_6"
"E5-14","E5","14",2021-06-22,"Diego",14,NA,NA,NA,NA,"",NA,"","","6","E5-14_6"
"E5-15","E5","15",2021-06-22,"Diego",18.5,NA,NA,NA,NA,"",NA,"","","6","E5-15_6"
"E5-16","E5","16",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-16_6"
"E5-17","E5","17",2021-06-22,"Diego",23,NA,NA,NA,NA,"",NA,"","","6","E5-17_6"
"E5-18","E5","18",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-18_6"
"E5-19","E5","19",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-19_6"
"E5-20","E5","20",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-20_6"
"E5-21","E5","21",2021-06-22,"Diego",18.5,NA,NA,NA,NA,"",NA,"","","6","E5-21_6"
"E5-22","E5","22",2021-06-22,"Diego",10,NA,NA,NA,NA,"",NA,"","","6","E5-22_6"
"E5-23","E5","23",2021-06-22,"Diego",16,NA,NA,NA,NA,"",NA,"","","6","E5-23_6"
"E5-24","E5","24",2021-06-22,"Diego",13,NA,NA,NA,NA,"",NA,"","","6","E5-24_6"
"E5-25","E5","25",2021-06-22,"Diego",25,NA,NA,NA,NA,"",NA,"","","6","E5-25_6"
"E5-26","E5","26",2021-06-22,"Diego",11,NA,NA,NA,NA,"",NA,"","","6","E5-26_6"
"E5-27","E5","27",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-27_6"
"E5-28","E5","28",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-28_6"
"E5-29","E5","29",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-29_6"
"E5-30","E5","30",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-30_6"
"E5-31","E5","31",2021-06-22,"Diego",28,NA,NA,NA,NA,"",NA,"","","6","E5-31_6"
"E5-32","E5","32",2021-06-22,"Diego",8,NA,NA,NA,NA,"",NA,"","","6","E5-32_6"
"E5-33","E5","33",2021-06-22,"Diego",14,NA,NA,NA,NA,"",NA,"","","6","E5-33_6"
"E5-34","E5","34",2021-06-22,"Diego",25,NA,NA,NA,NA,"",NA,"","","6","E5-34_6"
"E5-35","E5","35",2021-06-22,"Diego",26,NA,NA,NA,NA,"",NA,"","","6","E5-35_6"
"E5-36","E5","36",2021-06-22,"Diego",10,NA,NA,NA,NA,"",NA,"","","6","E5-36_6"
"E5-37","E5","37",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-37_6"
"E5-38","E5","38",2021-06-22,"Diego",20,NA,NA,NA,NA,"",NA,"","","6","E5-38_6"
"E5-39","E5","39",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-39_6"
"E5-40","E5","40",2021-06-22,"Diego",21,NA,NA,NA,NA,"",NA,"","","6","E5-40_6"
"E5-41","E5","41",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-41_6"
"E5-42","E5","42",2021-06-22,"Diego",28,NA,NA,NA,NA,"",NA,"","","6","E5-42_6"
"E5-43","E5","43",2021-06-22,"Diego",6,NA,NA,NA,NA,"",NA,"","","6","E5-43_6"
"E5-44","E5","44",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-44_6"
"E5-45","E5","45",2021-06-22,"Diego",6,NA,NA,NA,NA,"",NA,"","","6","E5-45_6"
"E5-46","E5","46",2021-06-22,"Diego",23,NA,NA,NA,NA,"",NA,"","","6","E5-46_6"
"E5-47","E5","47",2021-06-22,"Diego",26,NA,NA,NA,NA,"",NA,"","","6","E5-47_6"
"E5-48","E5","48",2021-06-22,"Diego",22,NA,NA,NA,NA,"",NA,"","","6","E5-48_6"
"E5-49","E5","49",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-49_6"
"E5-50","E5","50",2021-06-22,"Diego",20.5,NA,NA,NA,NA,"",NA,"","","6","E5-50_6"
"E5-51","E5","51",2021-06-22,"Diego",21,NA,NA,NA,NA,"",NA,"","","6","E5-51_6"
"E5-52","E5","52",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-52_6"
"E5-53","E5","53",2021-06-22,"Diego",6,NA,NA,NA,NA,"",NA,"","","6","E5-53_6"
"E5-54","E5","54",2021-06-22,"Diego",18.5,NA,NA,NA,NA,"",NA,"","","6","E5-54_6"
"E5-55","E5","55",2021-06-22,"Diego",11.5,NA,NA,NA,NA,"",NA,"","","6","E5-55_6"
"E5-56","E5","56",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-56_6"
"E5-57","E5","57",2021-06-22,"Diego",17.5,NA,NA,NA,NA,"",NA,"","","6","E5-57_6"
"E5-58","E5","58",2021-06-22,"Diego",9,NA,NA,NA,NA,"",NA,"","","6","E5-58_6"
"E5-59","E5","59",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-59_6"
"E5-60","E5","60",2021-06-22,"Diego",16.5,NA,NA,NA,NA,"",NA,"","","6","E5-60_6"
"E5-61","E5","61",2021-06-22,"Diego",32,NA,NA,NA,NA,"",NA,"","","6","E5-61_6"
"E5-62","E5","62",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-62_6"
"E5-63","E5","63",2021-06-22,"Diego",22.5,NA,NA,NA,NA,"",NA,"","","6","E5-63_6"
"E5-64","E5","64",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-64_6"
"E5-65","E5","65",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-65_6"
"E5-66","E5","66",2021-06-22,"Diego",34,NA,NA,NA,NA,"",NA,"","","6","E5-66_6"
"E5-67","E5","67",2021-06-22,"Diego",13,NA,NA,NA,NA,"",NA,"","","6","E5-67_6"
"E5-68","E5","68",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-68_6"
"E5-69","E5","69",2021-06-22,"Diego",30.5,NA,NA,NA,NA,"",NA,"","","6","E5-69_6"
"E5-70","E5","70",2021-06-22,"Diego",25,NA,NA,NA,NA,"",NA,"","","6","E5-70_6"
"E5-71","E5","71",2021-06-22,"Diego",29,NA,NA,NA,NA,"",NA,"","","6","E5-71_6"
"E5-72","E5","72",2021-06-22,"Diego",30,NA,NA,NA,NA,"",NA,"","","6","E5-72_6"
"E5-73","E5","73",2021-06-22,"Diego",30.5,NA,NA,NA,NA,"",NA,"","","6","E5-73_6"
"E5-74","E5","74",2021-06-22,"Diego",29,NA,NA,NA,NA,"",NA,"","","6","E5-74_6"
"E5-75","E5","75",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-75_6"
"E5-76","E5","76",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-76_6"
"E5-77","E5","77",2021-06-22,"Diego",29,NA,NA,NA,NA,"",NA,"","","6","E5-77_6"
"E5-78","E5","78",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-78_6"
"E5-79","E5","79",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-79_6"
"E5-80","E5","80",2021-06-22,"Diego",25,NA,NA,NA,NA,"",NA,"","","6","E5-80_6"
"E5-81","E5","81",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-81_6"
"E5-82","E5","82",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-82_6"
"E5-83","E5","83",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-83_6"
"E5-84","E5","84",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-84_6"
"E5-85","E5","85",2021-06-22,"Diego",30.5,NA,NA,NA,NA,"",NA,"","","6","E5-85_6"
"E5-86","E5","86",2021-06-22,"Diego",22,NA,NA,NA,NA,"",NA,"","","6","E5-86_6"
"E5-87","E5","87",2021-06-22,"Diego",30,NA,NA,NA,NA,"",NA,"","","6","E5-87_6"
"E5-88","E5","88",2021-06-22,"Diego",30,NA,NA,NA,NA,"",NA,"","","6","E5-88_6"
"E5-89","E5","89",2021-06-22,"Diego",23,NA,NA,NA,NA,"",NA,"","","6","E5-89_6"
"E5-90","E5","90",2021-06-22,"Diego",21.5,NA,NA,NA,NA,"",NA,"","","6","E5-90_6"
"E5-91","E5","91",2021-06-22,"Diego",42,NA,NA,NA,NA,"",NA,"","","6","E5-91_6"
"E5-92","E5","92",2021-06-22,"Diego",29,NA,NA,NA,NA,"",NA,"","","6","E5-92_6"
"E5-93","E5","93",2021-06-22,"Diego",20.5,NA,NA,NA,NA,"",NA,"","","6","E5-93_6"
"E5-94","E5","94",2021-06-22,"Diego",19.5,NA,NA,NA,NA,"",NA,"","","6","E5-94_6"
"E5-95","E5","95",2021-06-22,"Diego",28,NA,NA,NA,NA,"",NA,"","","6","E5-95_6"
"E5-96","E5","96",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-96_6"
"E5-97","E5","97",2021-06-22,"Diego",20,NA,NA,NA,NA,"",NA,"","","6","E5-97_6"
"E5-98","E5","98",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-98_6"
"E5-99","E5","99",2021-06-22,"Diego",30,NA,NA,NA,NA,"",NA,"","","6","E5-99_6"
"E5-100","E5","100",2021-06-22,"Diego",28,NA,NA,NA,NA,"",NA,"","","6","E5-100_6"
"E5-101","E5","101",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-101_6"
"E5-102","E5","102",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-102_6"
"E5-103","E5","103",2021-06-22,"Diego",26,NA,NA,NA,NA,"",NA,"","","6","E5-103_6"
"E5-104","E5","104",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-104_6"
"E5-105","E5","105",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-105_6"
"E5-106","E5","106",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-106_6"
"E5-107","E5","107",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-107_6"
"E5-108","E5","108",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-108_6"
"E5-109","E5","109",2021-06-22,"Diego",31,NA,NA,NA,NA,"",NA,"","","6","E5-109_6"
"E5-110","E5","110",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-110_6"
"E5-111","E5","111",2021-06-22,"Diego",36,NA,NA,NA,NA,"",NA,"","","6","E5-111_6"
"E5-112","E5","112",2021-06-22,"Diego",37,NA,NA,NA,NA,"",NA,"","","6","E5-112_6"
"E5-113","E5","113",2021-06-22,"Diego",31,NA,NA,NA,NA,"",NA,"","","6","E5-113_6"
"E5-114","E5","114",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-114_6"
"E5-115","E5","115",2021-06-22,"Diego",43,NA,NA,NA,NA,"",NA,"","","6","E5-115_6"
"E5-116","E5","116",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-116_6"
"E5-117","E5","117",2021-06-22,"Diego",25,NA,NA,NA,NA,"",NA,"","","6","E5-117_6"
"E5-118","E5","118",2021-06-22,"Diego",14,NA,NA,NA,NA,"",NA,"","","6","E5-118_6"
"E5-119","E5","119",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-119_6"
"E5-120","E5","120",2021-06-22,"Diego",22,NA,NA,NA,NA,"",NA,"","","6","E5-120_6"
"E5-121","E5","121",2021-06-22,"Diego",14,NA,NA,NA,NA,"",NA,"","","6","E5-121_6"
"E5-122","E5","122",2021-06-22,"Diego",33,NA,NA,NA,NA,"",NA,"","","6","E5-122_6"
"E5-123","E5","123",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-123_6"
"E5-124","E5","124",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-124_6"
"E5-125","E5","125",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-125_6"
"E5-126","E5","126",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-126_6"
"E5-127","E5","127",2021-06-22,"Diego",22,NA,NA,NA,NA,"",NA,"","","6","E5-127_6"
"E5-128","E5","128",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-128_6"
"E5-129","E5","129",2021-06-22,"Diego",13,NA,NA,NA,NA,"",NA,"","","6","E5-129_6"
"E5-130","E5","130",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-130_6"
"E5-131","E5","131",2021-06-22,"Diego",27,NA,NA,NA,NA,"",NA,"","","6","E5-131_6"
"E5-132","E5","132",2021-06-22,"Diego",12,NA,NA,NA,NA,"",NA,"","","6","E5-132_6"
"E5-133","E5","133",2021-06-22,"Diego",5,NA,NA,NA,NA,"",NA,"","","6","E5-133_6"
"E5-134","E5","134",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-134_6"
"E5-135","E5","135",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-135_6"
"E5-136","E5","136",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-136_6"
"E5-137","E5","137",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-137_6"
"E5-138","E5","138",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-138_6"
"E5-139","E5","139",2021-06-22,"Diego",16,NA,NA,NA,NA,"",NA,"","","6","E5-139_6"
"E5-140","E5","140",2021-06-22,"Diego",35,NA,NA,NA,NA,"",NA,"","","6","E5-140_6"
"E5-141","E5","141",2021-06-22,"Diego",13,NA,NA,NA,NA,"",NA,"","","6","E5-141_6"
"E5-142","E5","142",2021-06-22,"Diego",26,NA,NA,NA,NA,"",NA,"","","6","E5-142_6"
"E5-143","E5","143",2021-06-22,"Diego",21,NA,NA,NA,NA,"",NA,"","","6","E5-143_6"
"E5-144","E5","144",2021-06-22,"Diego",10,NA,NA,NA,NA,"",NA,"","","6","E5-144_6"
"E5-145","E5","145",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-145_6"
"E5-146","E5","146",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-146_6"
"E5-147","E5","147",2021-06-22,"Diego",29.5,NA,NA,NA,NA,"",NA,"","","6","E5-147_6"
"E5-148","E5","148",2021-06-22,"Diego",14,NA,NA,NA,NA,"",NA,"","","6","E5-148_6"
"E5-149","E5","149",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-149_6"
"E5-150","E5","150",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-150_6"
"E5-151","E5","151",2021-06-22,"Diego",11,NA,NA,NA,NA,"",NA,"","","6","E5-151_6"
"E5-152","E5","152",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-152_6"
"E5-153","E5","153",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-153_6"
"E5-154","E5","154",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-154_6"
"E5-155","E5","155",2021-06-22,"Diego",14.5,NA,NA,NA,NA,"",NA,"","","6","E5-155_6"
"E5-156","E5","156",2021-06-22,"Diego",18.5,NA,NA,NA,NA,"",NA,"","","6","E5-156_6"
"E5-157","E5","157",2021-06-22,"Diego",12,NA,NA,NA,NA,"",NA,"","","6","E5-157_6"
"E5-158","E5","158",2021-06-22,"Diego",19.5,NA,NA,NA,NA,"",NA,"","","6","E5-158_6"
"E5-159","E5","159",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-159_6"
"E5-160","E5","160",2021-06-22,"Diego",11,NA,NA,NA,NA,"",NA,"","","6","E5-160_6"
"E5-161","E5","161",2021-06-22,"Diego",15.5,NA,NA,NA,NA,"",NA,"","","6","E5-161_6"
"E5-162","E5","162",2021-06-22,"Diego",13,NA,NA,NA,NA,"",NA,"","","6","E5-162_6"
"E5-163","E5","163",2021-06-22,"Diego",29,NA,NA,NA,NA,"",NA,"","","6","E5-163_6"
"E5-164","E5","164",2021-06-22,"Diego",16,NA,NA,NA,NA,"",NA,"","","6","E5-164_6"
"E5-165","E5","165",2021-06-22,"Diego",19.5,NA,NA,NA,NA,"",NA,"","","6","E5-165_6"
"E5-166","E5","166",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-166_6"
"E5-167","E5","167",2021-06-22,"Diego",21,NA,NA,NA,NA,"",NA,"","","6","E5-167_6"
"E5-168","E5","168",2021-06-22,"Diego",10,NA,NA,NA,NA,"",NA,"","","6","E5-168_6"
"E5-169","E5","169",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-169_6"
"E5-170","E5","170",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-170_6"
"E5-171","E5","171",2021-06-22,"Diego",13.5,NA,NA,NA,NA,"",NA,"","","6","E5-171_6"
"E5-172","E5","172",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-172_6"
"E5-173","E5","173",2021-06-22,"Diego",8,NA,NA,NA,NA,"",NA,"","","6","E5-173_6"
"E5-174","E5","174",2021-06-22,"Diego",9,NA,NA,NA,NA,"",NA,"","","6","E5-174_6"
"E5-175","E5","175",2021-06-22,"Diego",9,NA,NA,NA,NA,"",NA,"","","6","E5-175_6"
"E5-176","E5","176",2021-06-22,"Diego",11,NA,NA,NA,NA,"",NA,"","","6","E5-176_6"
"E5-177","E5","177",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-177_6"
"E5-178","E5","178",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-178_6"
"E5-179","E5","179",2021-06-22,"Diego",17,NA,NA,NA,NA,"",NA,"","","6","E5-179_6"
"E5-180","E5","180",2021-06-22,"Diego",27.5,NA,NA,NA,NA,"",NA,"","","6","E5-180_6"
"E5-181","E5","181",2021-06-22,"Diego",19,NA,NA,NA,NA,"",NA,"","","6","E5-181_6"
"E5-182","E5","182",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-182_6"
"E5-183","E5","183",2021-06-22,"Diego",25.5,NA,NA,NA,NA,"",NA,"","","6","E5-183_6"
"E5-184","E5","184",2021-06-22,"Diego",12,NA,NA,NA,NA,"",NA,"","","6","E5-184_6"
"E5-185","E5","185",2021-06-22,"Diego",8,NA,NA,NA,NA,"",NA,"","","6","E5-185_6"
"E5-186","E5","186",2021-06-22,"Diego",21,NA,NA,NA,NA,"",NA,"","","6","E5-186_6"
"E5-187","E5","187",2021-06-22,"Diego",12.5,NA,NA,NA,NA,"",NA,"","","6","E5-187_6"
"E5-188","E5","188",2021-06-22,"Diego",14.5,NA,NA,NA,NA,"",NA,"","","6","E5-188_6"
"E5-189","E5","189",2021-06-22,"Diego",31,NA,NA,NA,NA,"",NA,"","","6","E5-189_6"
"E5-190","E5","190",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-190_6"
"E5-191","E5","191",2021-06-22,"Diego",24,NA,NA,NA,NA,"",NA,"","","6","E5-191_6"
"E5-192","E5","192",2021-06-22,"Diego",12,NA,NA,NA,NA,"",NA,"","","6","E5-192_6"
"E5-193","E5","193",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-193_6"
"E5-194","E5","194",2021-06-22,"Diego",15,NA,NA,NA,NA,"",NA,"","","6","E5-194_6"
"E5-195","E5","195",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-195_6"
"E5-196","E5","196",2021-06-22,"Diego",NA,NA,NA,NA,NA,"",NA,"","","6","E5-196_6"
"E5-197","E5","197",2021-06-22,"Diego",18,NA,NA,NA,NA,"",NA,"","","6","E5-197_6"
"E5-198","E5","198",2021-06-22,"Diego",7,NA,NA,NA,NA,"",NA,"","","6","E5-198_6"
