Block,Pos,Date,Weight (g),Measured_by,Entered_by,Missing,Notes
E4,117,2023-04-27,36.29,Gabrielle Janfield,Gabrielle Janfield,,
E4,118,2023-04-27,45.18,Gabrielle Janfield,Gabrielle Janfield,,
E4,119,2023-04-27,33.64,Gabrielle Janfield,Gabrielle Janfield,,
E4,120,2023-04-27,44.86,Gabrielle Janfield,Gabrielle Janfield,,
E4,121,2023-04-27,49.49,Gabrielle Janfield,Gabrielle Janfield,,
E4,122,2023-04-27,33.03,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,123,2023-04-27,33.61,Gabrielle Janfield,Gabrielle Janfield,,
E4,124,2023-04-27,41.27,Gabrielle Janfield,Gabrielle Janfield,,
E4,125,2023-04-27,34.76,Gabrielle Janfield,Gabrielle Janfield,,
E4,126,2023-04-27,55.13,Gabrielle Janfield,Gabrielle Janfield,,
E4,127,2023-04-27,39.96,Gabrielle Janfield,Gabrielle Janfield,,
E4,128,2023-04-27,70.42,Gabrielle Janfield,Gabrielle Janfield,,
E4,129,2023-04-27,37.56,Gabrielle Janfield,Gabrielle Janfield,,
E4,130,2023-04-27,33.20,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,131,2023-04-27,52.52,Gabrielle Janfield,Gabrielle Janfield,,
E4,132,2023-04-27,45.31,Gabrielle Janfield,Gabrielle Janfield,,
E4,133,2023-04-27,33.03,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,134,2023-04-27,39.06,Gabrielle Janfield,Gabrielle Janfield,,
E4,135,2023-04-27,40.40,Gabrielle Janfield,Gabrielle Janfield,,
E4,136,2023-04-27,51.53,Gabrielle Janfield,Gabrielle Janfield,,
E4,137,2023-04-27,32.55,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,138,2023-04-27,42.75,Gabrielle Janfield,Gabrielle Janfield,,
E4,139,2023-04-27,35.92,Gabrielle Janfield,Gabrielle Janfield,,
E4,140,2023-04-27,69.24,Gabrielle Janfield,Gabrielle Janfield,,
E4,141,2023-04-27,37.97,Gabrielle Janfield,Gabrielle Janfield,,
E4,142,2023-04-27,39.35,Gabrielle Janfield,Gabrielle Janfield,,
E4,143,2023-04-27,62.75,Gabrielle Janfield,Gabrielle Janfield,,
E4,144,2023-04-27,33.29,Gabrielle Janfield,Gabrielle Janfield,,
E4,145,2023-04-27,32.05,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,146,2023-04-27,38.68,Gabrielle Janfield,Gabrielle Janfield,,
E4,147,2023-04-27,38.03,Gabrielle Janfield,Gabrielle Janfield,,
E4,148,2023-04-27,52.93,Gabrielle Janfield,Gabrielle Janfield,,
E4,149,2023-04-27,37.41,Gabrielle Janfield,Gabrielle Janfield,,
E4,150,2023-04-27,36.48,Gabrielle Janfield,Gabrielle Janfield,,
E4,151,2023-04-27,41.44,Gabrielle Janfield,Gabrielle Janfield,,
E4,152,2023-04-27,38.24,Gabrielle Janfield,Gabrielle Janfield,,
E4,153,2023-04-27,33.99,Gabrielle Janfield,Gabrielle Janfield,,
E4,154,2023-04-27,40.78,Gabrielle Janfield,Gabrielle Janfield,,
E4,155,2023-04-27,33.02,Gabrielle Janfield,Gabrielle Janfield,1,"no fruits, ""missing"" on bag"
E4,156,2023-04-27,32.77,Gabrielle Janfield,Gabrielle Janfield,1,"no fruits, ""missing"" on bag"
E4,157,2023-04-27,35.51,Gabrielle Janfield,Gabrielle Janfield,,
E4,158,2023-04-27,63.71,Gabrielle Janfield,Gabrielle Janfield,,
E4,159,2023-04-27,33.13,Gabrielle Janfield,Gabrielle Janfield,,"""tiny fruit"" on bag"
E4,160,2023-04-27,41.06,Gabrielle Janfield,Gabrielle Janfield,,
E4,161,2023-04-27,40.66,Gabrielle Janfield,Gabrielle Janfield,,
E4,162,2023-04-27,39.31,Gabrielle Janfield,Gabrielle Janfield,,
E4,163,2023-04-27,37.77,Gabrielle Janfield,Gabrielle Janfield,,
E4,164,2023-04-27,35.84,Gabrielle Janfield,Gabrielle Janfield,,
E4,165,2023-04-27,39.67,Gabrielle Janfield,Gabrielle Janfield,,
E4,166,2023-04-27,45.43,Gabrielle Janfield,Gabrielle Janfield,,
E4,167,2023-04-27,37.63,Gabrielle Janfield,Gabrielle Janfield,,
E4,168,2023-04-27,38.01,Gabrielle Janfield,Gabrielle Janfield,,
E4,169,2023-04-27,40.24,Gabrielle Janfield,Gabrielle Janfield,,
E4,170,2023-04-27,54.84,Gabrielle Janfield,Gabrielle Janfield,,
E4,171,2023-04-27,38.93,Gabrielle Janfield,Gabrielle Janfield,,
E4,172,2023-04-27,33.55,Gabrielle Janfield,Gabrielle Janfield,,
E4,173,2023-04-27,43.75,Gabrielle Janfield,Gabrielle Janfield,,
E4,174,2023-04-27,38.10,Gabrielle Janfield,Gabrielle Janfield,,
E4,175,2023-04-27,91.64,Gabrielle Janfield,Gabrielle Janfield,,
E4,176,2023-04-27,34.08,Gabrielle Janfield,Gabrielle Janfield,,
E4,177,2023-04-27,48.25,Gabrielle Janfield,Gabrielle Janfield,,
E4,178,2023-04-27,34.85,Gabrielle Janfield,Gabrielle Janfield,,
E4,179,2023-04-27,39.58,Gabrielle Janfield,Gabrielle Janfield,,
E4,180,2023-04-27,33.01,Gabrielle Janfield,Gabrielle Janfield,1,"no fruits, ""missing"" on bag"
E4,181,2023-04-27,48.78,Gabrielle Janfield,Gabrielle Janfield,,"""pollinator bag"" on bag"
E4,182,2023-04-27,35.42,Gabrielle Janfield,Gabrielle Janfield,,"""pollinator bag"" on bag"
E4,183,2023-04-27,56.48,Gabrielle Janfield,Gabrielle Janfield,,
E4,184,2023-04-27,40.56,Gabrielle Janfield,Gabrielle Janfield,,
E4,185,2023-04-27,59.20,Gabrielle Janfield,Gabrielle Janfield,,
E4,186,2023-04-27,33.09,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,187,2023-04-27,50.64,Gabrielle Janfield,Gabrielle Janfield,,
E4,188,2023-04-27,70.72,Gabrielle Janfield,Gabrielle Janfield,,
E4,189,2023-04-27,33.57,Gabrielle Janfield,Gabrielle Janfield,,
E4,190,2023-04-27,37.09,Gabrielle Janfield,Gabrielle Janfield,,
E4,191,2023-04-27,40.37,Gabrielle Janfield,Gabrielle Janfield,,
E4,192,2023-04-27,37.84,Gabrielle Janfield,Gabrielle Janfield,,
E4,193,2023-04-27,41.20,Gabrielle Janfield,Gabrielle Janfield,,
E4,194,2023-04-27,51.20,Gabrielle Janfield,Gabrielle Janfield,,
E4,195,2023-04-27,40.20,Gabrielle Janfield,Gabrielle Janfield,,
E4,196,2023-04-27,57.15,Gabrielle Janfield,Gabrielle Janfield,,"""pollinator bag"""
E4,197,2023-04-27,39.37,Gabrielle Janfield,Gabrielle Janfield,,
E4,198,2023-04-27,32.57,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"""
E4,199,2023-04-27,49.89,Gabrielle Janfield,Gabrielle Janfield,,
E4,200,2023-04-27,50.46,Gabrielle Janfield,Gabrielle Janfield,,
E4,201,2023-04-27,32.41,Gabrielle Janfield,Gabrielle Janfield,1,"""no fruits"", empty bag: 32.41g"
E5,1,2023-04-10,44.85,Vivian Nguyen,Gabrielle Janfield,,
E5,2,,36.07,Vivian Nguyen,Gabrielle Janfield,,
E5,3,2023-04-10,36.67,Vivian Nguyen,Gabrielle Janfield,,
E5,4,2023-04-10,35.27,Vivian Nguyen,Gabrielle Janfield,,
E5,5,2023-04-10,35.76,Vivian Nguyen,Gabrielle Janfield,,
E5,6,2023-04-10,50.65,Vivian Nguyen,Gabrielle Janfield,,
E5,7,2023-04-10,31.78,Vivian Nguyen,Gabrielle Janfield,1,
E5,8,2023-04-10,43.63,Vivian Nguyen,Gabrielle Janfield,,
E5,9,2023-04-10,43.56,Vivian Nguyen,Gabrielle Janfield,,
E5,10,2023-04-10,39.19,Vivian Nguyen,Gabrielle Janfield,,
E5,11,2023-04-10,44.43,Vivian Nguyen,Gabrielle Janfield,,
E5,12,2023-04-10,37.95,Vivian Nguyen,Gabrielle Janfield,,
E5,13,2023-04-10,42.34,Vivian Nguyen,Gabrielle Janfield,,
E5,14,2023-04-10,31.99,Vivian Nguyen,Gabrielle Janfield,,
E5,15,2023-04-10,36.38,Vivian Nguyen,Gabrielle Janfield,,
E5,16,2023-04-10,34.30,Vivian Nguyen,Gabrielle Janfield,,
E5,17,2023-04-10,40.56,Vivian Nguyen,Gabrielle Janfield,,
E5,18,2023-04-10,32.98,Vivian Nguyen,Gabrielle Janfield,,
E5,19,2023-04-10,43.47,Vivian Nguyen,Gabrielle Janfield,,
E5,20,2023-04-10,33.59,Vivian Nguyen,Gabrielle Janfield,,
E5,21,2023-04-10,51.36,Vivian Nguyen,Gabrielle Janfield,,
E5,22,2023-04-10,32.83,Vivian Nguyen,Gabrielle Janfield,,
E5,23,2023-04-10,37.83,Vivian Nguyen,Gabrielle Janfield,,
E5,24,2023-04-10,34.95,Vivian Nguyen,Gabrielle Janfield,,
E5,25,2023-04-10,33.95,Vivian Nguyen,Gabrielle Janfield,,
E5,26,2023-04-10,35.20,Vivian Nguyen,Gabrielle Janfield,,
E5,27,2023-04-10,36.06,Vivian Nguyen,Gabrielle Janfield,,
E5,28,2023-04-10,42.52,Vivian Nguyen,Gabrielle Janfield,,
E5,29,2023-04-10,34.25,Vivian Nguyen,Gabrielle Janfield,,
E5,30,2023-04-10,31.83,Vivian Nguyen,Gabrielle Janfield,1,
E5,31,2023-04-10,40.18,Vivian Nguyen,Gabrielle Janfield,,
E5,32,2023-04-10,31.57,Vivian Nguyen,Gabrielle Janfield,1,
E5,33,2023-04-10,38.65,Vivian Nguyen,Gabrielle Janfield,,
E5,34,2023-04-10,39.57,Vivian Nguyen,Gabrielle Janfield,,
E5,35,2023-04-10,40.91,Vivian Nguyen,Gabrielle Janfield,,
E5,36,2023-04-10,34.65,Vivian Nguyen,Gabrielle Janfield,,
E5,37,2023-04-10,36.20,Vivian Nguyen,Gabrielle Janfield,,
E5,38,2023-04-10,32.54,Vivian Nguyen,Gabrielle Janfield,,
E5,39,2023-04-10,41.69,Vivian Nguyen,Gabrielle Janfield,,
E5,40,2023-04-10,37.73,Vivian Nguyen,Gabrielle Janfield,,
E5,41,2023-04-10,34.07,Vivian Nguyen,Gabrielle Janfield,,
E5,42,2023-04-10,33.54,Vivian Nguyen,Gabrielle Janfield,,
E5,43,2023-04-10,31.85,Vivian Nguyen,Gabrielle Janfield,1,
E5,44,2023-04-10,33.85,Vivian Nguyen,Gabrielle Janfield,,
E5,45,2023-04-10,33.03,Vivian Nguyen,Gabrielle Janfield,,
E5,46,2023-04-10,51.10,Vivian Nguyen,Gabrielle Janfield,,
E5,47,2023-04-10,32.54,Vivian Nguyen,Gabrielle Janfield,1,"""NF"""
E5,48,2023-04-10,47.69,Vivian Nguyen,Gabrielle Janfield,,
E5,49,2023-04-10,32.75,Vivian Nguyen,Gabrielle Janfield,1,"NF, empty bag E5 1-50 = 32.67g"
E5,50,2023-04-10,36.16,Vivian Nguyen,Gabrielle Janfield,,
E5,51,2023-04-10,46.10,Vivian Nguyen,Gabrielle Janfield,,
E5,52,2023-04-10,47.02,Vivian Nguyen,Gabrielle Janfield,,
E5,53,2023-04-10,32.46,Vivian Nguyen,Gabrielle Janfield,1,
E5,54,2023-04-10,34.84,Vivian Nguyen,Gabrielle Janfield,,
E5,55,2023-04-10,32.99,Vivian Nguyen,Gabrielle Janfield,,
E5,56,2023-04-10,44.36,Vivian Nguyen,Gabrielle Janfield,,
E5,57,2023-04-10,38.79,Vivian Nguyen,Gabrielle Janfield,,
E5,58,2023-04-10,32.36,Vivian Nguyen,Gabrielle Janfield,1,
E5,59,2023-04-10,36.32,Vivian Nguyen,Gabrielle Janfield,,
E5,60,2023-04-10,37.35,Vivian Nguyen,Gabrielle Janfield,,
E5,61,2023-04-10,42.76,Vivian Nguyen,Gabrielle Janfield,,
E5,62,2023-04-10,34.60,Vivian Nguyen,Gabrielle Janfield,,
E5,63,2023-04-10,34.13,Vivian Nguyen,Gabrielle Janfield,,
E5,64,2023-04-10,39.66,Vivian Nguyen,Gabrielle Janfield,,
E5,65,2023-04-10,31.93,Vivian Nguyen,Gabrielle Janfield,1,
E5,66,2023-04-10,32.43,Vivian Nguyen,Gabrielle Janfield,1,
E5,67,2023-04-10,32.18,Vivian Nguyen,Gabrielle Janfield,1,
E5,68,2023-04-10,33.32,Vivian Nguyen,Gabrielle Janfield,,
E5,69,2023-04-10,43.77,Vivian Nguyen,Gabrielle Janfield,,
E5,70,2023-04-10,32.43,Vivian Nguyen,Gabrielle Janfield,,
E5,71,2023-04-10,52.93,Vivian Nguyen,Gabrielle Janfield,,
E5,72,2023-04-10,37.14,Vivian Nguyen,Gabrielle Janfield,,
E5,73,2023-04-10,39.45,Vivian Nguyen,Gabrielle Janfield,,
E5,74,2023-04-10,32.77,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,75,2023-04-10,46.92,Vivian Nguyen,Gabrielle Janfield,,
E5,76,2023-04-10,38.86,Vivian Nguyen,Gabrielle Janfield,,
E5,77,2023-04-10,37.02,Vivian Nguyen,Gabrielle Janfield,,
E5,78,2023-04-10,32.34,Vivian Nguyen,Gabrielle Janfield,1,
E5,79,2023-04-10,34.02,Vivian Nguyen,Gabrielle Janfield,,
E5,80,2023-04-10,34.50,Vivian Nguyen,Gabrielle Janfield,,
E5,81,2023-04-10,32.29,Vivian Nguyen,Gabrielle Janfield,1,
E5,82,2023-04-10,33.14,Vivian Nguyen,Gabrielle Janfield,,
E5,83,2023-04-10,31.73,Vivian Nguyen,Gabrielle Janfield,1,
E5,84,2023-04-10,31.95,Vivian Nguyen,Gabrielle Janfield,1,
E5,85,2023-04-10,36.06,Vivian Nguyen,Gabrielle Janfield,,
E5,86,2023-04-10,35.27,Vivian Nguyen,Gabrielle Janfield,,
E5,87,2023-04-10,32.91,Vivian Nguyen,Gabrielle Janfield,,
E5,88,2023-04-10,38.83,Vivian Nguyen,Gabrielle Janfield,,
E5,89,2023-04-10,32.25,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,90,2023-04-10,31.43,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,91,2023-04-10,44.21,Vivian Nguyen,Gabrielle Janfield,,
E5,92,2023-04-10,36.12,Vivian Nguyen,Gabrielle Janfield,,
E5,93,2023-04-10,35.97,Vivian Nguyen,Gabrielle Janfield,,
E5,94,2023-04-10,39.01,Vivian Nguyen,Gabrielle Janfield,,
E5,95,2023-04-10,32.06,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,96,2023-04-10,32.52,Vivian Nguyen,Gabrielle Janfield,,
E5,97,2023-04-10,34.27,Vivian Nguyen,Gabrielle Janfield,,
E5,98,2023-04-10,46.83,Vivian Nguyen,Gabrielle Janfield,,
E5,99,2023-04-10,59.53,Vivian Nguyen,Gabrielle Janfield,,
E5,100,2023-04-10,61.24,Vivian Nguyen,Gabrielle Janfield,,E5 51-100 empty bag + debris = 34.02g
E5,101,2023-04-10,54.62,Vivian Nguyen,Gabrielle Janfield,,
E5,102,2023-04-10,32.77,Vivian Nguyen,Gabrielle Janfield,,
E5,103,2023-04-10,76.37,Vivian Nguyen,Gabrielle Janfield,,
E5,104,2023-04-10,31.60,Vivian Nguyen,Gabrielle Janfield,1,
E5,105,2023-04-10,40.77,Vivian Nguyen,Gabrielle Janfield,,
E5,106,2023-04-10,32.33,Vivian Nguyen,Gabrielle Janfield,1,
E5,107,2023-04-10,33.98,Vivian Nguyen,Gabrielle Janfield,,
E5,108,2023-04-10,32.15,Vivian Nguyen,Gabrielle Janfield,1,
E5,109,2023-04-10,41.04,Vivian Nguyen,Gabrielle Janfield,,
E5,110,2023-04-10,32.04,Vivian Nguyen,Gabrielle Janfield,1,
E5,111,2023-04-10,63.48,Vivian Nguyen,Gabrielle Janfield,,
E5,112,2023-04-10,32.24,Vivian Nguyen,Gabrielle Janfield,,
E5,113,2023-04-10,47.99,Vivian Nguyen,Gabrielle Janfield,,
E5,114,2023-04-10,32.65,Vivian Nguyen,Gabrielle Janfield,,
E5,115,2023-04-10,47.26,Vivian Nguyen,Gabrielle Janfield,,
E5,116,2023-04-10,37.14,Vivian Nguyen,Gabrielle Janfield,,
E5,117,2023-04-10,34.37,Vivian Nguyen,Gabrielle Janfield,,
E5,118,2023-04-10,54.65,Vivian Nguyen,Gabrielle Janfield,,
E5,119,2023-04-10,32.04,Vivian Nguyen,Gabrielle Janfield,,
E5,120,2023-04-10,38.17,Vivian Nguyen,Gabrielle Janfield,,
E5,121,2023-04-10,37.53,Vivian Nguyen,Gabrielle Janfield,,
E5,122,2023-04-10,39.79,Vivian Nguyen,Gabrielle Janfield,,
E5,123,2023-04-10,42.16,Vivian Nguyen,Gabrielle Janfield,,
E5,124,2023-04-10,32.68,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,125,2023-04-10,38.34,Vivian Nguyen,Gabrielle Janfield,,
E5,126,2023-04-10,38.28,Vivian Nguyen,Gabrielle Janfield,,
E5,127,2023-04-10,32.66,Vivian Nguyen,Gabrielle Janfield,,
E5,128,2023-04-10,49.30,Vivian Nguyen,Gabrielle Janfield,,
E5,129,2023-04-10,35.70,Vivian Nguyen,Gabrielle Janfield,,
E5,130,2023-04-10,33.68,Vivian Nguyen,Gabrielle Janfield,,
E5,131,2023-04-10,37.69,Vivian Nguyen,Gabrielle Janfield,,
E5,132,2023-04-10,32.56,Vivian Nguyen,Gabrielle Janfield,,
E5,133,2023-04-10,32.44,Vivian Nguyen,Gabrielle Janfield,1,
E5,134,2023-04-10,35.09,Vivian Nguyen,Gabrielle Janfield,,
E5,135,2023-04-10,32.45,Vivian Nguyen,Gabrielle Janfield,1,
E5,136,2023-04-10,40.53,Vivian Nguyen,Gabrielle Janfield,,
E5,137,2023-04-10,49.78,Vivian Nguyen,Gabrielle Janfield,,
E5,138,2023-04-10,36.79,Vivian Nguyen,Gabrielle Janfield,,
E5,139,2023-04-10,36.70,Vivian Nguyen,Gabrielle Janfield,,
E5,140,2023-04-10,32.73,Vivian Nguyen,Gabrielle Janfield,,
E5,141,2023-04-10,33.64,Vivian Nguyen,Gabrielle Janfield,,
E5,142,2023-04-10,37.90,Vivian Nguyen,Gabrielle Janfield,,
E5,143,2023-04-10,35.50,Vivian Nguyen,Gabrielle Janfield,,
E5,144,2023-04-10,35.30,Vivian Nguyen,Gabrielle Janfield,,
E5,145,2023-04-10,43.23,Vivian Nguyen,Gabrielle Janfield,,
E5,146,2023-04-10,32.50,Vivian Nguyen,Gabrielle Janfield,1,
E5,147,2023-04-10,34.33,Vivian Nguyen,Gabrielle Janfield,,
E5,148,2023-04-10,46.75,Vivian Nguyen,Gabrielle Janfield,,
E5,149,2023-04-10,33.10,Vivian Nguyen,Gabrielle Janfield,1,
E5,150,2023-04-10,32.76,Vivian Nguyen,Gabrielle Janfield,,NF / Box E5 101-150 empty bag = 32.76
E5,151,2023-04-10,38.69,Vivian Nguyen,Gabrielle Janfield,,
E5,152,2023-04-10,32.50,Vivian Nguyen,Gabrielle Janfield,,
E5,153,2023-04-10,48.42,Vivian Nguyen,Gabrielle Janfield,,
E5,154,2023-04-10,32.42,Vivian Nguyen,Gabrielle Janfield,,
E5,155,2023-04-10,33.28,Vivian Nguyen,Gabrielle Janfield,,
E5,156,2023-04-10,54.01,Vivian Nguyen,Gabrielle Janfield,,
E5,157,2023-04-10,33.36,Vivian Nguyen,Gabrielle Janfield,,
E5,158,2023-04-10,35.18,Vivian Nguyen,Gabrielle Janfield,,
E5,159,2023-04-10,33.62,Vivian Nguyen,Gabrielle Janfield,,
E5,160,2023-04-10,35.02,Vivian Nguyen,Gabrielle Janfield,,
E5,161,2023-04-10,45.25,Vivian Nguyen,Gabrielle Janfield,,
E5,162,2023-04-10,32.58,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,163,2023-04-10,42.04,Vivian Nguyen,Gabrielle Janfield,,
E5,164,2023-04-10,34.43,Vivian Nguyen,Gabrielle Janfield,,
E5,165,2023-04-10,41.65,Vivian Nguyen,Gabrielle Janfield,,
E5,166,2023-04-10,32.32,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,167,2023-04-10,32.87,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,168,2023-04-10,46.84,Vivian Nguyen,Gabrielle Janfield,,
E5,169,2023-04-10,32.43,Vivian Nguyen,Gabrielle Janfield,1,NF
E5,170,2023-04-10,73.73,Vivian Nguyen,Gabrielle Janfield,,double bag - empty outside bag = 32.36g 
E5,171,2023-04-10,37.63,Vivian Nguyen,Gabrielle Janfield,,
E5,172,2023-04-10,32.40,Vivian Nguyen,Gabrielle Janfield,1,
E5,173,2023-04-10,34.50,Vivian Nguyen,Gabrielle Janfield,,
E5,174,2023-04-10,39.09,Vivian Nguyen,Gabrielle Janfield,,
E5,175,2023-04-10,32.42,Vivian Nguyen,Gabrielle Janfield,1,
E5,176,2023-04-10,34.12,Vivian Nguyen,Gabrielle Janfield,,
E5,177,2023-04-11,32.11,Kris Sanchez,Gabrielle Janfield,1,
E5,178,2023-04-11,32.30,Kris Sanchez,Gabrielle Janfield,1,no fruit
E5,179,2023-04-11,40.90,Kris Sanchez,Gabrielle Janfield,,
E5,180,2023-04-11,38.37,Kris Sanchez,Gabrielle Janfield,,
E5,181,2023-04-11,39.15,Kris Sanchez,Gabrielle Janfield,,
E5,182,2023-04-11,39.96,Kris Sanchez,Gabrielle Janfield,,
E5,183,2023-04-11,56.09,Kris Sanchez,Gabrielle Janfield,,
E5,184,2023-04-11,32.32,Kris Sanchez,Gabrielle Janfield,1,
E5,185,2023-04-11,33.33,Kris Sanchez,Gabrielle Janfield,,
E5,186,2023-04-11,42.39,Kris Sanchez,Gabrielle Janfield,,
E5,187,2023-04-11,32.64,Kris Sanchez,Gabrielle Janfield,,
E5,188,2023-04-11,34.13,Kris Sanchez,Gabrielle Janfield,,
E5,189,2023-04-11,38.20,Kris Sanchez,Gabrielle Janfield,,
E5,190,2023-04-11,32.13,Kris Sanchez,Gabrielle Janfield,1,
E5,191,2023-04-11,59.15,Kris Sanchez,Gabrielle Janfield,,
E5,192,2023-04-11,32.39,Kris Sanchez,Gabrielle Janfield,1,
E5,193,2023-04-11,32.95,Kris Sanchez,Gabrielle Janfield,1,no fruit 
E5,194,2023-04-11,36.42,Kris Sanchez,Gabrielle Janfield,,
E5,195,2023-04-11,31.91,Kris Sanchez,Gabrielle Janfield,1,
E5,196,2023-04-11,34.08,Kris Sanchez,Gabrielle Janfield,,
E5,197,2023-04-11,34.72,Kris Sanchez,Gabrielle Janfield,,
E5,198,2023-04-11,43.56,Kris Sanchez,Gabrielle Janfield,,
E5,199,2023-04-11,49.76,Kris Sanchez,Gabrielle Janfield,,
E5,200,2023-04-11,51.85,Kris Sanchez,Gabrielle Janfield,,
E6,1,2023-01-13,94.86,Olivia Bain and Charles Last,Charles Last,,
E6,2,2023-01-13,34.29,Olivia Bain and Charles Last,Charles Last,,
E6,3,2023-01-13,38.57,Olivia Bain and Charles Last,Charles Last,,
E6,4,2023-01-13,33.37,Olivia Bain and Charles Last,Charles Last,,
E6,5,2023-01-13,56.73,Olivia Bain and Charles Last,Charles Last,,
E6,6,2023-01-13,34.59,Olivia Bain and Charles Last,Charles Last,,
E6,7,2023-01-13,38.19,Olivia Bain and Charles Last,Charles Last,,
E6,8,2023-01-13,35.35,Olivia Bain and Charles Last,Charles Last,,
E6,9,2023-01-13,35.04,Olivia Bain and Charles Last,Charles Last,,
E6,10,2023-01-13,33.15,Olivia Bain and Charles Last,Charles Last,,
E6,11,2023-01-13,56.7,Olivia Bain and Charles Last,Charles Last,,
E6,12,2023-01-13,34.45,Olivia Bain and Charles Last,Charles Last,,
E6,13,2023-01-13,31.11,Olivia Bain and Charles Last,Charles Last,,
E6,14,2023-01-13,40.36,Olivia Bain and Charles Last,Charles Last,,
E6,15,2023-01-13,72.47,Olivia Bain and Charles Last,Charles Last,,
E6,16,2023-01-13,35.08,Olivia Bain and Charles Last,Charles Last,,
E6,17,2023-01-13,43.75,Olivia Bain and Charles Last,Charles Last,,
E6,18,2023-01-13,45.21,Olivia Bain and Charles Last,Charles Last,,
E6,19,2023-01-13,43.65,Olivia Bain and Charles Last,Charles Last,,
E6,20,2023-01-13,33.01,Olivia Bain and Charles Last,Charles Last,1,
E6,21,2023-01-13,44.85,Olivia Bain and Charles Last,Charles Last,,
E6,22,2023-01-13,38.04,Olivia Bain and Charles Last,Charles Last,,
E6,23,2023-01-13,39.4,Olivia Bain and Charles Last,Charles Last,,
E6,24,2023-01-13,34.19,Olivia Bain and Charles Last,Charles Last,,
E6,25,2023-01-13,39.8,Olivia Bain and Charles Last,Charles Last,,
E6,26,2023-01-13,41.4,Olivia Bain and Charles Last,Charles Last,,
E6,27,2023-01-13,38,Olivia Bain and Charles Last,Charles Last,,
E6,28,2023-01-13,55.24,Olivia Bain and Charles Last,Charles Last,,
E6,29,2023-01-13,35.51,Olivia Bain and Charles Last,Charles Last,,
E6,30,2023-01-13,41.82,Olivia Bain and Charles Last,Charles Last,,
E6,31,2023-01-13,44.28,Olivia Bain and Charles Last,Charles Last,,
E6,32,2023-01-13,42.08,Olivia Bain and Charles Last,Charles Last,,
E6,33,2023-01-13,43.47,Olivia Bain and Charles Last,Charles Last,,
E6,34,2023-01-13,35.18,Olivia Bain and Charles Last,Charles Last,,
E6,35,2023-01-13,44.43,Olivia Bain and Charles Last,Charles Last,,
E6,36,2023-01-13,62.72,Olivia Bain and Charles Last,Charles Last,,
E6,37,2023-01-13,37.61,Olivia Bain and Charles Last,Charles Last,,
E6,38,2023-01-13,39.2,Olivia Bain and Charles Last,Charles Last,,
E6,39,2023-01-13,43.25,Olivia Bain and Charles Last,Charles Last,1,
E6,40,2023-01-13,38.58,Olivia Bain and Charles Last,Charles Last,,
E6,41,2023-01-13,33.87,Olivia Bain and Charles Last,Charles Last,,
E6,42,2023-01-13,43.19,Olivia Bain and Charles Last,Charles Last,,
E6,43,2023-01-13,43.32,Olivia Bain and Charles Last,Charles Last,,
E6,44,2023-01-13,36.98,Olivia Bain and Charles Last,Charles Last,,
E6,45,2023-01-13,39.11,Olivia Bain and Charles Last,Charles Last,,
E6,46,2023-01-13,42.04,Olivia Bain and Charles Last,Charles Last,,
E6,47,2023-01-13,36.68,Olivia Bain and Charles Last,Charles Last,,
E6,48,2023-01-13,35.32,Olivia Bain and Charles Last,Charles Last,,
E6,49,2023-01-13,40.9,Olivia Bain and Charles Last,Charles Last,,
E6,50,2023-01-13,62.65,Olivia Bain and Charles Last,Charles Last,,
E6,51,2023-01-13,55.87,Olivia Bain and Charles Last,Charles Last,,
E6,52,2023-01-13,33.66,Olivia Bain and Charles Last,Charles Last,,
E6,53,2023-01-13,40.13,Olivia Bain and Charles Last,Charles Last,,
E6,54,2023-01-13,41.96,Olivia Bain and Charles Last,Charles Last,,
E6,55,2023-01-13,33.41,Olivia Bain and Charles Last,Charles Last,1,
E6,56,2023-01-13,40.02,Olivia Bain and Charles Last,Charles Last,,
E6,57,2023-01-13,35.52,Olivia Bain and Charles Last,Charles Last,,
E6,58,2023-01-13,50.7,Olivia Bain and Charles Last,Charles Last,,
E6,59,2023-01-13,43.84,Olivia Bain and Charles Last,Charles Last,,
E6,60,2023-01-13,41.84,Olivia Bain and Charles Last,Charles Last,,
E6,61,2023-01-13,46.23,Olivia Bain and Charles Last,Charles Last,,
E6,62,2023-01-13,46.34,Olivia Bain and Charles Last,Charles Last,,
E6,63,2023-01-13,46.1,Olivia Bain and Charles Last,Charles Last,,
E6,64,2023-01-13,33,Olivia Bain and Charles Last,Charles Last,1,
