Block,Pos,Date,Weight,Measured_by,Entered_by,Missing,NOTES
E6,36,2024-01-25,51.13,Heidi Albers,Heidi Albers,,
E6,37,2024-01-25,36.65,Heidi Albers,Heidi Albers,,
E6,38,2024-01-25,38.00,Heidi Albers,Heidi Albers,,
E6,39,2024-01-25,43.44,Heidi Albers,Heidi Albers,,
E6,40,2024-01-25,35.77,Heidi Albers,Heidi Albers,,
E6,41,2024-01-25,39.08,Heidi Albers,Heidi Albers,,
E6,42,2024-01-25,37.62,Heidi Albers,Heidi Albers,,
E6,43,2024-01-25,40.00,Heidi Albers,Heidi Albers,,
E6,44,2024-01-25,34.23,Heidi Albers,Heidi Albers,,
E6,45,2024-01-25,39.25,Heidi Albers,Heidi Albers,,
E6,46,2024-01-25,51.49,Heidi Albers,Heidi Albers,,
E6,47,2024-01-25,39.15,Heidi Albers,Heidi Albers,,
E6,48,2024-01-25,38.48,Heidi Albers,Heidi Albers,,
E6,49,2024-01-25,36.03,Heidi Albers,Heidi Albers,,
E6,50,2024-01-25,48.95,Heidi Albers,Heidi Albers,,
E6,51,2024-01-24,47.60,Heidi Albers,Heidi Albers,,
E6,52,2024-01-24,36.37,Heidi Albers,Heidi Albers,,
E6,53,2024-01-24,39.63,Heidi Albers,Heidi Albers,,
E6,54,2024-01-24,38.28,Heidi Albers,Heidi Albers,,
E6,55,2024-01-24,33.88,Heidi Albers,Heidi Albers,,
E6,56,2024-01-24,42.29,Heidi Albers,Heidi Albers,,
E6,57,2024-01-24,39.85,Heidi Albers,Heidi Albers,,
E6,58,2024-01-24,42.97,Heidi Albers,Heidi Albers,,
E6,59,2024-01-24,48.30,Heidi Albers,Heidi Albers,,
E6,60,2024-01-24,48.80,Heidi Albers ,Heidi Albers ,,
E6,61,2024-01-24,42.71,Heidi Albers ,Heidi Albers ,,
E6,62,2024-01-24,38.16,Heidi Albers ,Heidi Albers ,,
E6,63,2024-01-24,40.74,Heidi Albers ,Heidi Albers ,,
E6,64,2024-01-24,33.65,Heidi Albers ,Heidi Albers ,,
E6,65,2024-01-24,41.13,Heidi Albers ,Heidi Albers ,,
E6,66,2024-01-24,42.55,Heidi Albers ,Heidi Albers,,
E6,67,2024-01-24,41.75,Heidi Albers ,Heidi Albers ,,
E6,68,2024-01-24,48.86,Heidi Albers ,Heidi Albers ,,
E6,69,2024-01-24,38.07,Heidi Albers ,Heidi Albers ,,
E6,70,2024-01-24,35.96,Heidi Albers ,Heidi Albers ,,
E6,71,2024-01-24,44.93,Heidi Albers,Heidi Albers ,,
E6,72,2024-01-24,35.06,Heidi Albers ,Heidi Albers ,,
E6,73,2024-01-24,43.71,Heidi Albers ,Heidi Albers ,,
E6,74,2024-01-24,33.57,Heidi Albers ,Heidi Albers ,1,Plant no flower
E6,75,2024-01-24,41.61,Heidi Albers ,Heidi Albers ,,
E6,76,2024-01-24,36.97,Heidi Albers ,Heidi Albers ,,
E6,77,2024-01-24,44.90,Heidi Albers ,Heidi Albers ,,
E6,78,2024-01-24,44.64,Heidi Albers ,Heidi Albers ,,
E6,79,2024-01-24,50.03,Heidi Albers ,Heidi Albers ,,
E6,80,2024-01-24,37.98,Heidi Albers ,Heidi Albers ,,
E6,81,2024-01-24,35.71,Heidi Albers ,Heidi Albers ,,
E6,82,2024-01-24,47.25,Heidi Albers ,Heidi Albers ,,
E6,83,2024-01-24,41.62,Heidi Albers ,Heidi Albers ,,
E6,84,2024-01-24,38.03,Heidi Albers ,Heidi Albers ,,
E6,85,2024-01-24,38.75,Heidi Albers ,Heidi Albers ,,
E6,86,2024-01-24,47.21,Heidi Albers ,Heidi Albers ,,
E6,87,2024-01-24,40.08,Heidi Albers ,Heidi Albers ,,
E6,88,2024-01-24,38.33,Heidi Albers ,Heidi Albers ,,
E6,89,2024-01-24,36.81,Heidi Albers ,Heidi Albers ,,
E6,90,2024-01-24,36.03,Heidi Albers ,Heidi Albers ,,
E6,91,2024-01-24,35.70,Heidi Albers ,Heidi Albers ,,
E6,92,2024-01-24,43.91,Heidi Albers ,Heidi Albers ,,
E6,93,2024-01-24,40.72,Heidi Albers ,Heidi Albers ,,
E6,94,2024-01-24,39.97,Heidi Albers ,Heidi Albers ,,
E6,95,2024-01-24,38.05,Heidi Albers ,Heidi Albers ,,
E6,96,2024-01-24,42.16,Heidi Albers ,Heidi Albers ,,
E6,97,2024-01-24,33.17,Heidi Albers ,Heidi Albers ,,
E6,98,2024-01-24,48.88,Heidi Albers ,Heidi Albers ,,
E6,99,2024-01-24,47.50,Heidi Albers ,Heidi Albers,,
E6,100,2024-01-24,68.48,Heidi Albers ,Heidi Albers ,,
E6,101,2024-02-23,50.68,Heidi Albers ,Heidi Albers ,,
E6,102,2024-02-23,36.60,Heidi Albers ,Heidi Albers,,
E6,103,2024-02-23,33.17,Heidi Albers ,Heidi Albers ,1,No fruit
E6,104,2024-02-23,43.84,Heidi Albers ,Heidi Albers ,,
E6,105,2024-02-23,53.66,Heidi Albers ,Heidi Albers,,
E6,106,2024-02-23,50.48,Heidi Albers ,Heidi Albers ,,
E6,107,2024-02-23,41.63,Heidi Albers ,Heidi Albers ,,
E6,108,2024-02-23,65.24,Heidi Albers ,Heidi Albers,,
E6,109,2024-02-23,41.10,Heidi Albers ,Heidi Albers ,,
E6,110,2024-02-23,37.55,Heidi Albers ,Heidi Albers ,,
E6,111,2024-02-23,46.82,Heidi Albers ,Heidi Albers,,
E6,112,2024-02-23,58.32,Heidi Albers ,Heidi Albers ,,
E6,113,2024-02-23,51.98,Heidi Albers ,Heidi Albers ,,
E6,114,2024-02-23,51.25,Heidi Albers ,Heidi Albers,,
E6,115,2024-02-23,52.5,Heidi Albers ,Heidi Albers ,,
E6,116,2024-02-23,40.07,Heidi Albers ,Heidi Albers ,,
E6,117,2024-02-23,39.48,Heidi Albers ,Heidi Albers,,
E6,118,2024-02-23,38.66,Heidi Albers ,Heidi Albers ,,
E6,119,2024-02-23,43.76,Heidi Albers ,Heidi Albers ,,
E6,120,2024-02-23,48.70,Heidi Albers ,Heidi Albers ,,
E6,121,2024-02-23,50.45,Heidi Albers ,Heidi Albers,,
E6,122,2024-02-23,41.74,Heidi Albers ,Heidi Albers ,,
E6,123,2024-02-23,73.79,Heidi Albers ,Heidi Albers ,,
E6,124,2024-02-23,37.70,Heidi Albers ,Heidi Albers,,
E6,125,2024-02-23,37.56,Heidi Albers ,Heidi Albers ,,
E6,126,2024-02-23,35.13,Heidi Albers ,Heidi Albers ,,
E6,127,2024-02-23,35.15,Heidi Albers ,Heidi Albers,,
E6,128,2024-02-23,43.00,Heidi Albers ,Heidi Albers ,,
E6,129,2024-02-23,35.03,Heidi Albers ,Heidi Albers ,,
E6,130,2024-02-23,37.90,Heidi Albers ,Heidi Albers,,
E6,131,2024-02-23,40.91,Heidi Albers ,Heidi Albers ,,
E6,132,2024-02-23,42.73,Heidi Albers ,Heidi Albers ,,
E6,133,2024-02-23,44.76,Heidi Albers ,Heidi Albers,,
E6,134,2024-02-23,33.18,Heidi Albers ,Heidi Albers ,1,No fruit
E6,135,2024-02-23,34.97,Heidi Albers ,Heidi Albers ,,
E6,136,2024-02-23,34.52,Heidi Albers ,Heidi Albers,,
E6,137,2024-02-23,37.60,Heidi Albers ,Heidi Albers ,,
E6,138,2024-02-23,48.63,Heidi Albers ,Heidi Albers ,,
E6,139,2024-02-23,33.10,Heidi Albers ,Heidi Albers,1,No plant
E6,140,2024-02-23,43.02,Heidi Albers ,Heidi Albers ,,
E6,141,2024-02-23,43.59,Heidi Albers ,Heidi Albers ,,
E6,142,2024-02-23,36.87,Heidi Albers ,Heidi Albers,,
E6,143,2024-02-23,45.88,Heidi Albers ,Heidi Albers ,,
E6,144,2024-02-23,43.12,Heidi Albers ,Heidi Albers ,,
E6,145,2024-02-23,43.96,Heidi Albers ,Heidi Albers,,
E6,146,2024-02-23,36.36,Heidi Albers ,Heidi Albers ,,
E6,147,2024-02-23,40.58,Heidi Albers ,Heidi Albers ,,
E6,148,2024-02-23,46.18,Heidi Albers ,Heidi Albers,,
E6,149,2024-02-23,38.33,Heidi Albers ,Heidi Albers ,,
E6,150,2024-02-23,43.97,Heidi Albers ,Heidi Albers ,,
E6,151,2024-02-14,37.64,Heidi Albers ,Heidi Albers ,,
E6,152,2024-02-14,41.55,Heidi Albers ,Heidi Albers ,,
E6,153,2024-02-14,55.50,Heidi Albers ,Heidi Albers ,,
E6,154,2024-02-14,33.24,Heidi Albers ,Heidi Albers ,1,No fruit
E6,155,2024-02-14,57.59,Heidi Albers ,Heidi Albers ,,
E6,156,2024-02-14,48.74,Heidi Albers ,Heidi Albers ,,
E6,157,2024-02-14,41.11,Heidi Albers ,Heidi Albers ,,
E6,158,2024-02-14,39.79,Heidi Albers ,Heidi Albers ,,
E6,159,2024-02-14,44.29,Heidi Albers ,Heidi Albers ,,
E6,160,2024-02-14,42.86,Heidi Albers ,Heidi Albers ,,
E6,161,2024-02-14,42.43,Heidi Albers ,Heidi Albers ,,
E6,162,2024-02-14,35.08,Heidi Albers ,Heidi Albers ,,
E6,163,2024-02-14,40.15,Heidi Albers ,Heidi Albers ,,
E6,164,2024-02-14,37.88,Heidi Albers ,Heidi Albers ,,
E6,165,2024-02-14,41.11,Heidi Albers ,Heidi Albers ,,
E6,166,2024-02-14,36.02,Heidi Albers ,Heidi Albers ,,
E6,167,2024-02-14,37.37,Heidi Albers ,Heidi Albers ,,
E6,168,2024-02-14,36.95,Heidi Albers ,Heidi Albers ,,
E6,169,2024-02-14,35.13,Heidi Albers ,Heidi Albers ,,
E6,170,2024-02-14,34.42,Heidi Albers ,Heidi Albers ,,
E6,171,2024-02-14,50.16,Heidi Albers ,Heidi Albers ,,
E6,172,2024-02-14,53.91,Heidi Albers ,Heidi Albers ,,
E6,173,2024-02-14,40.69,Heidi Albers ,Heidi Albers ,,
E6,174,2024-02-14,36.22,Heidi Albers ,Heidi Albers ,,
E6,175,2024-02-14,48.14,Heidi Albers ,Heidi Albers ,,
E6,176,2024-02-14,36.40,Heidi Albers ,Heidi Albers ,,
E6,177,2024-02-14,38.11,Heidi Albers ,Heidi Albers ,,
E6,178,2024-02-14,38.43,Heidi Albers ,Heidi Albers ,,
E6,179,2024-02-14,36.47,Heidi Albers ,Heidi Albers ,,
E6,180,2024-02-14,37.71,Heidi Albers ,Heidi Albers ,,
E6,181,2024-02-14,42.20,Heidi Albers ,Heidi Albers ,,
E6,182,2024-02-14,36.28,Heidi Albers ,Heidi Albers ,,
E6,183,2024-02-14,36.15,Heidi Albers ,Heidi Albers ,,
E6,184,2024-02-14,33.93,Heidi Albers ,Heidi Albers ,,
E6,185,2024-02-14,42.03,Heidi Albers ,Heidi Albers ,,
E6,186,2024-02-14,35.93,Heidi Albers ,Heidi Albers ,,
E6,187,2024-02-14,36.30,Heidi Albers ,Heidi Albers ,,
E6,188,2024-02-14,54.07,Heidi Albers ,Heidi Albers ,,
E6,189,2024-02-14,36.68,Heidi Albers ,Heidi Albers ,,
E6,190,2024-02-14,45.85,Heidi Albers ,Heidi Albers ,,
E6,191,2024-02-14,36.77,Heidi Albers ,Heidi Albers ,,
E6,192,2024-02-14,44.88,Heidi Albers ,Heidi Albers ,,
E6,193,2024-02-14,34.70,Heidi Albers ,Heidi Albers ,,
E6,194,2024-02-14,33.40,Heidi Albers ,Heidi Albers ,1,No fruit
E6,195,2024-02-14,35.80,Heidi Albers ,Heidi Albers ,,
E6,196,2024-02-14,46.99,Heidi Albers ,Heidi Albers ,,
E6,197,2024-02-14,40.07,Heidi Albers ,Heidi Albers ,,
E6,198,2024-02-14,39.51,Heidi Albers ,Heidi Albers ,,
E6,199,2024-02-14,37.34,Heidi Albers ,Heidi Albers ,,
E6,200,2024-02-14,52.86,Heidi Albers ,Heidi Albers ,,
E9,1,,,,,,
E9,2,,,,,,
E9,3,,,,,,
E9,4,,,,,,
E9,5,,,,,,
E9,6,,,,,,
E9,7,,,,,,
E9,8,,,,,,
E9,9,,,,,,
E9,10,,,,,,
E9,11,,,,,,
E9,12,,,,,,
E9,13,,,,,,
E9,14,,,,,,
E9,15,,,,,,
E9,16,,,,,,
E9,17,,,,,,
E9,18,,,,,,
E9,19,,,,,,
E9,20,,,,,,
E9,21,,,,,,
E9,22,,,,,,
E9,23,,,,,,
E9,24,,,,,,
E9,25,,,,,,
E9,26,,,,,,
E9,27,,,,,,
E9,28,,,,,,
E9,29,,,,,,
E9,30,,,,,,
E9,31,,,,,,
E9,32,,,,,,
E9,33,,,,,,
E9,34,,,,,,
E9,35,,,,,,
E9,36,,,,,,
E9,37,,,,,,
E9,38,,,,,,
E9,39,,,,,,
E9,40,,,,,,
E9,41,,,,,,
E9,42,,,,,,
E9,43,,,,,,
E9,44,2024-02-27,33.30,Heidi Albers,Heidi Albers,,
E9,45,,,,,,
E9,46,,,,,,
E9,47,,,,,,
E9,48,,,,,,
E9,49,,,,,,
E9,50,,,,,,
E9,51,,,,,,
E9,52,2024-02-27,33.06,Heidi Albers,Heidi Albers,,
E9,53,,,,,,
E9,54,,,,,,
E9,55,,,,,,
E9,56,,,,,,
E9,57,,,,,,
E9,58,,,,,,
E9,59,,,,,,
E9,60,,,,,,
E9,61,2024-02-27,40.09,Heidi Albers,Heidi Albers,,
E9,62,,,,,,
E9,63,,,,,,
E9,64,,,,,,
E9,65,,,,,,
E9,66,,,,,,
E9,67,,,,,,
E9,68,,,,,,
E9,69,,,,,,
E9,70,,,,,,
E9,71,,,,,,
E9,72,,,,,,
E9,73,,,,,,
E9,74,,,,,,
E9,75,,,,,,
E9,76,,,,,,
E9,77,,,,,,
E9,78,,,,,,
E9,79,,,,,,
E9,80,,,,,,
E9,81,,,,,,
E9,82,,,,,,
E9,83,,,,,,
E9,84,,,,,,
E9,85,,,,,,
E9,86,2024-02-27,37.55,Heidi Albers,Heidi Albers,,
E9,87,,,,,,
E9,88,,,,,,
E9,89,,,,,,
E9,90,,,,,,
E9,91,2024-02-27,35.25,Heidi Albers,Heidi Albers,,
E9,92,,,,,,
E9,93,,,,,,
E9,94,,,,,,
E9,95,,,,,,
E9,96,2024-02-27,34.24,Heidi Albers,Heidi Albers,,
E9,97,,,,,,
E9,98,2024-02-27,35.65,Heidi Albers,Heidi Albers,,
E9,99,,,,,,
E9,100,2024-02-27,33.42,Heidi Albers,Heidi Albers,,
E9,101,,,,,,
E9,102,,,,,,
E9,103,,,,,,
E9,104,,,,,,
E9,105,,,,,,
E9,106,,,,,,
E9,107,,,,,,
E9,108,,,,,,
E9,109,,,,,,
E9,110,,,,,,
E9,111,,,,,,
E9,112,,,,,,
E9,113,2024-02-27,34.54,Heidi Albers,Heidi Albers,,
E9,114,,,,,,
E9,115,,,,,,
E9,116,,,,,,
E9,117,,,,,,
E9,118,,,,,,
E9,119,,,,,,
E9,120,,,,,,
E9,121,,,,,,
E9,122,,,,,,
E9,123,,,,,,
E9,124,,,,,,
E9,125,,,,,,
E9,126,,,,,,
E9,127,,,,,,
E9,128,2024-02-27,37.36,Heidi Albers,Heidi Albers,,
E9,129,,,,,,
E9,130,,,,,,
E9,131,,,,,,
E9,132,,,,,,
E9,133,,,,,,
E9,134,,,,,,
E9,135,,,,,,
E9,136,,,,,,
E9,137,,,,,,
E9,138,,,,,,
E9,139,,,,,,
E9,140,,,,,,
E9,141,,,,,,
E9,142,,,,,,
E9,143,,,,,,
E9,144,,,,,,
E9,145,2024-02-27,33.78,Heidi Albers,Heidi Albers,,
E9,146,2024-02-27,33.64,Heidi Albers,Heidi Albers,,
E9,147,,,,,,
E9,148,,,,,,
E9,149,,,,,,
E9,150,,,,,,
E9,151,,,,,,
E9,152,,,,,,
E9,153,,,,,,
E9,154,,,,,,
E9,155,,,,,,
E9,156,,,,,,
E9,157,,,,,,
E9,158,,,,,,
E9,159,,,,,,
E9,160,,,,,,
E9,161,,,,,,
E9,162,,,,,,
E9,163,,,,,,
E9,164,,,,,,
E9,165,2024-02-27,33.65,Heidi Albers,Heidi Albers,,
E9,166,,,,,,
E9,167,,,,,,
E9,168,,,,,,
E9,169,,,,,,
E9,170,,,,,,
E9,171,,,,,,
E9,172,,,,,,
E9,173,,,,,,
E9,174,,,,,,
E9,175,,,,,,
E9,176,,,,,,
E9,177,,,,,,
E9,178,,,,,,
E9,179,,,,,,
E9,180,2024-02-27,33.94,Heidi Albers,Heidi Albers,,
E9,181,,,,,,
E9,182,,,,,,
E9,183,,,,,,
E9,184,,,,,,
E9,185,,,,,,
E9,186,2024-02-27,33.23,Heidi Albers,Heidi Albers,1,No fruit
E9,187,,,,,,
E9,188,,,,,,
E9,189,,,,,,
E9,190,,,,,,
E9,191,,,,,,
E9,192,,,,,,
E9,193,,,,,,
E9,194,,,,,,
E9,195,,,,,,
E9,196,,,,,,
E9,197,,,,,,
E9,198,,,,,,
E9,199,,,,,,
E9,200,,,,,,
E9,201,2024-02-27,34.07,Heidi Albers,Heidi Albers,,
E9,202,2024-02-27,33.23,Heidi Albers,Heidi Albers,1,No fruit
E10,1,2024-01-19,42.03,Heidi Albers,Heidi Albers,,
E10,2,2024-01-19,41.42,Heidi Albers,Heidi Albers,,
E10,3,2024-01-19,75.31,Heidi Albers,Heidi Albers,,
E10,4,2024-01-19,34.78,Heidi Albers,Heidi Albers,,
E10,5,2024-01-19,36.78,Heidi Albers,Heidi Albers,,
E10,6,2024-01-19,35.49,Heidi Albers,Heidi Albers,,
E10,7,2024-01-19,38.12,Heidi Albers,Heidi Albers,,
E10,8,2024-01-19,35.17,Heidi Albers,Heidi Albers,,
E10,9,2024-01-19,34.01,Heidi Albers,Heidi Albers,,
E10,10,2024-01-19,36.68,Heidi Albers,Heidi Albers,,
E10,11,2024-01-19,43.39,Heidi Albers,Heidi Albers,,
E10,12,2024-01-19,33.18,Heidi Albers,Heidi Albers,1,"Dead, check"
E10,13,2024-01-19,42.61,Heidi Albers,Heidi Albers,,
E10,14,2024-01-19,33.37,Heidi Albers,Heidi Albers,1,"Dead, check"
E10,15,2024-01-19,38.37,Heidi Albers,Heidi Albers,,
E10,16,2024-01-19,44.35,Heidi Albers,Heidi Albers,,
E10,17,2024-01-19,41.20,Heidi Albers,Heidi Albers,,
E10,18,2024-01-19,35.88,Heidi Albers,Heidi Albers,,
E10,19,2024-01-19,46.21,Heidi Albers,Heidi Albers,,
E10,20,2024-01-19,36.29,Heidi Albers,Heidi Albers,,
E10,21,2024-01-19,41.10,Heidi Albers,Heidi Albers,,
E10,22,2024-01-19,38.04,Heidi Albers,Heidi Albers,,
E10,23,2024-01-19,36.37,Heidi Albers,Heidi Albers,,
E10,24,2024-01-19,34.45,Heidi Albers,Heidi Albers,,
E10,25,2024-01-19,36.49,Heidi Albers,Heidi Albers,,
E10,26,2024-01-19,33.00,Heidi Albers,Heidi Albers,,
E10,27,2024-01-19,37.19,Heidi Albers,Heidi Albers,,
E10,28,2024-01-19,37.92,Heidi Albers,Heidi Albers,,
E10,29,2024-01-19,33.72,Heidi Albers,Heidi Albers,,
E10,30,2024-01-19,39.02,Heidi Albers,Heidi Albers,,
E10,31,2024-01-19,38.41,Heidi Albers,Heidi Albers,,
E10,32,2024-01-19,36.92,Heidi Albers,Heidi Albers,,
E10,33,2024-01-19,44.38,Heidi Albers,Heidi Albers,,
E10,34,2024-01-19,39.84,Heidi Albers,Heidi Albers,,
E10,35,2024-01-19,51.71,Heidi Albers,Heidi Albers,,
E10,36,2024-01-19,39.85,Heidi Albers,Heidi Albers,,
E10,37,2024-01-19,37.55,Heidi Albers,Heidi Albers,,
E10,38,2024-01-19,49.38,Heidi Albers,Heidi Albers,,
E10,39,2024-01-19,35.11,Heidi Albers,Heidi Albers,,
E10,40,2024-01-19,35.07,Heidi Albers,Heidi Albers,,
E10,41,2024-01-19,44.16,Heidi Albers,Heidi Albers,,
E10,42,2024-01-19,39.68,Heidi Albers,Heidi Albers,,
E10,43,2024-01-19,35.88,Heidi Albers,Heidi Albers,,
E10,44,2024-01-19,33.13,Heidi Albers,Heidi Albers,,
E10,45,2024-01-19,38.03,Heidi Albers,Heidi Albers,,
E10,46,2024-01-19,47.39,Heidi Albers,Heidi Albers,,
E10,47,2024-01-19,34.18,Heidi Albers,Heidi Albers,,
E10,48,2024-01-19,50.67,Heidi Albers,Heidi Albers,,
E10,49,2024-01-19,39.01,Heidi Albers,Heidi Albers,,
E10,50,2024-01-19,37.29,Heidi Albers,Heidi Albers,,
E10,51,2024-01-23,48.94,Heidi Albers,Heidi Albers,,
E10,52,2024-01-23,43.08,Heidi Albers,Heidi Albers,,
E10,53,2024-01-23,42.18,Heidi Albers,Heidi Albers,,
E10,54,2024-01-23,38.36,Heidi Albers,Heidi Albers,,
E10,55,2024-01-23,37.32,Heidi Albers,Heidi Albers,,
E10,56,2024-01-23,48.29,Heidi Albers,Heidi Albers,,
E10,57,2024-01-23,33.64,Heidi Albers,Heidi Albers,,
E10,58,2024-01-23,42.23,Heidi Albers,Heidi Albers,,
E10,59,2024-01-23,45.84,Heidi Albers,Heidi Albers,,
E10,60,2024-01-23,40.53,Heidi Albers,Heidi Albers,,
E10,61,2024-01-23,38.13,Heidi Albers,Heidi Albers,,
E10,62,2024-01-23,35.57,Heidi Albers,Heidi Albers,,
E10,63,2024-01-23,48.71,Heidi Albers,Heidi Albers,,
E10,64,2024-01-23,39.65,Heidi Albers,Heidi Albers,,
E10,65,2024-01-23,54.11,Heidi Albers,Heidi Albers,,
E10,66,2024-01-23,38.83,Heidi Albers,Heidi Albers,,
E10,67,2024-01-23,43.67,Heidi Albers,Heidi Albers,,
E10,68,2024-01-23,38.75,Heidi Albers,Heidi Albers,,
E10,69,2024-01-23,32.98,Heidi Albers,Heidi Albers,1,No fruits
E10,70,2024-01-23,35.25,Heidi Albers,Heidi Albers,,
E10,71,2024-01-23,45.40,Heidi Albers,Heidi Albers,,
E10,72,2024-01-23,34.80,Heidi Albers,Heidi Albers,,
E10,73,2024-01-23,48.80,Heidi Albers,Heidi Albers,,
E10,74,2024-01-23,39.30,Heidi Albers,Heidi Albers,,
E10,75,2024-01-23,44.67,Heidi Albers,Heidi Albers,,
E10,76,2024-01-23,41.10,Heidi Albers,Heidi Albers,,
E10,77,2024-01-23,32.89,Heidi Albers,Heidi Albers,,
E10,78,2024-01-23,44.11,Heidi Albers,Heidi Albers,,
E10,79,2024-01-23,38.47,Heidi Albers,Heidi Albers,,
E10,80,2024-01-23,42.48,Heidi Albers,Heidi Albers,,
E10,81,2024-01-23,40.76,Heidi Albers,Heidi Albers,,
E10,82,2024-01-23,38.74,Heidi Albers,Heidi Albers,,
E10,83,2024-01-23,37.18,Heidi Albers,Heidi Albers,,
E10,84,2024-01-23,33.14,Heidi Albers,Heidi Albers,,
E10,85,2024-01-23,37.16,Heidi Albers,Heidi Albers,,
E10,86,2024-01-23,36.81,Heidi Albers,Heidi Albers,,
E10,87,2024-01-23,34.62,Heidi Albers,Heidi Albers,,
E10,88,2024-01-23,37.20,Heidi Albers,Heidi Albers,,
E10,89,2024-01-23,46.45,Heidi Albers,Heidi Albers,,
E10,90,2024-01-23,40.43,Heidi Albers,Heidi Albers,,
E10,91,2024-01-23,56.92,Heidi Albers,Heidi Albers,,
E10,92,2024-01-23,36.43,Heidi Albers,Heidi Albers,,
E10,93,2024-01-23,41.41,Heidi Albers,Heidi Albers,,
E10,94,2024-01-23,44.01,Heidi Albers,Heidi Albers,,
E10,95,2024-01-23,37.35,Heidi Albers,Heidi Albers,,
E10,96,2024-01-23,42.32,Heidi Albers,Heidi Albers,,
E10,97,2024-01-23,36.13,Heidi Albers,Heidi Albers,,
E10,98,2024-01-23,43.89,Heidi Albers,Heidi Albers,,
E10,99,2024-01-23,37.69,Heidi Albers,Heidi Albers,,
E10,100,2024-01-23,37.95, Heidi Albers ,Heidi Albers,,
E10,101,2024-02-16,62.95,Heidi Albers,Heidi Albers,,
E10,102,2024-02-16,50.75,Heidi Albers,Heidi Albers,,
E10,103,2024-02-16,63.77, Heidi Albers ,Heidi Albers,,
E10,104,2024-02-16,55.41,Heidi Albers,Heidi Albers,,
E10,105,2024-02-16,46.25,Heidi Albers,Heidi Albers,,
E10,106,2024-02-16,38.82, Heidi Albers ,Heidi Albers,,
E10,107,2024-02-16,36.88,Heidi Albers,Heidi Albers,,
E10,108,2024-02-16,53.76,Heidi Albers,Heidi Albers,,
E10,109,2024-02-16,38.08, Heidi Albers ,Heidi Albers,,
E10,110,2024-02-16,49.50,Heidi Albers,Heidi Albers,,
E10,111,2024-02-16,35.94,Heidi Albers,Heidi Albers,,
E10,112,2024-02-16,47.80, Heidi Albers ,Heidi Albers,,
E10,113,2024-02-16,42.43,Heidi Albers,Heidi Albers,,
E10,114,2024-02-16,39.42,Heidi Albers,Heidi Albers,,
E10,115,2024-02-16,41.25, Heidi Albers ,Heidi Albers,,
E10,116,2024-02-16,51.39,Heidi Albers,Heidi Albers,,
E10,117,2024-02-16,38.24,Heidi Albers,Heidi Albers,,
E10,118,2024-02-16,40.81,Heidi Albers,Heidi Albers,,
E10,119,2024-02-16,43.83,Heidi Albers,Heidi Albers,,
E10,120,2024-02-16,45.02, Heidi Albers ,Heidi Albers,,
E10,121,2024-02-16,35.95,Heidi Albers,Heidi Albers,,
E10,122,2024-02-16,38.77,Heidi Albers,Heidi Albers,,
E10,123,2024-02-16,66.60, Heidi Albers ,Heidi Albers,,
E10,124,2024-02-16,56.00,Heidi Albers,Heidi Albers,,
E10,125,2024-02-16,47.62,Heidi Albers,Heidi Albers,,
E10,126,2024-02-16,56.82, Heidi Albers ,Heidi Albers,,
E10,127,2024-02-16,35.10,Heidi Albers,Heidi Albers,,
E10,128,2024-02-16,41.64,Heidi Albers,Heidi Albers,,
E10,129,2024-02-16,38.86, Heidi Albers ,Heidi Albers,,
E10,130,2024-02-16,43.99,Heidi Albers,Heidi Albers,,
E10,131,2024-02-16,34.57,Heidi Albers,Heidi Albers,,
E10,132,2024-02-16,41.73, Heidi Albers ,Heidi Albers,,
E10,133,2024-02-16,85.54,Heidi Albers,Heidi Albers,,
E10,134,2024-02-16,34.26,Heidi Albers,Heidi Albers,,
E10,135,2024-02-16,51.14, Heidi Albers ,Heidi Albers,,
E10,136,2024-02-16,37.84,Heidi Albers,Heidi Albers,,
E10,137,2024-02-16,39.65,Heidi Albers,Heidi Albers,,
E10,138,2024-02-16,53.29, Heidi Albers ,Heidi Albers,,
E10,139,2024-02-16,40.30,Heidi Albers,Heidi Albers,,
E10,140,2024-02-16,35.47,Heidi Albers,Heidi Albers,,
E10,141,2024-02-16,38.22, Heidi Albers ,Heidi Albers,,
E10,142,2024-02-16,43.77,Heidi Albers,Heidi Albers,,
E10,143,2024-02-16,37.76,Heidi Albers,Heidi Albers,,
E10,144,2024-02-16,33.96, Heidi Albers ,Heidi Albers,,
E10,145,2024-02-16,42.82,Heidi Albers,Heidi Albers,,
E10,146,2024-02-16,36.01,Heidi Albers,Heidi Albers,,
E10,147,2024-02-16,48.55, Heidi Albers ,Heidi Albers,,
E10,148,2024-02-16,39.25,Heidi Albers,Heidi Albers,,
E10,149,2024-02-16,34.44,Heidi Albers,Heidi Albers,,
E10,150,2024-02-16,37.78, Heidi Albers ,Heidi Albers,,
E10,151,2024-02-15,37.37,Heidi Albers,Heidi Albers,,
E10,152,2024-02-15,37.96,Heidi Albers,Heidi Albers,,
E10,153,2024-02-15,62.27,Heidi Albers,Heidi Albers,,
E10,154,2024-02-15,39.41,Heidi Albers,Heidi Albers,,
E10,155,2024-02-15,39.02,Heidi Albers,Heidi Albers,,
E10,156,2024-02-15,36.77,Heidi Albers,Heidi Albers,,
E10,157,2024-02-15,36.73,Heidi Albers,Heidi Albers,,
E10,158,2024-02-15,45.65,Heidi Albers,Heidi Albers,,
