BLK,POS,Date,Measurer,VEG,BUDS,FLOWERS,FRUITS,ABT,M,S,N
E6,36,2022-06-24,Abby,136,,,,,,,
E6,37,2022-06-24,Abby,85,89,,,,,,
E6,38,2022-06-24,Abby,90,92,,,,,,
E6,39,2022-06-24,Abby,84,,,,,,,
E6,40,2022-06-24,Abby,87,,,,,,,
E6,41,2022-06-24,Abby,100,,,,,,,
E6,42,2022-06-24,Abby,86,,,,,,,
E6,43,2022-06-24,Abby,97,,,,,,,
E6,44,2022-06-24,Abby,105,,,,,,,
E6,45,2022-06-24,Abby,109,,,,,,,
E6,46,2022-06-24,Abby,110,,,,,,,
E6,47,2022-06-24,Abby,74,,,,,,,
E6,48,2022-06-24,Abby,102,,,,,,,
E6,49,2022-06-24,Abby,110,,,,,,,
E6,50,2022-06-24,Abby,110,,,,,,,
E6,51,2022-06-24,Abby,102,,,,,,,
E6,52,2022-06-24,Abby,87,,,,,,,
E6,53,2022-06-24,Abby,95,,,,,,,
E6,54,2022-06-24,Abby,93,,,,,,,
E6,55,2022-06-24,Abby,NA,,,,,,,
E6,56,2022-06-24,Abby,90,,,,,,,
E6,57,2022-06-24,Abby,99,,,,,,,
E6,58,2022-06-24,Abby,136,,,,,,,
E6,59,2022-06-24,Abby,103,,,,,,,
E6,60,2022-06-24,Abby,91,,,,,,,
E6,61,2022-06-24,Abby,90,91,,,,,,
E6,62,2022-06-24,Abby,113,116,,,,,,
E6,63,2022-06-24,Abby,101,,,,,,,
E6,64,2022-06-24,Abby,42,,,,,,,
E6,65,2022-06-24,Abby,128,,,,,,,
E6,66,2022-06-24,Abby,117,,,,,,,
E6,67,2022-06-24,Abby,83,,,,,,,
E6,68,2022-06-24,Abby,87,88,,,,,,
E6,69,2022-06-24,Abby,80,,,,,,,
E6,70,2022-06-24,Abby,77,,,,,,,
E6,71,2022-06-24,Abby,110,,,,,,,
E6,72,2022-06-24,Abby,75,,,,,,,
E6,73,2022-06-24,Abby,106,107,,,,,,
E6,74,2022-06-24,Abby,34,,,,,,,
E6,75,2022-06-24,Abby,88,89,,,,,,
E6,76,2022-06-24,Abby,71,,,,,,,
E6,77,2022-06-24,Abby,107,,,,,,,
E6,78,2022-06-24,Abby,100,102,,,,,,
E6,79,2022-06-24,Abby,110,,,,,,,
E6,80,2022-06-24,Abby,107,,,,,,,
E6,81,2022-06-24,Abby,105,108,,,,,,
E6,82,2022-06-24,Abby,113,,,,,,,
E6,83,2022-06-24,Abby,116,,,,,,,
E6,84,2022-06-24,Abby,111,118,112,,,,,
E6,85,2022-06-24,Abby,114,,,,,,,
E6,86,2022-06-24,Abby,115,,,,,,,
E6,87,2022-06-24,Abby,103,,,,,,,
E6,88,2022-06-24,Abby,121,,,,,,,
E6,89,2022-06-24,Abby,110,115,,,,,,
E6,90,2022-06-24,Abby,129,130,,,,,,
E6,91,2022-06-24,Abby,91,,,,,,,
E6,92,2022-06-24,Abby,91,,,,,,,
E6,93,2022-06-24,Abby,71,72,,,,,,
E6,94,2022-06-24,Abby,78,,,,,,,
E6,95,2022-06-24,Abby,125,127,,,,,,
E6,96,2022-06-24,Abby,115,,,,,,,
E6,97,2022-06-24,Abby,111,,,,,,,
E6,98,2022-06-24,Abby,109,,,,,,,
E6,99,2022-06-24,Abby,124,125,,,,,,
E6,100,2022-06-24,Abby,119,,,,,,,
E6,101,2022-06-24,Abby,112,120,,,,,,
E6,102,2022-06-24,Abby,93,95,,,,,,
E6,103,2022-06-24,Abby,111,,,,,,,
E6,104,2022-06-24,Abby,124,132,,,,,,
E6,105,2022-06-24,Abby,110,,,,,,,
E6,106,2022-06-24,Abby,89,,,,,,,
E6,107,2022-06-24,Abby,85,96,,,,,,
E6,108,2022-06-24,Abby,90,93,,,,,,
E6,109,2022-06-24,Abby,103,,,,,,,
E6,110,2022-06-24,Abby,94,,,,,,,
E6,111,2022-06-24,Abby,93,,,,,,,
E6,112,2022-06-24,Abby,112,,,,,,,
E6,113,2022-06-24,Abby,60,,,,,,,
E6,114,2022-06-24,Abby,98,,,,,,,
E6,115,2022-06-24,Abby,94,99,,,,,,
E6,116,2022-06-24,Abby,80,,,,,,,
E6,117,2022-06-24,Abby,71,,,,,,,
E6,118,2022-06-24,Abby,81,82,,,,,,
E6,119,2022-06-24,Abby,101,,,,,,,
E6,120,2022-06-24,Abby,119,,,,,,,
E6,121,2022-06-24,Abby,111,,,,,,,
E6,122,2022-06-24,Abby,96,,,,,,,
E6,123,2022-06-24,Abby,91,,,,,,,
E6,124,2022-06-24,Abby,94,102,,,,,,
E6,125,2022-06-24,Abby,98,102,,,,,,
E6,126,2022-06-24,Abby,65,,,,,,,
E6,127,2022-06-24,Abby,78,79,,,,,,
E6,128,2022-06-24,Abby,96,,,,,,,
E6,129,2022-06-24,Abby,88,92,,,,,,
E6,130,2022-06-24,Abby,116,,,,,,,
E6,131,2022-06-24,Abby,103,105,,,,,,
E6,132,2022-06-24,Abby,126,,,,,,,
E6,133,2022-06-24,Abby,85,,,,,,,
E6,134,2022-06-24,Abby,NA,,,,,,,
E6,135,2022-06-24,Abby,54,,,,,,,
E6,136,2022-06-24,Abby,83,,,,,,,
E6,137,2022-06-24,Abby,76,79,,,,,,
E6,138,2022-06-24,Abby,109,112,,,,,,
E6,139,2022-06-24,Abby,NA,,,,,,,
E6,140,2022-06-24,Abby,101,111,,,,,,
E6,141,2022-06-24,Abby,83,,,,,,,
E6,142,2022-06-24,Abby,84,,,,,,,
E6,143,2022-06-24,Abby,117,,,,,,,
E6,144,2022-06-24,Abby,84,,,,,,,
E6,145,2022-06-24,Abby,107,,,,,,,
E6,146,2022-06-24,Abby,62,,,,,,,
E6,147,2022-06-24,Abby,80,,,,,,,
E6,148,2022-06-24,Abby,47,,,,,,,
E6,149,2022-06-24,Abby,54,,,,,,,
E6,150,2022-06-24,Abby,90,91,,,,,,
E6,151,2022-06-24,Abby,63,,,,,,,
E6,152,2022-06-24,Abby,70,,,,,,,
E6,153,2022-06-24,Abby,89,95,,,,,,
E6,154,2022-06-24,Abby,45,,,,,,,
E6,155,2022-06-24,Abby,93,,,,,,,
E6,156,2022-06-24,Abby,57,,,,,,,
E6,157,2022-06-24,Abby,109,,,,,,,
E6,158,2022-06-24,Abby,90,99,,,,,,
E6,159,2022-06-24,Abby,106,107,,,,,,
E6,160,2022-06-24,Abby,94,,,,,,,
E6,161,2022-06-24,Abby,66,,,,,,,
E6,162,2022-06-24,Abby,113,,,,,,,
E6,163,2022-06-24,Abby,66,,,,,,,
E6,164,2022-06-24,Abby,92,93,,,,,,
E6,165,2022-06-24,Abby,87,,,,,,,
E6,166,2022-06-24,Abby,80,,,,,,,
E6,167,2022-06-24,Abby,74,75,,,,,,
E6,168,2022-06-24,Abby,110,,,,,,,
E6,169,2022-06-24,Abby,80,85,,,,,,
E6,170,2022-06-24,Abby,96,,,,,,,
E6,171,2022-06-24,Abby,105,,,,,,,
E6,172,2022-06-24,Abby,61,,,,,,,
E6,173,2022-06-24,Abby,88,,,,,,,
E6,174,2022-06-24,Abby,105,,,,,,,
E6,175,2022-06-24,Abby,,,,,,,,
E6,176,2022-06-24,Abby,79,,,,,,,
E6,177,2022-06-24,Abby,91,,,,,,,
E6,178,2022-06-24,Abby,102,,,,,,,
E6,179,2022-06-24,Abby,81,,,,,,,
E6,180,2022-06-24,Abby,63,,,,,,,
E6,181,2022-06-24,Abby,91,96,,,,,,
E6,182,2022-06-24,Abby,103,,,,,,,
E6,183,2022-06-24,Abby,120,,,,,,,
E6,184,2022-06-24,Abby,78,,,,,,,
E6,185,2022-06-24,Abby,87,98,89,,,,,
E6,186,2022-06-24,Abby,104,,,,,,,
E6,187,2022-06-24,Abby,61,,,,,,,
E6,188,2022-06-24,Abby,117,,,,,,,
E6,189,2022-06-24,Abby,126,,,,,,,
E6,190,2022-06-24,Abby,74,,,,,,,
E6,191,2022-06-24,Abby,47,,,,,,,
E6,192,2022-06-24,Abby,95,,,,,,,
E6,193,2022-06-24,Abby,82,87,,,,,,
E6,194,2022-06-24,Abby,89,,,,,,,
E6,195,2022-06-24,Abby,95,,,,,,,
E6,196,2022-06-24,Abby,78,82,,,,,,
E6,197,2022-06-24,Abby,89,,,,,,,
E6,198,2022-06-24,Abby,77,,,,,,,
E6,199,2022-06-24,Abby,72,76,,,,,,
E6,200,2022-06-24,Abby,103,,,,,,,
E9,1,2022-06-24,Abby,34,,,,,,,
E9,2,2022-06-24,Abby,92,94,,,,,,
E9,3,2022-06-24,Abby,74,,,,,,,
E9,4,2022-06-24,Abby,82,84,,,,,,
E9,5,2022-06-24,Abby,90,,,,,,,
E9,6,2022-06-24,Abby,91,,,,,,,
E9,7,2022-06-24,Abby,103,114,,,,,,
E9,8,2022-06-24,Abby,89,93,,,,,,
E9,9,2022-06-24,Abby,94,,,,,,,
E9,10,2022-06-24,Abby,83,,,,,,,
E9,11,2022-06-24,Abby,104,,,,,,,
E9,12,2022-06-24,Abby,61,,,,,,,
E9,13,2022-06-24,Abby,99,,,,,,,
E9,14,2022-06-24,Abby,NA,,,,,,,
E9,15,2022-06-24,Abby,85,,,,,,,
E9,16,2022-06-24,Abby,102,103,,,,,,
E9,17,2022-06-24,Abby,83,,,,,,,
E9,18,2022-06-24,Abby,67,,,,,,,
E9,19,2022-06-24,Abby,77,,,,,,,
E9,20,2022-06-24,Abby,NA,,,,,,,
E9,21,2022-06-24,Abby,100,,,,,,,
E9,22,2022-06-24,Abby,95,104,,,,,,
E9,23,2022-06-24,Abby,NA,,,,,,,
E9,24,2022-06-24,Abby,82,83,,,,,,
E9,25,2022-06-24,Abby,,,,,,,,
E9,26,2022-06-24,Abby,34,,,,,,,
E9,27,2022-06-24,Abby,67,,,,,,,
E9,28,2022-06-24,Abby,79,,,,,,,
E9,29,2022-06-24,Abby,70,74,,,,,,
E9,30,2022-06-24,Abby,72,,,,,,,
E9,31,2022-06-24,Abby,75,,,,,,,
E9,32,2022-06-24,Abby,64,,,,,,,
E9,33,2022-06-24,Abby,71,,,,,,,
E9,34,2022-06-24,Abby,92,96,,,,,,
E9,35,2022-06-24,Abby,48,,,,,,,
E9,36,2022-06-24,Abby,65,,,,,,,
E9,37,2022-06-24,Abby,NA,,,,,,,
E9,38,2022-06-24,Abby,52,,,,,,,
E9,39,2022-06-24,Abby,NA,,,,,,,
E9,40,2022-06-24,Abby,49,,,,,,,
E9,41,2022-06-24,Abby,83,84,,,,,,
E9,42,2022-06-24,Abby,53,,,,,,,
E9,43,2022-06-24,Abby,NA,,,,,,,
E9,44,2022-06-24,Abby,73,,,,,,,
E9,45,2022-06-24,Abby,NA,,,,,,,
E9,46,2022-06-24,Abby,nA,,,,,,,
E9,47,2022-06-24,Abby,57,,,,,,,
E9,48,2022-06-24,Abby,94,97,,,,,,
E9,49,2022-06-24,Abby,58,,,,,,,
E9,50,2022-06-24,Abby,64,66,,,,,,
E9,51,2022-06-24,Abby,48,,,,,,,
E9,52,2022-06-24,Abby,48,,,,,,,
E9,53,2022-06-24,Abby,29,,,,,,,
E9,54,2022-06-24,Abby,63,,,,,,,
E9,55,2022-06-24,Abby,64,,,,,,,
E9,56,2022-06-24,Abby,53,,,,,,,
E9,57,2022-06-24,Abby,NA,,,,,,,
E9,58,2022-06-24,Abby,NA,,,,,,,
E9,59,2022-06-24,Abby,80,,,,,,,
E9,60,2022-06-24,Abby,75,82,,,,,,
E9,61,2022-06-24,Abby,76,,,,,,,
E9,62,2022-06-24,Abby,56,,,,,,,
E9,63,2022-06-24,Abby,67,,,,,,,
E9,64,2022-06-24,Abby,78,,,,,,,
E9,65,2022-06-24,Abby,59,,,,,,,
E9,66,2022-06-24,Abby,NA,,,,,,,
E9,67,2022-06-24,Abby,47,,,,,,,
E9,68,2022-06-24,Abby,62,,,,,,,
E9,69,2022-06-24,Abby,34,,,,,,,
E9,70,2022-06-24,Abby,46,,,,,,,
E9,71,2022-06-24,Abby,65,69,,,,,,
E9,72,2022-06-24,Abby,NA,,,,,,,
E9,73,2022-06-24,Abby,64,,,,,,,
E9,74,2022-06-24,Abby,92,,,,,,,
E9,75,2022-06-24,Abby,NA,,,,,,,
E9,76,2022-06-24,Abby,NA,,,,,,,
E9,77,2022-06-24,Abby,NA,,,,,,,
E9,78,2022-06-24,Abby,78,,,,,,,
E9,79,2022-06-24,Abby,NA,,,,,,,
E9,80,2022-06-24,Abby,49,,,,,,,
E9,81,2022-06-24,Abby,55,,,,,,,
E9,82,2022-06-24,Abby,47,,,,,,,
E9,83,2022-06-24,Abby,62,,,,,,,
E9,84,2022-06-24,Abby,65,,,,,,,
E9,85,2022-06-24,Abby,52,,,,,,,
E9,86,2022-06-24,Abby,82,83,,,,,,
E9,87,2022-06-24,Abby,79,,,,,,,
E9,88,2022-06-24,Abby,95,,,,,,,
E9,89,2022-06-24,Abby,66,,,,,,,
E9,90,2022-06-24,Abby,72,,,,,,,
E9,91,2022-06-24,Abby,65,,,,,,,
E9,92,2022-06-24,Abby,60,,,,,,,
E9,93,2022-06-24,Abby,47,,,,,,,
E9,94,2022-06-24,Abby,102,,,,,,,
E9,95,2022-06-24,Abby,60,,,,,,,
E9,96,2022-06-24,Abby,91,,,,,,,
E9,97,2022-06-24,Abby,72,,,,,,,
E9,98,2022-06-24,Abby,83,,,,,,,
E9,99,2022-06-24,Abby,NA,,,,,,,
E9,100,2022-06-24,Abby,56,,,,,,,
E9,101,2022-06-24,Abby,62,,,,,,,
E9,102,2022-06-24,Abby,60,,,,,,,
E9,103,2022-06-24,Abby,115,,,,,,,
E9,104,2022-06-24,Abby,96,,,,,,,
E9,105,2022-06-24,Abby,74,,,,,,,
E9,106,2022-06-24,Abby,79,,,,,,,
E9,107,2022-06-24,Abby,78,,,,,,,
E9,108,2022-06-24,Abby,72,,,,,,,
E9,109,2022-06-24,Abby,76,,,,,,,
E9,110,2022-06-24,Abby,57,,,,,,,
E9,111,2022-06-24,Abby,60,,,,,,,
E9,112,2022-06-24,Abby,34,,,,,,,
E9,113,2022-06-24,Abby,69,,,,,,,
E9,114,2022-06-24,Abby,64,,,,,,,
E9,115,2022-06-24,Abby,73,,,,,,,
E9,116,2022-06-24,Abby,30,,,,,,,
E9,117,2022-06-24,Abby,71,,,,,,,
E9,118,2022-06-24,Abby,62,,,,,,,
E9,119,2022-06-24,Abby,NA,,,,,,,
E9,120,2022-06-24,Abby,41,,,,,,,
E9,121,2022-06-24,Abby,44,,,,,,,
E9,122,2022-06-24,Abby,75,,,,,,,
E9,123,2022-06-24,Abby,53,,,,,,,
E9,124,2022-06-24,Abby,56,,,,,,,
E9,125,2022-06-24,Abby,,,,,,,,
E9,126,2022-06-24,Abby,62,,,,,,,
E9,127,2022-06-24,Abby,56,,,,,,,
E9,128,2022-06-24,Abby,87,,,,,,,
E9,129,2022-06-24,Abby,57,,,,,,,
E9,130,2022-06-24,Abby,49,,,,,,,
E9,131,2022-06-24,Abby,61,,,,,,,
E9,132,2022-06-24,Abby,70,73,,,,,,
E9,133,2022-06-24,Abby,NA,,,,,,,
E9,134,2022-06-24,Abby,NA,,,,,,,
E9,135,2022-06-24,Abby,NA,,,,,,,
E9,136,2022-06-24,Abby,59,,,,,,,
E9,137,2022-06-24,Abby,NA,,,,,,,
E9,138,2022-06-24,Abby,44,,,,,,,
E9,139,2022-06-24,Abby,NA,,,,,,,
E9,140,2022-06-24,Abby,105,,,,,,,
E9,141,2022-06-24,Abby,NA,,,,,,,
E9,142,2022-06-24,Abby,NA,,,,,,,
E9,143,2022-06-24,Abby,57,,,,,,,
E9,144,2022-06-24,Abby,72,,,,,,,
E9,145,2022-06-24,Abby,73,,,,,,,
E9,146,2022-06-24,Abby,58,,,,,,,
E9,147,2022-06-24,Abby,36,,,,,,,
E9,148,2022-06-24,Abby,NA,,,,,,,
E9,149,2022-06-24,Abby,41,,,,,,,
E9,150,2022-06-24,Abby,41,,,,,,,
E9,151,2022-06-24,Abby,47,,,,,,,
E9,152,2022-06-24,Abby,47,,,,,,,
E9,153,2022-06-24,Abby,59,,,,,,,
E9,154,2022-06-24,Abby,65,,,,,,,
E9,155,2022-06-24,Abby,60,,,,,,,
E9,156,2022-06-24,Abby,67,,,,,,,
E9,157,2022-06-24,Abby,22,,,,,,,
E9,158,2022-06-24,Abby,62,,,,,,,
E9,159,2022-06-24,Abby,NA,,,,,,,
E9,160,2022-06-24,Abby,72,,,,,,,
E9,161,2022-06-24,Abby,86,,,,,,,
E9,162,2022-06-24,Abby,46,,,,,,,
E9,163,2022-06-24,Abby,61,62,,,,,,
E9,164,2022-06-24,Abby,68,,,,,,,
E9,165,2022-06-24,Abby,83,,,,,,,
E9,166,2022-06-24,Abby,52,,,,,,,
E9,167,2022-06-24,Abby,51,,,,,,,
E9,168,2022-06-24,Abby,53,,,,,,,
E9,169,2022-06-24,Abby,56,,,,,,,
E9,170,2022-06-24,Abby,66,,,,,,,
E9,171,2022-06-24,Abby,53,,,,,,,
E9,172,2022-06-24,Abby,76,,,,,,,
E9,173,2022-06-24,Abby,104,107,,,,,,
E9,174,2022-06-24,Abby,71,,,,,,,
E9,175,2022-06-24,Abby,95,,,,,,,
E9,176,2022-06-24,Abby,48,,,,,,,
E9,177,2022-06-24,Abby,91,,,,,,,
E9,178,2022-06-24,Abby,73,,,,,,,
E9,179,2022-06-24,Abby,75,,,,,,,
E9,180,2022-06-24,Abby,84,97,91,,,,,
E9,181,2022-06-24,Abby,89,,,,,,,
E9,182,2022-06-24,Abby,64,,,,,,,
E9,183,2022-06-24,Abby,90,94,,,,,,
E9,184,2022-06-24,Abby,109,112,,,,,,
E9,185,2022-06-24,Abby,101,,,,,,,
E9,186,2022-06-24,Abby,100,105,,,,,,
E9,187,2022-06-24,Abby,76,,,,,,,
E9,188,2022-06-24,Abby,101,,,,,,,
E9,189,2022-06-24,Abby,79,,,,,,,
E9,190,2022-06-24,Abby,96,102,,,,,,
E9,191,2022-06-24,Abby,NA,,,,,,,
E9,192,2022-06-24,Abby,69,,,,,,,
E9,193,2022-06-24,Abby,95,,,,,,,
E9,194,2022-06-24,Abby,70,,,,,,,
E9,195,2022-06-24,Abby,85,,,,,,,
E9,196,2022-06-24,Abby,95,,,,,,,
E9,197,2022-06-24,Abby,56,,,,,,,
E9,198,2022-06-24,Abby,65,,,,,,,
E9,199,2022-06-24,Abby,91,,,,,,,
E9,200,2022-06-24,Abby,65,,,,,,,
E9,201,2022-06-24,Abby,97,99,,,,,,
E9,202,2022-06-24,Abby,84,,,,,,,
E10,1,2022-06-24,Abby,97,,,,,,,
E10,2,2022-06-24,Abby,82,97,90,,,,,
E10,3,2022-06-24,Abby,86,,,,,,,
E10,4,2022-06-24,Abby,94,98,,,,,,
E10,5,2022-06-24,Abby,100,102,,,,,,
E10,6,2022-06-24,Abby,84,85,,,,,,
E10,7,2022-06-24,Abby,93,96,,,,,,
E10,8,2022-06-24,Abby,88,,,,,,,
E10,9,2022-06-24,Abby,64,,,,,,,
E10,10,2022-06-24,Abby,87,,,,,,,
E10,11,2022-06-24,Abby,86,90,,,,,,
E10,12,2022-06-24,Abby,95,,,,,,,
E10,13,2022-06-24,Abby,96,99,,,,,,
E10,14,2022-06-24,Abby,91,,,,,,,
E10,15,2022-06-24,Abby,86,,,,,,,
E10,16,2022-06-24,Abby,115,,,,,,,
E10,17,2022-06-24,Abby,90,,,,,,,
E10,18,2022-06-24,Abby,76,78,,,,,,
E10,19,2022-06-24,Abby,104,,,,,,,
E10,20,2022-06-24,Abby,85,,,,,,,
E10,21,2022-06-24,Abby,83,88,,,,,,
E10,22,2022-06-24,Abby,91,,,,,,,
E10,23,2022-06-24,Abby,90,91,,,,,,
E10,24,2022-06-24,Abby,100,,,,,,,
E10,25,2022-06-24,Abby,98,,,,,,,
E10,26,2022-06-24,Abby,45,,,,,,,
E10,27,2022-06-24,Abby,88,,,,,,,
E10,28,2022-06-24,Abby,93,95,,,,,,
E10,29,2022-06-24,Abby,59,62,,,,,,
E10,30,2022-06-24,Abby,83,,,,,,,
E10,31,2022-06-24,Abby,63,,,,,,,
E10,32,2022-06-24,Abby,42,,,,,,,
E10,33,2022-06-24,Abby,80,82,,,,,,
E10,34,2022-06-24,Abby,65,,,,,,,
E10,35,2022-06-24,Abby,102,105,,,,,,
E10,36,2022-06-24,Abby,55,56,,,,,,
E10,37,2022-06-24,Abby,71,73,,,,,,
E10,38,2022-06-24,Abby,85,90,,,,,,
E10,39,2022-06-24,Abby,87,,,,,,,
E10,40,2022-06-24,Abby,62,,,,,,,
E10,41,2022-06-24,Abby,90,92,,,,,,
E10,42,2022-06-24,Abby,85,89,,,,,,
E10,43,2022-06-24,Abby,76,,,,,,,
E10,44,2022-06-24,Abby,68,,,,,,,
E10,45,2022-06-24,Abby,75,,,,,,,
E10,46,2022-06-24,Abby,67,75,,,,,,
E10,47,2022-06-24,Abby,78,,,,,,,
E10,48,2022-06-24,Abby,117,,,,,,,
E10,49,2022-06-24,Abby,74,,,,,,,
E10,50,2022-06-24,Abby,82,87,,,,,,
E10,51,2022-06-24,Abby,112,118,,,,,,
E10,52,2022-06-24,Abby,96,99,,,,,,
E10,53,2022-06-24,Abby,89,96,,,,,,
E10,54,2022-06-24,Abby,81,85,,,,,,
E10,55,2022-06-24,Abby,75,78,,,,,,
E10,56,2022-06-24,Abby,93,94,,,,,,
E10,57,2022-06-24,Abby,85,,,,,,,
E10,58,2022-06-24,Abby,107,,,,,,,
E10,59,2022-06-24,Abby,69,73,,,,,,
E10,60,2022-06-24,Abby,88,90,,,,,,
E10,61,2022-06-24,Abby,71,,,,,,,
E10,62,2022-06-24,Abby,82,,,,,,,
E10,63,2022-06-24,Abby,90,97,,,,,,
E10,64,2022-06-24,Abby,59,61,,,,,,
E10,65,2022-06-24,Abby,67,,,,,,,
E10,66,2022-06-24,Abby,84,,,,,,,
E10,67,2022-06-24,Abby,59,,,,,,,
E10,68,2022-06-24,Abby,77,,,,,,,
E10,69,2022-06-24,Abby,81,83,,,,,,
E10,70,2022-06-24,Abby,45,,,,,,,
E10,71,2022-06-24,Abby,75,77,,,,,,
E10,72,2022-06-24,Abby,86,,,,,,,
E10,73,2022-06-24,Abby,76,,,,,,,
E10,74,2022-06-24,Abby,,,,,,,,
E10,75,2022-06-24,Abby,,,,,,,,
E10,76,2022-06-24,Abby,72,,,,,,,
E10,77,2022-06-24,Abby,62,,,,,,,
E10,78,2022-06-24,Abby,80,83,,,,,,
E10,79,2022-06-24,Abby,78,80,,,,,,
E10,80,2022-06-24,Abby,71,,,,,,,
E10,81,2022-06-24,Abby,50,51,,,,,,
E10,82,2022-06-24,Abby,73,,,,,,,
E10,83,2022-06-24,Abby,78,,,,,,,
E10,84,2022-06-24,Abby,56,58,,,,,,
E10,85,2022-06-24,Abby,87,,,,,,,
E10,86,2022-06-24,Abby,41,,,,,,,
E10,87,2022-06-24,Abby,NA,,,,,,,
E10,88,2022-06-24,Abby,59,,,,,,,
E10,89,2022-06-24,Abby,110,,,,,,,
E10,90,2022-06-24,Abby,74,77,,,,,,
E10,91,2022-06-24,Abby,125,126,,,,,,
E10,92,2022-06-24,Abby,69,,,,,,,
E10,93,2022-06-24,Abby,68,71,,,,,,
E10,94,2022-06-24,Abby,88,94,,,,,,
E10,95,2022-06-24,Abby,80,89,,,,,,
E10,96,2022-06-24,Abby,93,97,,,,,,
E10,97,2022-06-24,Abby,85,88,,,,,,
E10,98,2022-06-24,Abby,84,86,,,,,,
E10,99,2022-06-24,Abby,82,,,,,,,
E10,100,2022-06-24,Abby,62,67,,,,,,
E10,101,2022-06-24,Abby,97,,,,,,,
E10,102,2022-06-24,Abby,58,60,,,,,,
E10,103,2022-06-24,Abby,102,105,,,,,,
E10,104,2022-06-24,Abby,89,,,,,,,
E10,105,2022-06-24,Abby,82,,,,,,,
E10,106,2022-06-24,Abby,93,,,,,,,
E10,107,2022-06-24,Abby,58,,,,,,,
E10,108,2022-06-24,Abby,96,,,,,,,
E10,109,2022-06-24,Abby,92,97,,,,,,
E10,110,2022-06-24,Abby,76,78,,,,,,
E10,111,2022-06-24,Abby,98,,,,,,,
E10,112,2022-06-24,Abby,84,89,,,,,,
E10,113,2022-06-24,Abby,83,87,,,,,,
E10,114,2022-06-24,Abby,78,79,,,,,,
E10,115,2022-06-24,Abby,58,62,,,,,,
E10,116,2022-06-24,Abby,106,112,,,,,,
E10,117,2022-06-24,Abby,84,,,,,,,
E10,118,2022-06-24,Abby,78,,,,,,,
E10,119,2022-06-24,Abby,88,91,,,,,,
E10,120,2022-06-24,Abby,74,,,,,,,
E10,121,2022-06-24,Abby,96,,,,,,,
E10,122,2022-06-24,Abby,98,,,,,,,
E10,123,2022-06-24,Abby,126,,,,,,,
E10,124,2022-06-24,Abby,140,,,,,,,
E10,125,2022-06-24,Abby,81,,,,,,,
E10,126,2022-06-24,Abby,109,,,,,,,
E10,127,2022-06-24,Abby,77,78,,,,,,
E10,128,2022-06-24,Abby,67,86,78,,,,,
E10,129,2022-06-24,Abby,104,,,,,,,
E10,130,2022-06-24,Abby,74,77,,,,,,
E10,131,2022-06-24,Abby,76,,,,,,,
E10,132,2022-06-24,Abby,106,,,,,,,
E10,133,2022-06-24,Abby,107,,,,,,,
E10,134,2022-06-24,Abby,83,,,,,,,
E10,135,2022-06-24,Abby,113,119,,,,,,
E10,136,2022-06-24,Abby,68,69,,,,,,
E10,137,2022-06-24,Abby,83,85,,,,,,
E10,138,2022-06-24,Abby,81,,,,,,,
E10,139,2022-06-24,Abby,111,,,,,,,
E10,140,2022-06-24,Abby,54,,,,,,,
E10,141,2022-06-24,Abby,109,111,,,,,,
E10,142,2022-06-24,Abby,76,77,,,,,,
E10,143,2022-06-24,Abby,76,79,,,,,,
E10,144,2022-06-24,Abby,54,,,,,,,
E10,145,2022-06-24,Abby,92,94,,,,,,
E10,146,2022-06-24,Abby,60,,,,,,,
E10,147,2022-06-24,Abby,111,,,,,,,
E10,148,2022-06-24,Abby,92,,,,,,,
E10,149,2022-06-24,Abby,73,74,,,,,,
E10,150,2022-06-24,Abby,65,68,,,,,,
E10,151,2022-06-24,Abby,86,88,,,,,,
E10,152,2022-06-24,Abby,95,,,,,,,
E10,153,2022-06-24,Abby,109,111,,,,,,
E10,154,2022-06-24,Abby,74,,,,,,,
E10,155,2022-06-24,Abby,76,77,,,,,,
E10,156,2022-06-24,Abby,76,,,,,,,
E10,157,2022-06-24,Abby,68,,,,,,,
E10,158,2022-06-24,Abby,84,94,,,,,,
E10,159,2022-06-24,Abby,72,76,,,,,,
E10,160,2022-06-24,Abby,96,,,,,,,
E10,161,2022-06-24,Abby,84,,,,,,,
E10,162,2022-06-24,Abby,83,85,,,,,,
E10,163,2022-06-24,Abby,92,99,,,,,,
E10,164,2022-06-24,Abby,91,,,,,,,
E10,165,2022-06-24,Abby,85,89,,,,,,
E10,166,2022-06-24,Abby,72,,,,,,,
E10,167,2022-06-24,Abby,84,91,,,,,,
E10,168,2022-06-24,Abby,58,,,,,,,
E10,169,2022-06-24,Abby,77,,,,,,,
E10,170,2022-06-24,Abby,44,46,,,,,,
E10,171,2022-06-24,Abby,60,81,68,,,,,
E10,172,2022-06-24,Abby,NA,,,,,,,
E10,173,2022-06-24,Abby,82,83,,,,,,
E10,174,2022-06-24,Abby,89,91,,,,,,
E10,175,2022-06-24,Abby,83,,,,,,,
E10,176,2022-06-24,Abby,73,,,,,,,
E10,177,2022-06-24,Abby,58,,,,,,,
E10,178,2022-06-24,Abby,72,,,,,,,
E10,179,2022-06-24,Abby,120,122,,,,,,
E10,180,2022-06-24,Abby,77,79,,,,,,
E10,181,2022-06-24,Abby,115,,,,,,,
E10,182,2022-06-24,Abby,60,62,,,,,,
E10,183,2022-06-24,Abby,67,,,,,,,
