Block,Position,Date,Measurer,Veg,Bud,Flr,Frt,Abt,M,S,N
E4,67,19-Jun,Emily,29.5,,,,,,,
E4,68,19-Jun,Emily,33,,,,,,,
E4,69,19-Jun,Emily,34,,,,,,,
E4,70,19-Jun,Emily,34,,,,,,,
E4,71,19-Jun,Emily,64,,,,,,,
E4,72,19-Jun,Emily,12,,,,,,,
E4,73,19-Jun,Emily,72,,,,,,,
E4,74,19-Jun,Emily,53.5,,,,,,,
E4,75,19-Jun,Emily,50,,,,,,,
E4,76,19-Jun,Emily,NA, , , , , , , 
E4,77,19-Jun,Emily,NA, , , , , , , 
E4,78,19-Jun,Emily,77,,,,,,,
E4,79,19-Jun,Emily,20,,,,,,,
E4,80,19-Jun,Emily,34,,,,,,,
E4,81,19-Jun,Emily,59,,,,,,,
E4,82,19-Jun,Emily,26,,,,,,,
E4,83,19-Jun,Emily,65,,,,,,,
E4,84,19-Jun,Emily,48.5,,,,,,,
E4,85,19-Jun,Emily,NA, , , , , , , 
E4,86,19-Jun,Emily,77.5,,,,,,,
E4,87,19-Jun,Emily,33,,,,,,,
E4,88,19-Jun,Emily,14,,,,,,,
E4,89,19-Jun,Emily,67,,,,,,,
E4,90,19-Jun,Emily,30.5,,,,,,,
E4,91,19-Jun,Emily,57,,,,,,,
E4,92,19-Jun,Emily,40,,,,,,,
E4,93,19-Jun,Emily,65,,,,,,,
E4,94,19-Jun,Emily,40,,,,,,,
E4,95,19-Jun,Emily,22,,,,,,,
E4,96,19-Jun,Emily,45,,,,,,,
E4,97,19-Jun,Emily,34,,,,,,,
E4,98,19-Jun,Emily,24,,,,,,,
E4,99,19-Jun,Emily,66,,,,,,,
E4,100,19-Jun,Emily,77,,,,,,,
E4,101,19-Jun,Emily,45,,,,,,,
E4,102,19-Jun,Emily,66,,,,,,,
E4,103,19-Jun,Emily,77,,,,,,,
E4,104,19-Jun,Emily,34,,,,,,,
E4,105,19-Jun,Emily,65,,,,,,,
E4,106,19-Jun,Emily,37,,,,,,,
E4,107,19-Jun,Emily,51.5,,,,,,,
E4,108,19-Jun,Emily,43,,,,,,,
E4,109,19-Jun,Emily,34.5,,,,,,,
E4,110,19-Jun,Emily,46.5,,,,,,,
E4,111,19-Jun,Emily,26,,,,,,,
E4,112,19-Jun,Emily,42,,,,,,,
E4,113,19-Jun,Emily,66,,,,,,,
E4,114,19-Jun,Emily,29,,,,,,,
E4,115,19-Jun,Emily,33.5,,,,,,,
E4,116,19-Jun,Emily,NA, , , , , , , 
E4,117,19-Jun,Emily,60,,,,,,,
E4,118,19-Jun,Emily,42,,,,,,,
E4,119,19-Jun,Emily,NA, , , , , , , 
E4,120,19-Jun,Emily,59,,,,,,,
E4,121,19-Jun,Emily,29,,,,,,,
E4,122,19-Jun,Emily,22,,,,,,,
E4,123,19-Jun,Emily,26,,,,,,,
E4,124,19-Jun,Emily,31,,,,,,,
E4,125,19-Jun,Emily,29,,,,,,,
E4,126,19-Jun,Emily,29,,,,,,,
E4,127,19-Jun,Emily,35,,,,,,,
E4,128,19-Jun,Emily,83,,,,,,,
E4,129,19-Jun,Emily,49,,,,,,,
E4,130,19-Jun,Emily,38,,,,,,,
E4,131,19-Jun,Emily,79,,,,,,,
E4,132,19-Jun,Emily,28,,,,,,,
E4,133,19-Jun,Emily,19,,,,,,,
E4,134,19-Jun,Emily,36,,,,,,,
E4,135,19-Jun,Emily,74.5,,,,,,,
E4,136,19-Jun,Emily,67,,,,,,,
E4,137,19-Jun,Emily,45,,,,,,,
E4,138,19-Jun,Emily,48,,,,,,,
E4,139,19-Jun,Emily,39,,,,,,,
E4,140,19-Jun,Emily,71,,,,,,,
E4,141,19-Jun,Emily,69,,,,,,,
E4,142,19-Jun,Emily,66.5,,,,,,,
E4,143,19-Jun,Emily,42.5,,,,,,,
E4,144,19-Jun,Emily,38.5,,,,,,,
E4,145,19-Jun,Emily,47,,,,,,,
E4,146,19-Jun,Emily,53.5,,,,,,,
E4,147,19-Jun,Emily,80.5,,,,,,,
E4,148,19-Jun,Emily,82,,,,,,,
E4,149,19-Jun,Emily,49,,,,,,,
E4,150,19-Jun,Emily,29,,,,,,,
E4,151,19-Jun,Emily,46,,,,,,,Y
E4,152,19-Jun,Emily,56,,,,,,,
E4,153,19-Jun,Emily,85.5,,,,,,,
E4,154,19-Jun,Emily,38.5,,,,,,,
E4,155,19-Jun,Emily,38.5,,,,,,,
E4,156,19-Jun,Emily,NA, , , , , , , 
E4,157,19-Jun,Emily,58.5,,,,,,,
E4,158,19-Jun,Emily,43,,,,,,,
E4,159,19-Jun,Emily,32,,,,,,,
E4,160,19-Jun,Emily,31,,,,,,,
E4,161,19-Jun,Emily,40.5,,,,,,,
E4,162,19-Jun,Emily,62,,,,,,,
E4,163,19-Jun,Emily,52,,,,,,,
E4,164,19-Jun,Emily,60,,,,,,,
E4,165,19-Jun,Emily,56.5,,,,,,,
E4,166,19-Jun,Emily,39,,,,,,,
E4,167,19-Jun,Emily,84,,,,,,,
E4,168,19-Jun,Emily,50,,,,,,,
E4,169,19-Jun,Emily,40.5,,,,,,,
E4,170,19-Jun,Emily,80.5,,,,,,,
E4,171,19-Jun,Emily,34,,,,,,,
E4,172,19-Jun,Emily,25.5,,,,,,,
E4,173,19-Jun,Emily,43,,,,,,,
E4,174,19-Jun,Emily,42,,,,,,,
E4,175,19-Jun,Emily,69,,,,,,,
E4,176,19-Jun,Emily,50,,,,,,,
E4,177,19-Jun,Emily,27,,,,,,,
E4,178,19-Jun,Emily,53,,,,,,,
E4,179,19-Jun,Emily,45.5,,,,,,,
E4,180,19-Jun,Emily,NA, , , , , , , 
E4,181,19-Jun,Emily,64,,,,,,,
E4,182,19-Jun,Emily,50.5,,,,,,,
E4,183,19-Jun,Emily,64,,,,,,,
E4,184,19-Jun,Emily,28.5,,,,,,,
E4,185,19-Jun,Emily,38,,,,,,,
E4,186,19-Jun,Emily,NA, , , , , , , 
E4,187,19-Jun,Emily,51,,,,,,,
E4,188,19-Jun,Emily,69,,,,,,,
E4,189,19-Jun,Emily,NA, , , , , , , 
E4,190,19-Jun,Emily,69,,,,,,,
E4,191,19-Jun,Emily,41,,,,,,,
E4,192,19-Jun,Emily,62,,,,,,,
E4,193,19-Jun,Emily,37,,,,,,,
E4,194,19-Jun,Emily,70.5,,,,,,,
E4,195,19-Jun,Emily,70,,,,,,,
E4,196,19-Jun,Emily,37,,,,,,,
E4,197,19-Jun,Emily,57,,,,,,,Y
E4,198,19-Jun,Emily,29,,,,,,,
E4,199,19-Jun,Emily,41.5,,,,,,,
E4,200,19-Jun,Emily,55,,,,,,,
E4,201,19-Jun,Emily,60,,,,,,,
E5,1,19-Jun,Mia,64,,,,,,,
E5,2,19-Jun,Mia,91,,,,,,,
E5,3,19-Jun,Mia,46,,,,,,,
E5,4,19-Jun,Mia,63,,,,,,,
E5,5,19-Jun,Mia,66.5,,,,,,,
E5,6,19-Jun,Mia,76,,,,,,,
E5,7,19-Jun,Mia,NA, , , , , , , 
E5,8,19-Jun,Mia,71,,,,,,,
E5,9,19-Jun,Mia,65,,,,,,,Y
E5,10,19-Jun,Mia,71,,,,,,,
E5,11,19-Jun,Mia,85,,,,,,,
E5,12,19-Jun,Mia,61,,,,,,,
E5,13,19-Jun,Mia,66,,,,,,,
E5,14,19-Jun,Mia,56,,,,,,,
E5,15,19-Jun,Mia,63,,,,,,,
E5,16,19-Jun,Mia,63.5,,,,,,,
E5,17,19-Jun,Mia,72,,,,,,,
E5,18,19-Jun,Mia,67.5,,,,,,,
E5,19,19-Jun,Mia,66,,,,,,,
E5,20,19-Jun,Mia,53,,,,,,,
E5,21,19-Jun,Mia,69.5,,,,,,,
E5,22,19-Jun,Mia,58.5,,,,,,,
E5,23,19-Jun,Mia,73,,,,,,,
E5,24,19-Jun,Mia,48,,,,,,,
E5,25,19-Jun,Mia,80,,,,,,,
E5,26,19-Jun,Mia,42.5,,,,,,,
E5,27,19-Jun,Mia,53,,,,,,,
E5,28,19-Jun,Mia,75.5,,,,,,,
E5,29,19-Jun,Mia,65,,,,,,,
E5,30,19-Jun,Mia,27,,,,,,,
E5,31,19-Jun,Mia,64,,,,,,,
E5,32,19-Jun,Mia,39,,,,,,,
E5,33,19-Jun,Mia,56.5,,,,,,,
E5,34,19-Jun,Mia,54.5,,,,,,,
E5,35,19-Jun,Mia,75.5,,,,,,,
E5,36,19-Jun,Mia,36,,,,,,,
E5,37,19-Jun,Mia,70,,,,,,,
E5,38,19-Jun,Mia,67,,,,,,,
E5,39,19-Jun,Mia,42,,,,,,,Y
E5,40,19-Jun,Mia,92,,,,,,,
E5,41,19-Jun,Mia,69,,,,,,,
E5,42,19-Jun,Mia,65,,,,,,,
E5,43,19-Jun,Mia,48.5,,,,,,,
E5,44,19-Jun,Mia,75,,,,,,,
E5,45,19-Jun,Mia,NA, , , , , , , 
E5,46,19-Jun,Mia,71,,,,,,,
E5,47,19-Jun,Mia,53.5,,,,,,,
E5,48,19-Jun,Mia,55,,,,,,,
E5,49,19-Jun,Mia,46,,,,,,,
E5,50,19-Jun,Mia,55,,,,,,,Y
E5,51,19-Jun,Mia,73,,,,,,,
E5,52,19-Jun,Mia,86.5,,,,,,,
E5,53,19-Jun,Mia,NA, , , , , , , 
E5,54,19-Jun,Mia,67.5,,,,,,,
E5,55,19-Jun,Mia,39.5,,,,,,,
E5,56,19-Jun,Mia,64.5,,,,,,,
E5,57,19-Jun,Mia,68.5,,,,,,,
E5,58,19-Jun,Mia,31,,,,,,,
E5,59,19-Jun,Mia,61.5,,,,,,,
E5,60,19-Jun,Mia,59.5,,,,,,,
E5,61,19-Jun,Mia,74,,,,,,,
E5,62,19-Jun,Mia,65,,,,,,,
E5,63,19-Jun,Mia,73,,,,,,,
E5,64,19-Jun,Mia,70,,,,,,,
E5,65,19-Jun,Mia,NA, , , , , , , 
E5,66,19-Jun,Mia,64,,,,,,,
E5,67,19-Jun,Mia,NA, , , , , , , 
E5,68,19-Jun,Mia,44,,,,,,,Y
E5,69,19-Jun,Mia,60,,,,,,,
E5,70,19-Jun,Mia,NA, , , , , , , 
E5,71,19-Jun,Mia,75,,,,,,,
E5,72,19-Jun,Mia,46,,,,,,,Y
E5,73,19-Jun,Mia,63,,,,,,,
E5,74,19-Jun,Mia,28,,,,,,,
E5,75,19-Jun,Mia,74.5,,,,,,,
E5,76,19-Jun,Mia,51,,,,,,,
E5,77,19-Jun,Mia,NA, , , , , , , 
E5,78,19-Jun,Mia,NA, , , , , , , 
E5,79,19-Jun,Mia,42,,,,,,,
E5,80,19-Jun,Mia,64.5,,,,,,,
E5,81,19-Jun,Mia,NA, , , , , , , 
E5,82,19-Jun,Mia,48,,,,,,,
E5,83,19-Jun,Mia,NA, , , , , , , 
E5,84,19-Jun,Mia,NA, , , , , , , 
E5,85,19-Jun,Mia,49,,,,,,,
E5,86,19-Jun,Mia,65,,,,,,,
E5,87,19-Jun,Mia,66,,,,,,,
E5,88,19-Jun,Mia,67,,,,,,,
E5,89,19-Jun,Mia,NA, , , , , , , 
E5,90,19-Jun,Mia,39,,,,,,,
E5,91,19-Jun,Mia,66,,,,,,,
E5,92,19-Jun,Mia,55,,,,,,,
E5,93,19-Jun,Mia,63,,,,,,,
E5,94,19-Jun,Mia,NA, , , , , , , 
E5,95,19-Jun,Mia,51,,,,,,,
E5,96,19-Jun,Mia,65,,,,,,,
E5,97,19-Jun,Mia,47,,,,,,,
E5,98,19-Jun,Mia,72.5,,,,,,,
E5,99,19-Jun,Mia,95,,,,,,,
E5,100,19-Jun,Mia,96,,,,,,,Y
E5,101,19-Jun,Mia ,84.5,,,,,,,
E5,102,19-Jun,Mia ,70,,,,,,,
E5,103,19-Jun,Mia ,71,,,,,,,
E5,104,19-Jun,Mia ,NA,,,,,,,
E5,105,19-Jun,Mia ,81,,,,,,,
E5,106,19-Jun,Mia ,NA,,,,,,,
E5,107,19-Jun,Mia ,59,,,,,,,
E5,108,19-Jun,Mia ,NA,,,,,,,
E5,109,19-Jun,Mia ,61,,,,,,,
E5,110,19-Jun,Mia ,NA,,,,,,,
E5,111,19-Jun,Mia ,97,,,,,,,
E5,112,19-Jun,Mia ,46,,,,,,,
E5,113,19-Jun,Mia ,88,,,,,,,
E5,114,19-Jun,Mia ,48,,,,,,,
E5,115,19-Jun,Mia ,73,,,,,,,Y
E5,116,19-Jun,Mia ,55,,,,,,,
E5,117,19-Jun,Mia ,54,,,,,,,
E5,118,19-Jun,Mia ,64,,,,,,,
E5,119,19-Jun,Mia ,52,,,,,,,
E5,120,19-Jun,Mia ,47,,,,,,,
E5,121,19-Jun,Mia ,41,,,,,,,
E5,122,19-Jun,Mia ,76,,,,,,,Y
E5,123,19-Jun,Mia ,71,,,,,,,Y
E5,124,19-Jun,Mia ,41,,,,,,,
E5,125,19-Jun,Mia ,56,,,,,,,
E5,126,19-Jun,Mia ,56.5,,,,,,,
E5,127,19-Jun,Mia ,66,,,,,,,
E5,128,19-Jun,Mia ,54,,,,,,,
E5,129,19-Jun,Mia ,46,,,,,,,
E5,130,19-Jun,Mia ,55,,,,,,,
E5,131,19-Jun,Mia ,62,,,,,,,
E5,132,19-Jun,Mia ,33,,,,,,,
E5,133,19-Jun,Mia ,NA,,,,,,,
E5,134,19-Jun,Mia ,41,,,,,,,
E5,135,19-Jun,Mia ,NA,,,,,,,
E5,136,19-Jun,Mia ,61,,,,,,,
E5,137,19-Jun,Mia ,54,,,,,,,
E5,138,19-Jun,Mia ,49,,,,,,,
E5,139,19-Jun,Mia ,63,,,,,,,
E5,140,19-Jun,Mia ,61,,,,,,,
E5,141,19-Jun,Mia ,61.5,,,,,,,
E5,142,19-Jun,Mia ,84,,,,,,,
E5,143,19-Jun,Mia ,61,,,,,,,
E5,144,19-Jun,Mia ,57,,,,,,,
E5,145,19-Jun,Mia ,75,,,,,,,
E5,146,19-Jun,Mia ,NA,,,,,,,
E5,147,19-Jun,Mia ,76,,,,,,,
E5,148,19-Jun,Mia ,56,,,,,,,
E5,149,19-Jun,Mia ,68,,,,,,,
E5,150,19-Jun,Mia ,58.5,,,,,,,
E5,151,19-Jun,Mia ,92,,,,,,,
E5,152,19-Jun,Mia ,57,,,,,,,
E5,153,19-Jun,Mia ,70,,,,,,,
E5,154,19-Jun,Mia ,57,,,,,,,
E5,155,19-Jun,Mia ,55,,,,,,,
E5,156,19-Jun,Mia ,84,,,,,,,
E5,157,19-Jun,Mia ,59.5,,,,,,,
E5,158,19-Jun,Mia ,74,,,,,,,
E5,159,19-Jun,Mia ,61,,,,,,,
E5,160,19-Jun,Mia ,65,,,,,,,
E5,161,19-Jun,Mia ,67,,,,,,,Y
E5,162,19-Jun,Mia ,50,,,,,,,
E5,163,19-Jun,Mia ,77,,,,,,,
E5,164,19-Jun,Mia ,70,,,,,,,
E5,165,19-Jun,Mia ,65,,,,,,,
E5,166,19-Jun,Mia ,NA,,,,,,,
E5,167,19-Jun,Mia ,57.5,,,,,,,
E5,168,19-Jun,Mia ,70,,,,,,,
E5,169,19-Jun,Mia ,NA,,,,,,,
E5,170,19-Jun,Mia ,60,,,,,,,
E5,171,19-Jun,Mia ,67,,,,,,,
E5,172,19-Jun,Mia ,56,,,,,,,
E5,173,19-Jun,Mia ,55,,,,,,,
E5,174,19-Jun,Mia ,61,,,,,,,
E5,175,19-Jun,Mia ,22,,,,,,,
E5,176,19-Jun,Mia ,49,,,,,,,
E5,177,19-Jun,Mia ,40,,,,,,,
E5,178,19-Jun,Mia ,46.5,,,,,,,
E5,179,19-Jun,Mia ,72,,,,,,,
E5,180,19-Jun,Mia ,76.5,,,,,,,
E5,181,19-Jun,Mia ,52,,,,,,,
E5,182,19-Jun,Mia ,94,,,,,,,
E5,183,19-Jun,Mia ,100,,,,,,,
E5,184,19-Jun,Mia ,59,,,,,,,
E5,185,19-Jun,Mia ,66,,,,,,,
E5,186,19-Jun,Mia ,82,,,,,,,
E5,187,19-Jun,Mia ,49.5,,,,,,,
E5,188,19-Jun,Mia ,36,,,,,,,
E5,189,19-Jun,Mia ,83,,,,,,,
E5,190,19-Jun,Mia ,NA,,,,,,,
E5,191,19-Jun,Mia ,65.5,,,,,,,
E5,192,19-Jun,Mia ,60.5,,,,,,,
E5,193,19-Jun,Mia ,61,,,,,,,Y
E5,194,19-Jun,Mia ,70.5,,,,,,,
E5,195,19-Jun,Mia ,NA,,,,,,,
E5,196,19-Jun,Mia ,53,,,,,,,
E5,197,19-Jun,Mia ,NA,,,,,,,
E5,198,19-Jun,Mia ,85,,,,,,,
E5,199,19-Jun,Mia ,75.5,,,,,,,
E5,200,19-Jun,Mia ,70,,,,,,,
E6,1,19-Jun,Matt,89,,,,,,,
E6,2,19-Jun,Matt,NA,,,,,,,
E6,3,19-Jun,Matt,64,,,,,,,
E6,4,19-Jun,Matt,43,,,,,,,
E6,5,19-Jun,Matt,65,,,,,,,
E6,6,19-Jun,Matt,78,,,,,,,
E6,7,19-Jun,Matt,65,,,,,,,
E6,8,19-Jun,Matt,55,,,,,,,
E6,9,19-Jun,Matt,64.5,,,,,,,
E6,10,19-Jun,Matt,45,,,,,,,
E6,11,19-Jun,Matt,98.5,,,,,,,
E6,12,19-Jun,Matt,50,,,,,,,
E6,13,19-Jun,Matt,67,,,,,,,
E6,14,19-Jun,Matt,82,,,,,,,
E6,15,19-Jun,Matt,57,,,,,,,
E6,16,19-Jun,Matt,96,,,,,,,
E6,17,19-Jun,Matt,83,,,,,,,
E6,18,19-Jun,Matt,80,,,,,,,
E6,19,19-Jun,Matt,93,,,,,,,
E6,20,19-Jun,Matt,NA,,,,,,,
E6,21,19-Jun,Matt,96,,,,,,,
E6,22,19-Jun,Matt,97,,,,,,,
E6,23,19-Jun,Matt,76,,,,,,,
E6,24,19-Jun,Matt,47,,,,,,,
E6,25,19-Jun,Matt,52,,,,,,,
E6,26,19-Jun,Matt,84,,,,,,,
E6,27,19-Jun,Matt,63,,,,,,,
E6,28,19-Jun,Matt,78.5,,,,,,,
E6,29,19-Jun,Matt,69,,,,,,,
E6,30,19-Jun,Matt,83,,,,,,,
E6,31,19-Jun,Matt,72,,,,,,,
E6,32,19-Jun,Matt,87,,,,,,,
E6,33,19-Jun,Matt,67,,,,,,,
E6,34,19-Jun,Matt,83,,,,,,,
E6,35,19-Jun,Matt,86,,,,,,,
E6,36,19-Jun,Matt,129.5,,,,,,,Y
E6,37,19-Jun,Matt,60,,,,,,,
E6,38,19-Jun,Matt,62,,,,,,,
E6,39,19-Jun,Matt,66,,,,,,,
E6,40,19-Jun,Matt,67,,,,,,,
E6,41,19-Jun,Matt,60,,,,,,,
E6,42,19-Jun,Matt,75,,,,,,,
E6,43,19-Jun,Matt,66,,,,,,,
E6,44,19-Jun,Matt,57,,,,,,,
E6,45,19-Jun,Matt,73,,,,,,,
E6,46,19-Jun,Matt,79,,,,,,,
E6,47,19-Jun,Matt,70.5,,,,,,,
E6,48,19-Jun,Matt,71,,,,,,,
E6,49,19-Jun,Matt,71.5,,,,,,,
E6,50,19-Jun,Matt,65,,,,,,,
E6,51,19-Jun,Matt,87,,,,,,,
E6,52,19-Jun,Matt,64,,,,,,,
E6,53,19-Jun,Matt,60.5,,,,,,,
E6,54,19-Jun,Matt,75,,,,,,,
E6,55,19-Jun,Matt,38,,,,,,,Y
E6,56,19-Jun,Matt,74,,,,,,,
E6,57,19-Jun,Matt,85,,,,,,,
E6,58,19-Jun,Matt,75.5,,,,,,,
E6,59,19-Jun,Matt,91,,,,,,,
E6,60,19-Jun,Matt,90.5,,,,,,,
E6,61,19-Jun,Matt,68,,,,,,,
E6,62,19-Jun,Matt,86,,,,,,,
E6,63,19-Jun,Matt,75,,,,,,,
E6,64,19-Jun,Matt,94,,,,,,,
E6,65,19-Jun,Matt,85,,,,,,,
E6,66,19-Jun,Matt,79,,,,,,,
E6,67,19-Jun,Matt,88,,,,,,,
E6,68,19-Jun,Matt,73.5,,,,,,,
E6,69,19-Jun,Matt,113,,,,,,,
E6,70,19-Jun,Matt,84,,,,,,,
E6,71,19-Jun,Matt,83.5,,,,,,,
E6,72,19-Jun,Matt,95,,,,,,,
E6,73,19-Jun,Matt,94,,,,,,,
E6,74,19-Jun,Matt,NA,,,,,,,
E6,75,19-Jun,Matt,77,,,,,,,
E6,76,19-Jun,Matt,63,,,,,,,
E6,77,19-Jun,Matt,85,,,,,,,
E6,78,19-Jun,Matt,59,,,,,,,
E6,79,19-Jun,Matt,84,,,,,,,
E6,80,19-Jun,Matt,88,,,,,,,
E6,81,19-Jun,Matt,NA,,,,,,,
E6,82,19-Jun,Matt,99,,,,,,,
E6,83,19-Jun,Matt,90,,,,,,,
E6,84,19-Jun,Matt,NA,,,,,,,
E6,85,19-Jun,Matt,68,,,,,,,
E6,86,19-Jun,Matt,88.5,,,,,,,
E6,87,19-Jun,Matt,80,,,,,,,
E6,88,19-Jun,Matt,86,,,,,,,
E6,89,19-Jun,Matt,71,,,,,,,
E6,90,19-Jun,Matt,75,,,,,,,
E6,91,19-Jun,Matt,63.5,,,,,,,
E6,92,19-Jun,Matt,99.5,,,,,,,
E6,93,19-Jun,Matt,68,,,,,,,
E6,94,19-Jun,Matt,74,,,,,,,
E6,95,19-Jun,Matt,88.5,,,,,,,
E6,96,19-Jun,Matt,77,,,,,,,
E6,97,19-Jun,Matt,71,,,,,,,
E6,98,19-Jun,Matt,74.5,,,,,,,
E6,99,19-Jun,Matt,86,,,,,,,
E6,100,19-Jun,Matt,82.5,,,,,,,
E6,101,20-Jun,Matt,84.5,,,,,,,
E6,102,20-Jun,Matt,88,,,,,,,
E6,103,20-Jun,Matt,38,,,,,,,
E6,104,20-Jun,Matt,88,,,,,,,
E6,105,20-Jun,Matt,87.5,,,,,,,
E6,106,20-Jun,Matt,90,,,,,,,
E6,107,20-Jun,Matt,86,,,,,,,
E6,108,20-Jun,Matt,90,,,,,,,
E6,109,20-Jun,Matt,86,,,,,,,
E6,110,20-Jun,Matt,90,,,,,,,
E6,111,20-Jun,Matt,91,,,,,,,
E6,112,20-Jun,Matt,83.5,,,,,,,
E6,113,20-Jun,Matt,84,,,,,,,
E6,114,20-Jun,Matt,92,,,,,,,
E6,115,20-Jun,Matt,64,,,,,,,
E6,116,20-Jun,Matt,90.5,,,,,,,
E6,117,20-Jun,Matt,96,,,,,,,
E6,118,20-Jun,Matt,66,,,,,,,
E6,119,20-Jun,Matt,81,,,,,,,
E6,120,20-Jun,Matt,93,,,,,,,
E6,121,20-Jun,Matt,102,,,,,,,
E6,122,20-Jun,Matt,71,,,,,,,
E6,123,20-Jun,Matt,97,,,,,,,
E6,124,20-Jun,Matt,76,,,,,,,
E6,125,20-Jun,Matt,64,,,,,,,
E6,126,20-Jun,Matt,73,,,,,,,
E6,127,20-Jun,Matt,64,,,,,,,
E6,128,20-Jun,Matt,83.5,,,,,,,
E6,129,20-Jun,Matt,72,,,,,,,
E6,130,20-Jun,Matt,110,,,,,,,
E6,131,20-Jun,Matt,100,,,,,,,
E6,132,20-Jun,Matt,100.5,,,,,,,
E6,133,20-Jun,Matt,79.5,,,,,,,
E6,134,20-Jun,Matt,94,,,,,,,
E6,135,20-Jun,Matt,53.5,,,,,,,
E6,136,20-Jun,Matt,89.5,,,,,,,
E6,137,20-Jun,Matt,59,,,,,,,
E6,138,20-Jun,Matt,100,,,,,,,
E6,139,20-Jun,Matt,,,,,,,,
E6,140,20-Jun,Matt,69,,,,,,,
E6,141,20-Jun,Matt,78,,,,,,,
E6,142,20-Jun,Matt,59,,,,,,,
E6,143,20-Jun,Matt,93.5,,,,,,,
E6,144,20-Jun,Matt,75,,,,,,,
E6,145,20-Jun,Matt,79,,,,,,,
E6,146,20-Jun,Matt,68.5,,,,,,,
E6,147,20-Jun,Matt,79,,,,,,,
E6,148,20-Jun,Matt,67,,,,,,,
E6,149,20-Jun,Matt,60,,,,,,,
E6,150,20-Jun,Matt,81,,,,,,,
E6,151,20-Jun,Matt,72,,,,,,,
E6,152,20-Jun,Matt,68,,,,,,,
E6,153,20-Jun,Matt,96,,,,,,,
E6,154,20-Jun,Matt,44.5,,,,,,,
E6,155,20-Jun,Matt,90.5,,,,,,,
E6,156,20-Jun,Matt,109,,,,,,,
E6,157,20-Jun,Matt,96,,,,,,,
E6,158,20-Jun,Matt,85,,,,,,,
E6,159,20-Jun,Matt,86,,,,,,,
E6,160,20-Jun,Matt,92,,,,,,,
E6,161,20-Jun,Matt,76.5,,,,,,,
E6,162,20-Jun,Matt,66.5,,,,,,,
E6,163,20-Jun,Matt,81,,,,,,,
E6,164,20-Jun,Matt,64.5,,,,,,,
E6,165,20-Jun,Matt,88.5,,,,,,,
E6,166,20-Jun,Matt,,,,,,,,
E6,167,20-Jun,Matt,69.5,,,,,,,
E6,168,20-Jun,Matt,58,,,,,,,
E6,169,20-Jun,Matt,79.5,,,,,,,
E6,170,20-Jun,Matt,69,,,,,,,
E6,171,20-Jun,Matt,98.5,,,,,,,
E6,172,20-Jun,Matt,98.5,,,,,,,
E6,173,20-Jun,Matt,79,,,,,,,
E6,174,20-Jun,Matt,80,,,,,,,
E6,175,20-Jun,Matt,116,,,,,,,
E6,176,20-Jun,Matt,79,,,,,,,
E6,177,20-Jun,Matt,84.5,,,,,,,
E6,178,20-Jun,Matt,88.5,,,,,,,
E6,179,20-Jun,Matt,76,,,,,,,
E6,180,20-Jun,Matt,69,,,,,,,
E6,181,20-Jun,Matt,96,,,,,,,
E6,182,20-Jun,Matt,87.5,,,,,,,
E6,183,20-Jun,Matt,91,,,,,,,
E6,184,20-Jun,Matt,61,,,,,,,
E6,185,20-Jun,Matt,66,,,,,,,
E6,186,20-Jun,Matt,78,,,,,,,
E6,187,20-Jun,Matt,76.5,,,,,,,
E6,188,20-Jun,Matt,99,,,,,,,
E6,189,20-Jun,Matt,76,,,,,,,
E6,190,20-Jun,Matt,73,,,,,,,
E6,191,20-Jun,Matt,70,,,,,,,
E6,192,20-Jun,Matt,86,,,,,,,
E6,193,20-Jun,Matt,58,,,,,,,
E6,194,20-Jun,Matt,69,,,,,,,
E6,195,20-Jun,Matt,49.5,,,,,,,
E6,196,20-Jun,Matt,83.5,,,,,,,
E6,197,20-Jun,Matt,83,,,,,,,
E6,198,20-Jun,Matt,83.5,,,,,,,
E6,199,20-Jun,Matt,55,,,,,,,
E6,200,20-Jun,Matt,95,,,,,,,
E9,1,19-Jun,Emily,29,,,,,,,
E9,2,19-Jun,Emily,57,,,,,,,
E9,3,19-Jun,Emily,51,,,,,,,
E9,4,19-Jun,Emily,50,,,,,,,
E9,5,19-Jun,Emily,55,,,,,,,Y
E9,6,19-Jun,Emily,68,,,,,,,
E9,7,19-Jun,Emily,61.5,,,,,,,
E9,8,19-Jun,Emily,72,,,,,,,
E9,9,19-Jun,Emily,54,,,,,,,
E9,10,19-Jun,Emily,67,,,,,,,
E9,11,19-Jun,Emily,59,,,,,,,
E9,12,19-Jun,Emily,76,,,,,,,
E9,13,19-Jun,Emily,41,,,,,,,
E9,14,19-Jun,Emily,50,,,,,,,
E9,15,19-Jun,Emily,NA, , , , , , , 
E9,16,19-Jun,Emily,61,,,,,,,
E9,17,19-Jun,Emily,38,,,,,,,
E9,18,19-Jun,Emily,37,,,,,,,
E9,19,19-Jun,Emily,61,,,,,,,
E9,20,19-Jun,Emily,47,,,,,,,
E9,21,19-Jun,Emily,NA, , , , , , , 
E9,22,19-Jun,Emily,55,,,,,,,
E9,23,19-Jun,Emily,54,,,,,,,
E9,24,19-Jun,Emily,34,,,,,,,
E9,25,19-Jun,Emily,54,,,,,,,
E9,26,19-Jun,Emily,37,,,,,,,
E9,27,19-Jun,Emily,36,,,,,,,
E9,28,19-Jun,Emily,50,,,,,,,
E9,29,19-Jun,Emily,63,,,,,,,
