Block,Pos,Date,Measurer,Egg,Larv,Adt,Wvl,OH,U,D
E3,108,20-Jun,Samara,,,,1,,4,4
E3,109,20-Jun,Samara,,,,1,,5,0
E3,110,20-Jun,Samara,,,,0,,5,0
E3,111,20-Jun,Samara,,,,0,,6,2
E3,112,20-Jun,Samara,,,,1,,4,0
E3,113,20-Jun,Samara,,,,0,,4,0
E3,114,20-Jun,Samara,,,,1,,2,2
E3,115,20-Jun,Samara,,,,2,,4,0
E3,116,20-Jun,Samara,,,,1,,4,0
E3,117,20-Jun,Samara,,,,1,,4,0
E3,118,20-Jun,Samara,,,,1,,6,0
E3,119,20-Jun,Samara,,,,1,,2,0
E3,120,20-Jun,Samara,,,,1,,3,0
E3,121,20-Jun,Samara,,,,2,,4,0
E3,122,20-Jun,Samara,,,,1,,5,0
E3,123,20-Jun,Samara,,,,0,,3,0
E3,124,20-Jun,Samara,,,,0,,4,0
E3,125,20-Jun,Samara,,,,0,,5,0
E3,126,20-Jun,Samara,,,,1,,3,0
E3,127,20-Jun,Samara,,,,0,,2,0
E3,128,20-Jun,Samara,,,,0,,9,0
E3,129,20-Jun,Samara,,,,0,,3,0
E3,130,20-Jun,Samara,,,,0,,3,0
E3,131,20-Jun,Samara,,,,0,,2,0
E3,132,20-Jun,Samara,,,,NA,,NA,NA
E3,133,20-Jun,Samara,,,,0,,4,0
E3,134,20-Jun,Samara,,,,1,,3,0
E3,135,20-Jun,Samara,,,,0,,5,0
E3,136,20-Jun,Samara,,,,2,,2,0
E3,137,20-Jun,Samara,,,,0,,3,0
E3,138,20-Jun,Samara,,,,1,,3,0
E3,139,20-Jun,Samara,,,,0,,2,0
E3,140,20-Jun,Samara,,,,1,,1,0
E3,141,20-Jun,Samara,,,,1,,4,0
E3,142,20-Jun,Samara,,,,NA,,NA,NA
E3,143,20-Jun,Samara,,,,0,,6,0
E3,144,20-Jun,Samara,,,,1,,3,0
E3,145,20-Jun,Samara,,,,1,,5,0
E3,146,20-Jun,Samara,,,,1,,3,0
E3,147,20-Jun,Samara,,,,1,,1,0
E3,148,20-Jun,Samara,,,,2,,3,1
E3,149,20-Jun,Samara,,,,1,,3,0
E3,150,20-Jun,Samara,,,,1,,4,0
E3,151,20-Jun,Samara,,,,1,,3,0
E3,152,20-Jun,Samara,,,,0,,2,0
E3,153,20-Jun,Samara,,,,1,,4,1
E3,154,20-Jun,Samara,,,,1,,2,0
E3,155,20-Jun,Samara,,,,NA,,NA,NA
E3,156,20-Jun,Samara,,,,2,,7,1
E3,157,20-Jun,Samara,,,,2,,3,1
E3,158,20-Jun,Samara,,,,0,,5,0
E3,159,20-Jun,Samara,,,,2,,3,0
E3,160,20-Jun,Samara,,,,2,,1,1
E3,161,20-Jun,Samara,,,,1,,3,3
E3,162,20-Jun,Samara,,,,2,,2,1
E3,163,20-Jun,Samara,,,,0,,3,0
E3,164,20-Jun,Samara,,,,1,,3,0
E3,165,20-Jun,Samara,,,,1,,4,0
E3,166,20-Jun,Samara,,,,1,,6,0
E3,167,20-Jun,Samara,,,,1,,1,0
E3,168,20-Jun,Samara,,,,2,,3,0
E3,169,20-Jun,Samara,,,,2,,0,1
E3,170,20-Jun,Samara,,,,0,,3,0
E3,171,20-Jun,Samara,,,,2,,5,1
E3,172,20-Jun,Samara,,,,0,,5,0
E3,173,20-Jun,Samara,,,,1,,5,2
E3,174,20-Jun,Samara,,,,2,,2,2
E3,175,20-Jun,Samara,,,,1,,4,0
E3,176,20-Jun,Samara,,,,1,,3,1
E3,177,20-Jun,Samara,,,,0,,3,0
E3,178,20-Jun,Samara,,,,0,,4,0
E3,179,20-Jun,Samara,,,,0,,1,0
E3,180,20-Jun,Samara,,,,0,,5,0
E3,181,20-Jun,Samara,,,,0,,4,0
E3,182,20-Jun,Samara,,,,1,,1,0
E3,183,20-Jun,Samara,,,,1,,7,0
E3,184,20-Jun,Samara,,,,1,,4,0
E3,185,20-Jun,Samara,,,,0,,3,0
E3,186,20-Jun,Samara,,,,0,,4,0
E3,187,20-Jun,Samara,,,,0,,6,0
E3,188,20-Jun,Samara,,,,1,,1,0
E3,189,20-Jun,Samara,,,,1,,2,0
E3,190,20-Jun,Samara,,,,0,,3,0
E3,191,20-Jun,Samara,,,,0,,1,0
E3,192,20-Jun,Samara,,,,0,,3,0
E3,193,20-Jun,Samara,,,,1,,5,0
E3,194,20-Jun,Samara,,,,0,,4,0
E3,195,20-Jun,Samara,,,,0,,4,0
E3,196,20-Jun,Samara,,,,0,,6,0
E3,197,20-Jun,Samara,,,,1,,9,0
E3,198,20-Jun,Samara,,,,1,,2,0
E3,199,20-Jun,Samara,,,,0,,8,0
E3,200,20-Jun,Samara,,,,1,,6,0
E4,1,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,2,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,3,20-Jun,Samara,,YES,YES,5,,0,6
E4,4,20-Jun,Samara,,YES,,4,,0,6
E4,5,20-Jun,Samara,,YES,,4,,0,2
E4,6,20-Jun,Samara,,YES,,5,,0,2
E4,7,20-Jun,Samara,,YES,,5,,0,6
E4,8,20-Jun,Samara,,YES,,5,,0,1
E4,9,20-Jun,Samara,,YES,,5,,0,9
E4,10,20-Jun,Samara,,YES,YES,5,,0,5
E4,11,20-Jun,Samara,,YES,,5,,0,3
E4,12,20-Jun,Samara,,YES,,5,,0,3
E4,13,20-Jun,Samara,,YES,,3,,0,6
E4,14,20-Jun,Samara,,YES,,4,,0,7
E4,15,20-Jun,Samara,,YES,,4,,0,5
E4,16,20-Jun,Samara,,YES,,5,,0,4
E4,17,20-Jun,Samara,,YES,,4,,0,6
E4,18,20-Jun,Samara,,YES,,5,,0,6
E4,19,20-Jun,Samara,,YES,,5,,0,4
E4,20,20-Jun,Samara,,YES,,4,,0,8
E4,21,20-Jun,Samara,,YES,,5,,0,6
E4,22,20-Jun,Samara,,YES,YES,3,,0,1
E4,23,20-Jun,Samara,,YES,,5,,0,4
E4,24,20-Jun,Samara,,YES,,4,,0,5
E4,25,20-Jun,Samara,,YES,,3,,0,3
E4,26,20-Jun,Samara,,YES,,5,,0,3
E4,27,20-Jun,Samara,,YES,YES,5,,0,3
E4,28,20-Jun,Samara,,YES,,5,,0,2
E4,29,20-Jun,Samara,,YES,,4,,0,3
E4,30,20-Jun,Samara,,YES,,5,,0,1
E4,31,20-Jun,Samara,,YES,,5,,0,1
E4,32,20-Jun,Samara,,YES,,5,,0,1
E4,33,20-Jun,Samara,,YES,YES,4,,0,3
E4,34,20-Jun,Samara,,YES,YES,4,,0,4
E4,35,20-Jun,Samara,,YES,YES,4,,0,5
E4,36,20-Jun,Samara,,YES,,5,,0,4
E4,37,20-Jun,Samara,,YES,,5,,0,6
E4,38,20-Jun,Samara,,YES,,5,,0,5
E4,39,20-Jun,Samara,,YES,,5,,0,2
E4,40,20-Jun,Samara,,YES,,5,,0,5
E4,41,20-Jun,Samara,,YES,,5,,0,6
E4,42,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,43,20-Jun,Samara,,YES,YES,5,,0,5
E4,44,20-Jun,Samara,,YES,,4,,0,2
E4,45,20-Jun,Samara,,YES,,5,,0,2
E4,46,20-Jun,Samara,,YES,,5,,0,4
E4,47,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,48,20-Jun,Samara,,YES,,4,,0,4
E4,49,20-Jun,Samara,,YES,,5,,0,4
E4,50,20-Jun,Samara,,YES,,3,,0,4
E4,51,20-Jun,Samara,,YES,,5,,0,3
E4,52,20-Jun,Samara,,YES,,5,,0,8
E4,53,20-Jun,Samara,,YES,,5,,0,2
E4,54,20-Jun,Samara,,YES,,5,,0,4
E4,55,20-Jun,Samara,,YES,,5,,0,4
E4,56,20-Jun,Samara,,YES,,5,,0,7
E4,57,20-Jun,Samara,,YES,,5,,0,4
E4,58,20-Jun,Samara,,YES,,4,,0,5
E4,59,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,60,20-Jun,Samara,,YES,,4,,0,3
E4,61,20-Jun,Samara,,YES,YES,4,,0,7
E4,62,20-Jun,Samara,,YES,,5,,0,8
E4,63,20-Jun,Samara,,YES,,5,,0,7
E4,64,20-Jun,Samara,,YES,YES,4,,0,2
E4,65,20-Jun,Samara,,YES,,4,,0,3
E4,66,20-Jun,Samara,,YES,YES,4,,0,4
E4,67,20-Jun,Samara,,YES,,4,,0,1
E4,68,20-Jun,Samara,,YES,,5,,0,3
E4,69,20-Jun,Samara,,YES,,5,,0,2
E4,70,20-Jun,Samara,,YES,,5,,0,3
E4,71,20-Jun,Samara,,YES,,5,,0,5
E4,72,20-Jun,Samara,,YES,,5,,0,4
E4,73,20-Jun,Samara,,YES,,5,,0,5
E4,74,20-Jun,Samara,,YES,,4,,0,1
E4,75,20-Jun,Samara,,YES,,5,,0,4
E4,76,20-Jun,Samara,,YES,,5,,0,3
E4,77,20-Jun,Samara,,YES,,4,,0,2
E4,78,20-Jun,Samara,,YES,,5,,0,3
E4,79,20-Jun,Samara,,YES,,5,,0,2
E4,80,20-Jun,Samara,,YES,,5,,0,3
E4,81,20-Jun,Samara,,YES,,5,,0,6
E4,82,20-Jun,Samara,,YES,,5,,0,5
E4,83,20-Jun,Samara,,YES,,5,,0,2
E4,84,20-Jun,Samara,,YES,,5,,0,3
E4,85,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,86,20-Jun,Samara,,YES,,3,,0,5
E4,87,20-Jun,Samara,,YES,,5,,0,2
E4,88,20-Jun,Samara,,YES,,5,,0,5
E4,89,20-Jun,Samara,,YES,,5,,0,3
E4,90,20-Jun,Samara,,YES,,5,,0,3
E4,91,20-Jun,Samara,,YES,,5,,0,6
E4,92,20-Jun,Samara,,YES,,5,,0,5
E4,93,20-Jun,Samara,,YES,,5,,0,5
E4,94,20-Jun,Samara,,YES,,5,,0,4
E4,95,20-Jun,Samara,,YES,,5,,0,6
E4,96,20-Jun,Samara,,YES,,4,,0,2
E4,97,20-Jun,Samara,,YES,,3,,0,2
E4,98,20-Jun,Samara,,YES,,5,,0,2
E4,99,20-Jun,Samara,,YES,YES,4,,0,4
E4,100,20-Jun,Samara,,YES,YES,4,,0,4
E4,101,20-Jun,Samara,,YES,YES,4,,0,4
E4,102,20-Jun,Samara,,YES,,4,,0,4
E4,103,20-Jun,Samara,,YES,,4,,0,3
E4,104,20-Jun,Samara,,YES,,4,,0,3
E4,105,20-Jun,Samara,,YES,,4,,0,4
E4,106,20-Jun,Samara,,YES,,4,,0,4
E4,107,20-Jun,Samara,,YES,,5,,0,2
E4,108,20-Jun,Samara,,YES,,4,,0,5
E4,109,20-Jun,Samara,,YES,,5,,0,2
E4,110,20-Jun,Samara,,YES,,5,,0,7
E4,111,20-Jun,Samara,,YES,,5,,0,3
E4,112,20-Jun,Samara,,YES,,5,,0,4
E4,113,20-Jun,Samara,,YES,YES,5,,0,5
E4,114,20-Jun,Samara,,YES,,5,,0,5
E4,115,20-Jun,Samara,,YES,,5,,0,3
E4,116,20-Jun,Samara,,YES,,5,,0,4
E4,117,20-Jun,Samara,,YES,,2,,0,4
E4,118,20-Jun,Samara,,YES,,5,,0,5
E4,119,20-Jun,Samara,,YES,,5,,0,1
E4,120,20-Jun,Samara,,YES,,3,,0,4
E4,121,20-Jun,Samara,,YES,,5,,0,3
E4,122,20-Jun,Samara,,YES,,5,,0,2
E4,123,20-Jun,Samara,,YES,,5,,0,2
E4,124,20-Jun,Samara,,YES,,5,,0,4
E4,125,20-Jun,Samara,,YES,,5,,0,3
E4,126,20-Jun,Samara,,YES,,4,,0,7
E4,127,20-Jun,Samara,,YES,,5,,0,3
E4,128,20-Jun,Samara,,YES,YES,3,,0,6
E4,129,20-Jun,Samara,,YES,,5,,0,3
E4,130,20-Jun,Samara,,YES,,5,,0,5
E4,131,20-Jun,Samara,,YES,,4,,0,3
E4,132,20-Jun,Samara,,YES,,4,,0,5
E4,133,20-Jun,Samara,,YES,,3,,0,5
E4,134,20-Jun,Samara,,YES,,5,,0,6
E4,135,20-Jun,Samara,,YES,,4,,0,4
E4,136,20-Jun,Samara,,YES,,4,,0,7
E4,137,20-Jun,Samara,,YES,,3,,0,7
E4,138,20-Jun,Samara,,YES,,4,,0,2
E4,139,20-Jun,Samara,,YES,YES,4,,0,3
E4,140,20-Jun,Samara,,YES,,5,,0,5
E4,141,20-Jun,Samara,,YES,,4,,0,3
E4,142,20-Jun,Samara,,YES,YES,4,,0,1
E4,143,20-Jun,Samara,,YES,,4,,0,3
E4,144,20-Jun,Samara,,YES,,4,,0,4
E4,145,20-Jun,Samara,,YES,,4,,0,5
E4,146,20-Jun,Samara,,YES,,4,,0,5
E4,147,20-Jun,Samara,,YES,,5,,0,3
E4,148,20-Jun,Samara,,YES,YES,5,,0,2
E4,149,20-Jun,Samara,,YES,,4,,0,2
E4,150,20-Jun,Samara,,YES,,5,,0,2
E4,151,20-Jun,Samara,,YES,,4,,0,3
E4,152,20-Jun,Samara,,YES,,5,,0,3
E4,153,20-Jun,Samara,,YES,YES,4,,0,6
E4,154,20-Jun,Samara,,YES,,5,,0,3
E4,155,20-Jun,Samara,,YES,,4,,0,4
E4,156,20-Jun,Samara,,YES,,5,,0,5
E4,157,20-Jun,Samara,,YES,,3,,0,1
E4,158,20-Jun,Samara,,YES,,4,,0,3
E4,159,20-Jun,Samara,,YES,,3,,0,4
E4,160,20-Jun,Samara,,YES,,5,,0,4
E4,161,20-Jun,Samara,,YES,,4,,0,2
E4,162,20-Jun,Samara,,YES,,5,,0,4
E4,163,20-Jun,Samara,,YES,,4,,0,3
E4,164,20-Jun,Samara,,YES,,3,,0,3
E4,165,20-Jun,Samara,,YES,,4,,0,3
E4,166,20-Jun,Samara,,YES,,4,,0,6
E4,167,20-Jun,Samara,,YES,,5,,0,6
E4,168,20-Jun,Samara,,YES,,4,,0,5
E4,169,20-Jun,Samara,,YES,,5,,0,3
E4,170,20-Jun,Samara,,YES,,5,,0,3
E4,171,20-Jun,Samara,,YES,,5,,0,4
E4,172,20-Jun,Samara,,YES,,5,,0,4
E4,173,20-Jun,Samara,,YES,,5,,0,4
E4,174,20-Jun,Samara,,YES,,3,,0,1
E4,175,20-Jun,Samara,,YES,,5,,0,4
E4,176,20-Jun,Samara,,YES,,5,,0,4
E4,177,20-Jun,Samara,,YES,,5,,0,4
E4,178,20-Jun,Samara,,,,3,,0,5
E4,179,20-Jun,Samara,,YES,,4,,0,2
E4,180,20-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E4,181,20-Jun,Samara,,YES,,5,,0,4
E4,182,20-Jun,Samara,,YES,,5,,0,3
E4,183,20-Jun,Samara,,YES,,3,,0,5
E4,184,20-Jun,Samara,,YES,,5,,0,1
E4,185,20-Jun,Samara,,YES,,5,,0,5
E4,186,20-Jun,Samara,,YES,,5,,0,2
E4,187,20-Jun,Samara,,YES,,3,,0,4
E4,188,20-Jun,Samara,,YES,,3,,0,5
E4,189,20-Jun,Samara,,YES,,3,,0,2
E4,190,20-Jun,Samara,,YES,,5,,0,5
E4,191,20-Jun,Samara,,YES,,5,,0,4
E4,192,20-Jun,Samara,,YES,,5,,0,4
E4,193,20-Jun,Samara,,YES,,4,,0,2
E4,194,20-Jun,Samara,,YES,,3,,0,1
E4,195,20-Jun,Samara,,YES,,5,,0,2
E4,196,20-Jun,Samara,,YES,,3,,0,4
E4,197,20-Jun,Samara,,YES,,5,,0,6
E4,198,20-Jun,Samara,,YES,,3,,0,2
E4,199,20-Jun,Samara,,YES,,4,,0,5
E4,200,20-Jun,Samara,,YES,,4,,0,5
E4,201,20-Jun,Samara,,YES,,5,,0,6
E5,1,18-Jun,Samara,,YES,,5,,0,5
E5,2,18-Jun,Samara,,YES,,4,,1,2
E5,3,18-Jun,Samara,,YES,,4,,0,4
E5,4,18-Jun,Samara,,YES,,5,,0,2
E5,5,18-Jun,Samara,,YES,,3,,1,0
E5,6,18-Jun,Samara,,YES,,5,,0,5
E5,7,18-Jun,Samara,,YES,,5,,0,1
E5,8,18-Jun,Samara,,,,4,,0,6
E5,9,18-Jun,Samara,,YES,,5,,0,4
E5,10,18-Jun,Samara,,YES,,5,,0,2
E5,11,18-Jun,Samara,,YES,,5,,0,6
E5,12,18-Jun,Samara,,YES,YES,4,,0,4
E5,13,18-Jun,Samara,,YES,,4,,0,6
E5,14,18-Jun,Samara,,YES,,5,,0,3
E5,15,18-Jun,Samara,,YES,,5,,0,5
E5,16,18-Jun,Samara,,YES,,5,,0,4
E5,17,18-Jun,Samara,,YES,,5,,0,5
E5,18,18-Jun,Samara,,YES,,5,,0,1
E5,19,18-Jun,Samara,,YES,,5,,0,3
E5,20,18-Jun,Samara,,YES,,5,,0,3
E5,21,18-Jun,Samara,,YES,,5,,0,4
E5,22,18-Jun,Samara,,YES,,5,,0,3
E5,23,18-Jun,Samara,,YES,,5,,0,5
E5,24,18-Jun,Samara,,YES,,5,,0,3
E5,25,18-Jun,Samara,,YES,,5,,0,6
E5,26,18-Jun,Samara,,YES,,5,,0,1
E5,27,18-Jun,Samara,,YES,,5,,0,1
E5,28,18-Jun,Samara,,YES,,5,,0,6
E5,29,18-Jun,Samara,,YES,,4,,0,5
E5,30,18-Jun,Samara,,YES,,5,,0,2
E5,31,18-Jun,Samara,,YES,,5,,0,3
E5,32,18-Jun,Samara,,YES,,5,,0,3
E5,33,18-Jun,Samara,,YES,,5,,0,2
E5,34,18-Jun,Samara,,YES,,5,,0,6
E5,35,18-Jun,Samara,,YES,,5,,0,3
E5,36,18-Jun,Samara,,YES,,4,,0,2
E5,37,18-Jun,Samara,,YES,,5,,0,5
E5,38,18-Jun,Samara,,YES,,5,,0,5
E5,39,18-Jun,Samara,,YES,,4,,0,2
E5,40,18-Jun,Samara,,YES,,5,,0,5
E5,41,18-Jun,Samara,,YES,,5,,0,3
E5,42,18-Jun,Samara,,YES,,5,,0,5
E5,43,18-Jun,Samara,,YES,,5,,0,3
E5,44,18-Jun,Samara,,YES,,5,,0,3
E5,45,18-Jun,Samara,,YES,,5,,0,4
E5,46,18-Jun,Samara,,YES,,5,,0,4
E5,47,18-Jun,Samara,,YES,,5,,0,3
E5,48,18-Jun,Samara,,YES,,5,,0,4
E5,49,18-Jun,Samara,,YES,,5,,0,3
E5,50,18-Jun,Samara,,YES,,5,,0,3
E5,51,18-Jun,Samara,,YES,,5,,0,4
E5,52,18-Jun,Samara,,YES,,5,,0,7
E5,53,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,54,18-Jun,Samara,,YES,,5,,0,2
E5,55,18-Jun,Samara,,YES,,5,,0,2
E5,56,18-Jun,Samara,,YES,,5,,0,5
E5,57,18-Jun,Samara,,YES,,5,,0,3
E5,58,18-Jun,Samara,,YES,,5,,0,3
E5,59,18-Jun,Samara,,YES,,5,,0,3
E5,60,18-Jun,Samara,,YES,,5,,0,2
E5,61,18-Jun,Samara,,YES,,5,,0,4
E5,62,18-Jun,Samara,,YES,,5,,0,1
E5,63,18-Jun,Samara,,YES,,5,,0,4
E5,64,18-Jun,Samara,,YES,,5,,0,3
E5,65,18-Jun,Samara,,YES,,4,,0,4
E5,66,18-Jun,Samara,,YES,,5,,0,5
E5,67,18-Jun,Samara,,YES,,5,,0,1
E5,68,18-Jun,Samara,,YES,,3,,0,6
E5,69,18-Jun,Samara,,YES,,5,,0,5
E5,70,18-Jun,Samara,,YES,,5,,0,3
E5,71,18-Jun,Samara,,YES,,5,,0,6
E5,72,18-Jun,Samara,,YES,,4,,0,1
E5,73,18-Jun,Samara,,YES,,5,,0,2
E5,74,18-Jun,Samara,,YES,,5,,0,3
E5,75,18-Jun,Samara,,YES,,5,,0,4
E5,76,18-Jun,Samara,,YES,,5,,0,4
E5,77,18-Jun,Samara,,YES,,5,,0,4
E5,78,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,79,18-Jun,Samara,,YES,,5,,0,3
E5,80,18-Jun,Samara,,YES,,5,,0,4
E5,81,18-Jun,Samara,,YES,,5,,0,4
E5,82,18-Jun,Samara,,YES,,5,,0,5
E5,83,18-Jun,Samara,,YES,,5,,0,1
E5,84,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,85,18-Jun,Samara,,YES,,5,,0,3
E5,86,18-Jun,Samara,,YES,,5,,0,7
E5,87,18-Jun,Samara,,YES,,5,,0,6
E5,88,18-Jun,Samara,,YES,,5,,0,4
E5,89,18-Jun,Samara,,YES,,5,,0,3
E5,90,18-Jun,Samara,,YES,,5,,0,3
E5,91,18-Jun,Samara,,YES,,5,,0,3
E5,92,18-Jun,Samara,,YES,,5,,0,5
E5,93,18-Jun,Samara,,YES,,5,,0,3
E5,94,18-Jun,Samara,,YES,,5,,0,1
E5,95,18-Jun,Samara,,YES,,5,,0,3
E5,96,18-Jun,Samara,,YES,,5,,0,3
E5,97,18-Jun,Samara,,YES,,5,,0,4
E5,98,18-Jun,Samara,,YES,,5,,0,4
E5,99,18-Jun,Samara,,YES,,5,,0,7
E5,100,18-Jun,Samara,,YES,,5,,0,3
E5,101,18-Jun,Samara,,YES,,4,,0,4
E5,102,18-Jun,Samara,,YES,,4,,0,5
E5,103,18-Jun,Samara,,YES,,5,,0,5
E5,104,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,105,18-Jun,Samara,,YES,,4,,0,3
E5,106,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,107,18-Jun,Samara,,YES,,5,,0,4
E5,108,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,109,18-Jun,Samara,,YES,,3,,0,4
E5,110,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,111,18-Jun,Samara,,YES,,4,,0,4
E5,112,18-Jun,Samara,,YES,,5,,0,3
E5,113,18-Jun,Samara,,YES,,4,,0,3
E5,114,18-Jun,Samara,,YES,,5,,0,5
E5,115,18-Jun,Samara,,YES,,4,,0,8
E5,116,18-Jun,Samara,,YES,,5,,0,3
E5,117,18-Jun,Samara,,YES,,5,,0,2
E5,118,18-Jun,Samara,,YES,,5,,0,4
E5,119,18-Jun,Samara,,YES,,5,,0,2
E5,120,18-Jun,Samara,,YES,,5,,0,6
E5,121,18-Jun,Samara,,YES,,5,,0,3
E5,122,18-Jun,Samara,,YES,,5,,0,7
E5,123,18-Jun,Samara,,YES,,5,,0,6
E5,124,18-Jun,Samara,,YES,,5,,0,4
E5,125,18-Jun,Samara,,YES,,5,,0,5
E5,126,18-Jun,Samara,,YES,,5,,0,3
E5,127,18-Jun,Samara,,YES,,5,,0,4
E5,128,18-Jun,Samara,,YES,,5,,0,4
E5,129,18-Jun,Samara,,YES,,5,,0,5
E5,130,18-Jun,Samara,,YES,,5,,0,3
E5,131,18-Jun,Samara,,YES,,5,,0,2
E5,132,18-Jun,Samara,,YES,,5,,0,2
E5,133,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,134,18-Jun,Samara,,YES,,4,,0,4
E5,135,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,136,18-Jun,Samara,,YES,,5,,0,4
E5,137,18-Jun,Samara,,YES,,5,,0,3
E5,138,18-Jun,Samara,,YES,,5,,0,3
E5,139,18-Jun,Samara,,YES,,5,,0,2
E5,140,18-Jun,Samara,,YES,,5,,0,4
E5,141,18-Jun,Samara,,YES,,5,,0,4
E5,142,18-Jun,Samara,,YES,,5,,0,4
E5,143,18-Jun,Samara,,YES,,5,,0,5
E5,144,18-Jun,Samara,,YES,,5,,0,4
E5,145,18-Jun,Samara,,YES,,5,,0,5
E5,146,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,147,18-Jun,Samara,,YES,,3,,0,2
E5,148,18-Jun,Samara,,YES,,5,,0,6
E5,149,18-Jun,Samara,,YES,,5,,0,3
E5,150,18-Jun,Samara,,YES,,5,,0,2
E5,151,18-Jun,Samara,,YES,,5,,0,3
E5,152,18-Jun,Samara,,YES,,5,,0,5
E5,153,18-Jun,Samara,,YES,,5,,0,4
E5,154,18-Jun,Samara,,YES,,5,,0,1
E5,155,18-Jun,Samara,,YES,,5,,0,5
E5,156,18-Jun,Samara,,YES,,5,,0,4
E5,157,18-Jun,Samara,,YES,,5,,0,3
E5,158,18-Jun,Samara,,YES,,5,,0,4
E5,159,18-Jun,Samara,,YES,,5,,0,1
E5,160,18-Jun,Samara,,YES,,5,,0,4
E5,161,18-Jun,Samara,,YES,,5,,0,3
E5,162,18-Jun,Samara,,YES,,5,,0,2
E5,163,18-Jun,Samara,,YES,,5,,0,2
E5,164,18-Jun,Samara,,YES,,5,,0,4
E5,165,18-Jun,Samara,,YES,,5,,0,4
E5,166,18-Jun,Samara,,YES,,5,,0,3
E5,167,18-Jun,Samara,,YES,,4,,0,2
E5,168,18-Jun,Samara,,YES,,2,,0,1
E5,169,18-Jun,Samara,,YES,,5,,0,1
E5,170,18-Jun,Samara,,YES,,4,,0,2
E5,171,18-Jun,Samara,,YES,,5,,0,2
E5,172,18-Jun,Samara,,YES,,5,,0,1
E5,173,18-Jun,Samara,,YES,,5,,0,2
E5,174,18-Jun,Samara,,YES,,4,,0,2
E5,175,18-Jun,Samara,,YES,,5,,0,1
E5,176,18-Jun,Samara,,YES,,2,,0,3
E5,177,18-Jun,Samara,,YES,,5,,0,3
E5,178,18-Jun,Samara,,YES,,4,,0,1
E5,179,18-Jun,Samara,,YES,,5,,0,4
E5,180,18-Jun,Samara,,YES,,4,,0,5
E5,181,18-Jun,Samara,,YES,,5,,0,3
E5,182,18-Jun,Samara,,YES,,5,,0,4
E5,183,18-Jun,Samara,,YES,,2,,0,4
E5,184,18-Jun,Samara,,YES,,5,,0,3
E5,185,18-Jun,Samara,,YES,,5,,0,5
E5,186,18-Jun,Samara,,YES,,3,,0,1
E5,187,18-Jun,Samara,,YES,,3,,0,2
E5,188,18-Jun,Samara,YES,YES,,3,,0,2
E5,189,18-Jun,Samara,,YES,,5,,0,2
E5,190,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,191,18-Jun,Samara,YES,,,3,,0,5
E5,192,18-Jun,Samara,,,,3,,0,1
E5,193,18-Jun,Samara,,,,5,,0,4
E5,194,18-Jun,Samara,,,,5,,0,2
E5,195,18-Jun,Samara,NA,NA,NA,NA,NA,NA,NA
E5,196,18-Jun,Samara,,,,5,,0,3
E5,197,18-Jun,Samara,,,,5,,0,3
E5,198,18-Jun,Samara,,,,4,,0,1
E5,199,18-Jun,Samara,,,,5,,0,4
E5,200,18-Jun,Samara,,,,3,,0,4
E6,1,18-Jun,Samara,,,,0,,5,0
E6,2,18-Jun,Samara,,,,NA,NA,NA,NA
E6,3,18-Jun,Samara,,,,0,,6,0
E6,4,18-Jun,Samara,,,,NA,NA,NA,NA
E6,5,18-Jun,Samara,,,,2,,3,0
E6,6,18-Jun,Samara,,,,2,,3,0
E6,7,18-Jun,Samara,,,,2,,6,0
E6,8,18-Jun,Samara,,,,NA,NA,NA,NA
E6,9,18-Jun,Samara,,,,1,,1,0
E6,10,18-Jun,Samara,,,,NA,NA,NA,NA
E6,11,18-Jun,Samara,,,,1,,7,0
E6,12,18-Jun,Samara,,,,0,,1,0
E6,13,18-Jun,Samara,,,,1,,5,0
E6,14,18-Jun,Samara,,,,1,,4,0
E6,15,18-Jun,Samara,,,,1,,2,0
E6,16,18-Jun,Samara,,,,0,,5,0
E6,17,18-Jun,Samara,,,,1,,5,0
E6,18,18-Jun,Samara,,,,2,,5,0
E6,19,18-Jun,Samara,,,,1,,3,0
E6,20,18-Jun,Samara,,,,1,,3,0
E6,21,18-Jun,Samara,,,,1,,5,0
E6,22,18-Jun,Samara,,,,1,,2,0
E6,23,18-Jun,Samara,,,,1,,4,0
