block ,individual,date,surveyor,stem_length,bud_length,flower_length,fruit_length,note,stem_switch
JC2,27,28/6/2018,claire,23.5,,,,,
JC2,28,28/6/2018,claire,25.5,,,,,
JC2,29,28/6/2018,claire,22,,,,,
JC2,30,28/6/2018,claire,20.5,,,,,
JC2,31,28/6/2018,claire,20,,,,,
JC2,32,28/6/2018,claire,10,,,,,
JC2,33,28/6/2018,claire,27,,,,,
JC2,34,28/6/2018,claire,21,,,,,
JC2,35,28/6/2018,claire,23,,,,,
JC2,36,28/6/2018,claire,22.5,,,,,
JC2,37,28/6/2018,claire,21,,,,,
JC2,38,28/6/2018,claire,28,,,,,
JC2,39,28/6/2018,claire,14,,,,,
JC2,40,28/6/2018,claire,24,,,,,
JC3,1,28/6/2018,claire,17,,,,,
JC3,2,28/6/2018,claire,26,,,,,
JC3,3,28/6/2018,claire,17,,,,,
JC3,4,28/6/2018,claire,14,,,,,
JC3,5,28/6/2018,claire,19.5,,,,,
JC3,6,28/6/2018,claire,31,,,,,
JC3,7,28/6/2018,claire,21.5,,,,,
JC3,8,28/6/2018,claire,16,,,,,
JC3,9,28/6/2018,claire,22.5,,,,,
JC3,10,28/6/2018,claire,29,,,,,
JC3,11,28/6/2018,claire,18,,,,,
JC3,12,28/6/2018,claire,11,,,,,
JC3,13,28/6/2018,claire,16.5,,,,,
JC3,14,28/6/2018,claire,23,,,,,
JC3,15,28/6/2018,claire,10,,,,,
JC3,16,28/6/2018,claire,20,,,,,
JC3,17,28/6/2018,claire,23,,,,,
JC3,18,28/6/2018,claire,12,,,,,
JC3,19,28/6/2018,claire,21,,,,,
JC3,20,28/6/2018,claire,18.5,,,,,
JC3,21,28/6/2018,claire,21.5,,,,,
JC3,22,28/6/2018,claire,28.5,,,,,
JC3,23,28/6/2018,claire,22,,,,,
JC3,24,28/6/2018,claire,23,,,,,
JC3,25,28/6/2018,claire,29,,,,,
JC3,26,28/6/2018,claire,24,,,,,
JC3,27,28/6/2018,claire,25,,,,,
JC3,28,28/6/2018,claire,22,,,,,
JC3,29,28/6/2018,claire,15,,,,,
JC3,30,28/6/2018,claire,21.5,,,,,
JC3,31,28/6/2018,claire,21,,,,,
JC3,32,28/6/2018,claire,22.5,,,,,
JC3,33,28/6/2018,claire,26,,,,,
JC3,34,28/6/2018,claire,19.5,,,,,
JC3,35,28/6/2018,claire,16,,,,,
JC3,36,28/6/2018,claire,23,,,,,
JC3,37,28/6/2018,claire,23.5,,,,,
JC3,38,28/6/2018,claire,20.5,,,,,
JC3,39,28/6/2018,claire,31,,,,,
JC3,40,28/6/2018,claire,21,,,,,
JC4,1,28/6/2018,claire,21,,,,,
JC4,2,28/6/2018,claire,21.5,,,,,
JC4,3,28/6/2018,claire,15,,,,,
JC4,4,28/6/2018,claire,27.5,,,,,
JC4,5,28/6/2018,claire,17,,,,,
JC4,6,28/6/2018,claire,25,,,,,
JC4,7,28/6/2018,claire,21.5,,,,,
JC4,8,28/6/2018,claire,22,,,,,
JC4,9,28/6/2018,claire,32,,,,,
JC4,10,28/6/2018,claire,16.5,,,,,
JC4,11,28/6/2018,claire,27.5,,,,,
JC4,12,28/6/2018,claire,24.5,,,,,
JC4,13,28/6/2018,claire,20.5,,,,,
JC4,14,28/6/2018,claire,19,,,,,
JC4,15,28/6/2018,claire,21,,,,,
JC4,16,28/6/2018,claire,26,,,,,
JC4,17,28/6/2018,claire,16,,,,,
JC4,18,28/6/2018,claire,15,,,,,
JC4,19,28/6/2018,claire,28,,,,,
JC4,20,28/6/2018,claire,22,,,,,
JC4,21,28/6/2018,claire,missing,,,,,
JC4,22,28/6/2018,claire,17,,,,,
JC4,23,28/6/2018,claire,22,,,,,
JC4,24,28/6/2018,claire,21,,,,,
JC4,25,28/6/2018,claire,25,,,,,
JC4,26,28/6/2018,claire,20,,,,,
JC4,27,28/6/2018,claire,21,,,,,
JC4,28,28/6/2018,claire,21.5,,,,,
JC4,29,28/6/2018,claire,13.5,,,,,
JC4,30,28/6/2018,claire,27.5,,,,,
JC4,31,28/6/2018,claire,22.5,,,,,
JC4,32,28/6/2018,claire,22,,,,,
JC4,33,28/6/2018,claire,26,,,,,
JC4,34,28/6/2018,claire,21,,,,,
JC4,35,28/6/2018,claire,22,,,,,
JC4,36,28/6/2018,claire,25,,,,switched tape,
JC4,37,28/6/2018,claire,22,,,,,
JC4,38,28/6/2018,claire,12.5,,,,,
JC4,39,28/6/2018,claire,16,,,,,
JC4,40,28/6/2018,claire,26,,,,,
E6,1,28/6/2018,jamie,112,,,,,
E6,2,28/6/2018,jamie,missing,,,,,
E6,3,28/6/2018,jamie,105,117,,,,
E6,4,28/6/2018,jamie,missing,,,,,
E6,5,28/6/2018,jamie,98,99,,,,
E6,6,28/6/2018,jamie,98.5,120.5,110,,,
E6,7,28/6/2018,jamie,85,87.5,,,,
E6,8,28/6/2018,jamie,77,92.5,83,,,
E6,9,28/6/2018,jamie,74,78,,,,
E6,10,28/6/2018,jamie,missing,,,,,
E6,11,28/6/2018,jamie,89,,,,,
E6,12,28/6/2018,jamie,69,69.5,,,,
E6,13,28/6/2018,jamie,97,102,,,,
E6,14,28/6/2018,jamie,81.5,84,,,,
E6,15,28/6/2018,jamie,80,82,,,,
E6,16,28/6/2018,jamie,86.5,,,,,
E6,17,28/6/2018,jamie,135.5,148,,,,
E6,18,28/6/2018,jamie,106,111,,,,
E6,19,28/6/2018,jamie,79,80.5,,,,
E6,20,28/6/2018,jamie,65,66.5,,,,
E6,21,28/6/2018,jamie,103.5,110.5,,,,
E6,22,28/6/2018,jamie,109,111,,,,
E6,23,28/6/2018,jamie,89,,,,,
E6,24,28/6/2018,jamie,92,93,,,,
E6,25,28/6/2018,jamie,91,94,,,,
E6,26,28/6/2018,jamie,86,87,,,,
E6,27,28/6/2018,jamie,44,,,,,
E6,28,28/6/2018,jamie,92,93,,,,
E6,29,28/6/2018,jamie,94,99.5,,,,
E6,30,28/6/2018,jamie,70,,,,,
E6,31,28/6/2018,jamie,89,95.5,,,,
E6,32,28/6/2018,jamie,94,,,,,
E6,33,28/6/2018,jamie,83,86.5,,,,
E6,34,28/6/2018,jamie,80,,,,,
E6,35,28/6/2018,jamie,78,,,,,
E6,36,28/6/2018,jamie,93,,,,,
E6,37,28/6/2018,jamie,71.5,75.5,,,,
E6,38,28/6/2018,jamie,94.5,,,,,
E6,39,28/6/2018,jamie,57.5,,,,,
E6,40,28/6/2018,jamie,96,97,,,,
E6,41,28/6/2018,jamie,91.5,102,95.5,,,
E6,42,28/6/2018,jamie,1000,,,,,
E6,43,28/6/2018,jamie,83,,,,,
E6,44,28/6/2018,jamie,92,94.5,,,,
E6,45,28/6/2018,jamie,89,91,,,,
E6,46,28/6/2018,jamie,113.5,115.5,,,,
E6,47,28/6/2018,jamie,105.5,109,,,,
E6,48,28/6/2018,jamie,79,81,,,,
E6,49,28/6/2018,jamie,75,77,,,,
E6,50,28/6/2018,jamie,66,,,,,
E6,51,28/6/2018,jamie,85,,,,,
E6,52,28/6/2018,jamie,100,103,,,,
E6,53,28/6/2018,jamie,111,113.5,,,,
E6,54,28/6/2018,jamie,58,,,,,
E6,55,28/6/2018,jamie,missing,,,,,
E6,56,28/6/2018,jamie,109.5,113,,,,
E6,57,28/6/2018,jamie,108.5,111,,,,
E6,58,28/6/2018,jamie,112,,,,,
E6,59,28/6/2018,jamie,71.5,,,,,
E6,60,28/6/2018,jamie,96,98,,,,
E6,61,28/6/2018,jamie,125.5,134,,,,
E6,62,28/6/2018,jamie,113,118.5,,,,
E6,63,28/6/2018,jamie,85.5,,,,,
E6,64,28/6/2018,jamie,missing,,,,,
E6,65,28/6/2018,jamie,92.5,93,,,,
E6,66,28/6/2018,jamie,109.5,,,,,
E6,67,28/6/2018,jamie,77.5,,,,,
E6,68,28/6/2018,jamie,101.5,111.5,,,,
E6,69,28/6/2018,jamie,110.5,114,,,,
E6,70,28/6/2018,jamie,110,121,110.5,,,
E6,71,28/6/2018,jamie,56,57,,,,
E6,72,28/6/2018,jamie,75,76,,,,
E6,73,28/6/2018,jamie,107.5,,,,,
E6,74,28/6/2018,jamie,35,,,,,
E6,75,28/6/2018,jamie,79,82,,,,
E6,76,28/6/2018,jamie,96,105.5,,,,
E6,77,28/6/2018,jamie,100,,,,,
E6,78,28/6/2018,jamie,116,121.5,,,,
E6,79,28/6/2018,jamie,104,105,,,,
E6,80,28/6/2018,jamie,102.5,110.5,,,,
E6,81,28/6/2018,jamie,112,127,118,,,
E6,82,28/6/2018,jamie,109,112,,,,
E6,83,28/6/2018,jamie,114,,,,,
E6,84,28/6/2018,jamie,119,131.5,118,,,
E6,85,28/6/2018,jamie,125,130.5,,,,
E6,86,28/6/2018,jamie,108.5,109.5,,,,
E6,87,28/6/2018,jamie,105.5,109,,,,
E6,88,28/6/2018,jamie,108,109.5,,,,
E6,89,28/6/2018,jamie,111.5,128.5,115,,,
E6,90,28/6/2018,jamie,105,106,,,,
E6,91,28/6/2018,jamie,91,92.5,,,,
E6,92,28/6/2018,jamie,99.5,,,,,
E6,93,28/6/2018,jamie,79.5,97.5,86,,,
E6,94,28/6/2018,jamie,95,103.5,,,,
E6,95,28/6/2018,jamie,91.5,,,,,
E6,96,28/6/2018,jamie,92,106.5,95.5,,,
E6,97,28/6/2018,jamie,96.5,100,,,,
E6,98,28/6/2018,jamie,110.5,,,,,
E6,99,28/6/2018,jamie,111,,,,,
E6,100,28/6/2018,jamie,129.5,131,,,,
E6,101,28/6/2018,jamie,104,107.5,,,,
E6,102,28/6/2018,jamie,97.5,105,,,,
E6,103,28/6/2018,jamie,missing,,,,,
E6,104,28/6/2018,jamie,83,84.5,,,,
E6,105,28/6/2018,jamie,110,111.5,,,,
E6,106,28/6/2018,jamie,102,108,,,,
E6,107,28/6/2018,jamie,86.5,107.5,95,,,
E6,108,28/6/2018,jamie,100.5,110,,,,
E6,109,28/6/2018,jamie,101,105,,,,
E6,110,28/6/2018,jamie,92.5,108,,,,
E6,111,28/6/2018,jamie,90,93.5,,,,
E6,112,28/6/2018,jamie,102.5,,,,,
E6,113,28/6/2018,jamie,72.5,73.5,,,,
E6,114,28/6/2018,jamie,84.5,,,,,
E6,115,28/6/2018,jamie,97,125,117,,,
E6,116,28/6/2018,jamie,85,85.5,,,,
E6,117,28/6/2018,jamie,86,90,,,,
E6,118,28/6/2018,jamie,95,99.5,,,,
E6,119,28/6/2018,jamie,109.5,113,,,,
E6,120,28/6/2018,jamie,94,96,,,,
E6,121,28/6/2018,jamie,85,,,,,
E6,122,28/6/2018,jamie,104.5,108,,,,
E6,123,28/6/2018,jamie,77,,,,,
E6,124,28/6/2018,jamie,97.5,116.5,106.5,,,
E6,125,28/6/2018,jamie,106,113,,,,
E6,126,28/6/2018,jamie,82,85.5,,,,
E6,127,28/6/2018,jamie,99,118,112,,,
E6,128,28/6/2018,jamie,104.5,,,,,
E6,129,28/6/2018,jamie,91,98.5,,,,
E6,130,28/6/2018,jamie,117,120.5,,,,
E6,131,28/6/2018,jamie,114,117.5,,,,
E6,132,28/6/2018,jamie,127,128,,,,
E6,133,28/6/2018,jamie,99,102,,,,
E6,134,28/6/2018,jamie,missing,,,,,
E6,135,28/6/2018,jamie,92,98.5,,,,
E6,136,28/6/2018,jamie,93.5,,,,,
E6,137,28/6/2018,jamie,91,112,103,,,
E6,138,28/6/2018,jamie,119,123,,,,
E6,139,28/6/2018,jamie,missing,,,,,
E6,140,28/6/2018,jamie,88.5,95.5,,,,
E6,141,28/6/2018,jamie,99.5,104.5,,,,
E6,142,28/6/2018,jamie,80,82.5,,,,
E6,143,28/6/2018,jamie,117,121,,,,
E6,144,28/6/2018,jamie,87,90,,,,
E6,145,28/6/2018,jamie,110,114,,,,
E6,146,28/6/2018,jamie,83.5,101.5,95,,,
E6,147,28/6/2018,jamie,93,94,,,,
E6,148,28/6/2018,jamie,85,92,,,,
E6,149,28/6/2018,jamie,72,73.5,,,,
E6,150,28/6/2018,jamie,107,110,,,,
E6,151,28/6/2018,jamie,86,89.5,,,,
E6,152,28/6/2018,jamie,84,89,,,,
E6,153,28/6/2018,jamie,90,106.5,,,,
E6,154,28/6/2018,jamie,72.5,77.5,,,,
E6,155,28/6/2018,jamie,89,,,,,
E6,156,28/6/2018,jamie,124,126,,,,
E6,157,28/6/2018,jamie,105,107.5,,,,
E6,158,28/6/2018,jamie,100.5,121,111,,,
E6,159,28/6/2018,jamie,86.5,87.5,,,,
E6,160,28/6/2018,jamie,90.5,,,,,
E6,161,28/6/2018,jamie,70.5,72,,,,
E6,162,28/6/2018,jamie,88.5,,,,,
E6,163,28/6/2018,jamie,109.5,113,,,,
E6,164,28/6/2018,jamie,71,72,,,,
E6,165,28/6/2018,jamie,90,97.5,,,,
E6,166,28/6/2018,jamie,82,,,,,
E6,167,28/6/2018,jamie,89,90.5,,,,
E6,168,28/6/2018,jamie,86,97,,,,
E6,169,28/6/2018,jamie,100.5,,,,,
E6,170,28/6/2018,jamie,69,73,,,,
E6,171,28/6/2018,jamie,81,,,,,
E6,172,28/6/2018,jamie,102,,,,,
E6,173,28/6/2018,jamie,86,,,,,
E6,174,28/6/2018,jamie,71,,,,,
E6,175,28/6/2018,jamie,115,118,,,,
E6,176,28/6/2018,jamie,79,,,,,
E6,177,28/6/2018,jamie,82.5,,,,,
E6,178,28/6/2018,jamie,118,120.5,,,,
E6,179,28/6/2018,jamie,101.5,105,,,,
E6,180,28/6/2018,jamie,75,78,,,,
E6,181,28/6/2018,jamie,114,128,117,,,
E6,182,28/6/2018,jamie,84,,,,,
E6,183,28/6/2018,jamie,114,,,,,
E6,184,28/6/2018,jamie,73,,,,,
E6,185,28/6/2018,jamie,92,113,103,,,
E6,186,28/6/2018,jamie,85,,,,,
E6,187,28/6/2018,jamie,74,75,,,,
E6,188,28/6/2018,jamie,91,95.5,,,,
E6,189,28/6/2018,jamie,78.5,79,,,,
E6,190,28/6/2018,jamie,71.5,73,,,,
E6,191,28/6/2018,jamie,76,81.5,,,,
E6,192,28/6/2018,jamie,80,,,,,
E6,193,28/6/2018,jamie,58,,,,,
E6,194,28/6/2018,jamie,87.5,,,,,
E6,195,28/6/2018,jamie,86,,,,,
E6,196,28/6/2018,jamie,98,103,,,,
E6,197,28/6/2018,jamie,101,,,,,
E6,198,28/6/2018,jamie,97,100,,,,
E6,199,28/6/2018,jamie,94,130,120,,,
E6,200,28/6/2018,jamie,80,,,,,
E5,2,28/6/2018,jamie,101,,,,,
E5,3,28/6/2018,jamie,96.5,103.5,,,,
E5,4,28/6/2018,jamie,72,,,,,
E5,5,28/6/2018,jamie,74,77.5,,,,
E5,6,28/6/2018,jamie,83,,,,,
E5,7,28/6/2018,jamie,33,,,,,
E5,8,28/6/2018,jamie,61.5,,,,,
E5,9,28/6/2018,jamie,79,81.5,,,,
E5,10,28/6/2018,jamie,80,,,,,
E5,11,28/6/2018,jamie,79,,,,,
E5,12,28/6/2018,jamie,85,89,,,,
E5,13,28/6/2018,jamie,68.5,,,,,
E5,14,28/6/2018,jamie,56.5,,,,,
E5,15,28/6/2018,jamie,68,69,,,,
E5,16,28/6/2018,jamie,52.5,,,,,
E5,17,28/6/2018,jamie,75,,,,,
E5,18,28/6/2018,jamie,37.5,,,,,
E5,19,28/6/2018,jamie,104,,,,,
E5,20,28/6/2018,jamie,54,55,,,,
E5,21,28/6/2018,jamie,87,,,,,
E5,22,28/6/2018,jamie,46.5,51.5,,,,
E5,23,28/6/2018,jamie,89,,,,,
E5,24,28/6/2018,jamie,37.5,,,,,
E5,25,28/6/2018,jamie,55.5,,,,,
E5,26,28/6/2018,jamie,61,74,68.5,,,
E5,27,28/6/2018,jamie,75,,,,,
E5,28,28/6/2018,jamie,58,,,,,
E5,29,28/6/2018,jamie,85.5,,,,,
E5,30,28/6/2018,jamie,66.5,,,,,
E5,31,28/6/2018,jamie,73.5,,,,,
E5,32,28/6/2018,jamie,31.5,,,,,
E5,33,28/6/2018,jamie,78,82,,,,
E5,34,28/6/2018,jamie,81,83.5,,,,
E5,35,28/6/2018,jamie,87,91,,,,
E5,36,28/6/2018,jamie,87,91,,,,
E5,37,28/6/2018,jamie,62.5,,,,,
E5,38,28/6/2018,jamie,66,67,,,,
E5,39,28/6/2018,jamie,81,,,,,
E5,40,28/6/2018,jamie,59.5,,,,,
E5,41,28/6/2018,jamie,67,,,,,
E5,42,28/6/2018,jamie,83,,,,,
E5,43,28/6/2018,jamie,68,69,,,,
E5,44,28/6/2018,jamie,74,,,,,
E5,45,28/6/2018,jamie,73,,,,,
E5,46,28/6/2018,jamie,75.5,76,,,,
E5,47,28/6/2018,jamie,54,,,,,
E5,48,28/6/2018,jamie,73.5,76,,,,
E5,49,28/6/2018,jamie,81,82,,,,
E5,50,28/6/2018,jamie,71,72.5,,,,
E5,51,28/6/2018,jamie,69,,,,,
E5,52,28/6/2018,jamie,73.5,74,,,,
E5,53,28/6/2018,jamie,missing,,,,,
E5,54,28/6/2018,jamie,74.5,,,,,
E5,55,28/6/2018,jamie,69,73,,,,
E5,56,28/6/2018,jamie,112,115,,,,
E5,57,28/6/2018,jamie,79,,,,,
E5,58,28/6/2018,jamie,62,,,,,
E5,59,28/6/2018,jamie,88.5,89.5,,,,
E5,60,28/6/2018,jamie,61,,,,,
E5,61,28/6/2018,jamie,87,98,,,,
E5,62,28/6/2018,jamie,88.5,,,,,
E5,63,28/6/2018,jamie,70,72.5,,,,
E5,64,28/6/2018,jamie,83.5,,,,,
E5,65,28/6/2018,jamie,82,84,,,,
E5,66,28/6/2018,jamie,77,,,,,
E5,67,28/6/2018,jamie,50,,,,,
E5,68,28/6/2018,jamie,68,,,,,
E5,69,28/6/2018,jamie,76,,,,,
E5,70,28/6/2018,jamie,57,,,,,
E5,71,28/6/2018,jamie,102,,,,,
E5,72,28/6/2018,jamie,103.5,,,,,
E5,73,28/6/2018,jamie,62,,,,,
E5,74,28/6/2018,jamie,76,77,,,,
E5,75,28/6/2018,jamie,98,,,,,
E5,76,28/6/2018,jamie,66.5,,,,,
E5,77,28/6/2018,jamie,121,123,,,,
E5,78,28/6/2018,jamie,missing,,,,,
E5,79,28/6/2018,jamie,105.5,,,,,
E5,80,28/6/2018,jamie,71,74.5,,,,
E5,81,28/6/2018,jamie,89.5,96,,,,
E5,82,28/6/2018,jamie,93,,,,,
E5,83,28/6/2018,jamie,123.5,125.5,,,,
E5,84,28/6/2018,jamie,missing,,,,,
E5,85,28/6/2018,jamie,83,84.5,,,,
E5,86,28/6/2018,jamie,85.5,,,,,
E5,87,28/6/2018,jamie,91,,,,,
E5,88,28/6/2018,jamie,97,,,,,
E5,89,28/6/2018,jamie,87,88.5,,,,
E5,90,28/6/2018,jamie,62,63,,,,
E5,91,28/6/2018,jamie,90,91.5,,,,
E5,92,28/6/2018,jamie,73,74,,,,
E5,93,28/6/2018,jamie,73,,,,,
E5,94,28/6/2018,jamie,66.5,,,,,
E5,95,28/6/2018,jamie,50,,,,,
E5,96,28/6/2018,jamie,missing,,,,,
E5,97,28/6/2018,jamie,55.5,,,,,
E5,98,28/6/2018,jamie,72,,,,,
E5,99,28/6/2018,jamie,86,,,,,
E5,100,28/6/2018,jamie,104,,,,,
E5,101,28/6/2018,jamie,30,,,,,
E5,102,28/6/2018,jamie,84,,,,,
E5,103,28/6/2018,jamie,63.5,,,,,
E5,104,28/6/2018,jamie,missing,,,,,
E5,105,28/6/2018,jamie,93.5,,,,,
E5,106,28/6/2018,jamie,missing,,,,,
E5,107,28/6/2018,jamie,29,,,,,
E5,108,28/6/2018,jamie,missing,,,,,
E5,109,28/6/2018,jamie,72,,,,,
E5,110,28/6/2018,jamie,missing,,,,,
E5,111,28/6/2018,jamie,70,,,,,
E5,112,28/6/2018,jamie,77.5,,,,,
E5,113,28/6/2018,jamie,84,,,,,
E5,114,28/6/2018,jamie,84.5,,,,,
E5,115,28/6/2018,jamie,97.5,,,,,
E5,116,28/6/2018,jamie,108,109,,,,
E5,117,28/6/2018,jamie,82.5,,,,,
E5,118,28/6/2018,jamie,97,99.5,,,,
E5,119,28/6/2018,jamie,102,104.5,,,,
E5,120,28/6/2018,jamie,97,102,,,,
E5,121,28/6/2018,jamie,75.5,80.5,,,,
E5,122,28/6/2018,jamie,97,99,,,,
E5,123,28/6/2018,jamie,77,,,,,
E5,124,28/6/2018,jamie,76,78,,,,
E5,125,28/6/2018,jamie,88.5,89.5,,,,
E5,126,28/6/2018,jamie,91.5,,,,,
E5,127,28/6/2018,jamie,84,91,,,,
E5,128,28/6/2018,jamie,110,113.5,,,,
E5,129,28/6/2018,jamie,66,68,,,,
E5,130,28/6/2018,jamie,68,67.5,,,,
E5,131,28/6/2018,jamie,95.5,99.5,,,,
E5,132,28/6/2018,jamie,76.5,87.5,,,,
E5,133,28/6/2018,jamie,missing,,,,,
E5,134,28/6/2018,jamie,79,83,,,,
E5,135,28/6/2018,jamie,missing,,,,,
E5,136,28/6/2018,jamie,94.5,100,,,,
E5,137,28/6/2018,jamie,112,116,,,,
E5,138,28/6/2018,jamie,80,,,,,
E5,139,28/6/2018,jamie,72,73.5,,,,
E5,140,28/6/2018,jamie,36.5,,,,,
E5,141,28/6/2018,jamie,86,87.5,,,,
E5,142,28/6/2018,jamie,79,80.5,,,,
E5,143,28/6/2018,jamie,93,,,,,
E5,144,28/6/2018,jamie,74,77,,,,
E5,145,28/6/2018,jamie,58.5,61,,,,
E5,146,28/6/2018,jamie,missing,,,,,
E5,147,28/6/2018,jamie,70,,,,,
E5,148,28/6/2018,jamie,83.5,87,,,,
E5,149,28/6/2018,jamie,70,,,,,
E5,150,28/6/2018,jamie,53.5,,,,,
E5,151,28/6/2018,jamie,63.5,,,,,
E5,152,28/6/2018,jamie,73,,,,,
E5,153,28/6/2018,jamie,97.5,,,,,
E5,154,28/6/2018,jamie,53,,,,,
E5,155,28/6/2018,jamie,87,88,,,,
E5,156,28/6/2018,jamie,74,,,,,
E5,157,28/6/2018,jamie,86.5,87.5,,,,
E5,158,28/6/2018,jamie,85,89.5,,,,
E5,159,28/6/2018,jamie,77.5,79.5,,,,
E5,160,28/6/2018,jamie,84,,,,,
E5,161,28/6/2018,jamie,122,123,,,,
E5,162,28/6/2018,jamie,55,,,,,
E5,163,28/6/2018,jamie,79,,,,,
E5,164,28/6/2018,jamie,65.5,,,,,
E5,165,28/6/2018,jamie,76,,,,,
E5,166,28/6/2018,jamie,73,,,,,
E5,167,28/6/2018,jamie,57,59,,,,
E5,168,28/6/2018,jamie,79,86,,,,
E5,169,28/6/2018,jamie,31,,,,,
E5,170,28/6/2018,jamie,46,,,,,
E5,171,28/6/2018,jamie,62,,,,,
E5,172,28/6/2018,jamie,22,,,,,
E5,173,28/6/2018,jamie,52.5,54,,,,
E5,174,28/6/2018,jamie,78,79.5,,,,
E5,175,28/6/2018,jamie,59,,,,,
E5,176,28/6/2018,jamie,53,67.5,62.5,,,
E5,177,28/6/2018,jamie,54,,,,,
E5,178,28/6/2018,jamie,41,,,,,
E5,179,28/6/2018,jamie,65,67,,,,
E5,180,28/6/2018,jamie,80,,,,,
E5,181,28/6/2018,jamie,77,78,,,,
E5,182,28/6/2018,jamie,69,,,,,
E5,183,28/6/2018,jamie,84,,,,,
E5,184,28/6/2018,jamie,74.5,75.5,,,,
E5,185,28/6/2018,jamie,66,,,,,
E5,186,28/6/2018,jamie,106.5,112,,,,
E5,187,28/6/2018,jamie,40.5,41,,,,
E5,188,28/6/2018,jamie,82,84.5,,,,
E5,189,28/6/2018,jamie,75,,,,,
E5,190,28/6/2018,jamie,missing,,,,,
E5,191,28/6/2018,jamie,69,,,,,
E5,192,28/6/2018,jamie,81.5,,,,,
E5,193,28/6/2018,jamie,58.5,,,,,
E5,194,28/6/2018,jamie,44.5,,,,,
E5,195,28/6/2018,jamie,missing,,,,,
E5,196,28/6/2018,jamie,46,,,,,
E5,197,28/6/2018,jamie,42,,,,,
E5,198,28/6/2018,jamie,47,,,,,
E5,199,28/6/2018,jamie,86,92,,,,
E5,200,28/6/2018,jamie,110,,,,,
E10,1,28/6/2018,claire,125,,,,,
E10,2,28/6/2018,claire,94,120.5,114,,,
E10,3,28/6/2018,claire,108,,,,,
E10,4,28/6/2018,claire,107,111,,,,
E10,5,28/6/2018,claire,83,87,,,,
E10,6,28/6/2018,claire,109.5,119.5,,,,
E10,7,28/6/2018,claire,87,90,,,,
E10,8,28/6/2018,claire,71,,,,,
E10,9,28/6/2018,claire,91,,,,,
E10,10,28/6/2018,claire,86.5,,,,,
E10,11,28/6/2018,claire,105.5,129.5,120,,,
E10,12,28/6/2018,claire,90,,,,,
E10,13,28/6/2018,claire,88,89.5,,,,
E10,14,28/6/2018,claire,126,128,,,,
E10,15,28/6/2018,claire,102.5,,,,,
E10,16,28/6/2018,claire,122.5,,,,,
E10,17,28/6/2018,claire,101,102,,,,
E10,18,28/6/2018,claire,89,106,97,,,
E10,19,28/6/2018,claire,106,,,,,
E10,20,28/6/2018,claire,76,,,,,
E10,21,28/6/2018,claire,119.5,148.5,141,,,
E10,22,28/6/2018,claire,90,,,,,
E10,23,28/6/2018,claire,113,118,,,,
E10,24,28/6/2018,claire,115.5,118,,,,
E10,25,28/6/2018,claire,93,,,,,
E10,26,28/6/2018,claire,102,106,,,,
E10,27,28/6/2018,claire,88,,,,,
E10,28,28/6/2018,claire,83,84,,,,
E10,29,28/6/2018,claire,104.5,110.5,,,,
E10,30,28/6/2018,claire,90,93,,,,
E10,31,28/6/2018,claire,115,122.5,,,,
E10,32,28/6/2018,claire,64.5,,,,,
E10,33,28/6/2018,claire,94.5,98.5,,,,
E10,34,28/6/2018,claire,79.5,,,,,
E10,35,28/6/2018,claire,84,86.5,,,,
E10,36,28/6/2018,claire,107.5,126,113.5,,,
E10,37,28/6/2018,claire,89.5,95,,,,
E10,38,28/6/2018,claire,90.5,96.5,,,,
E10,39,28/6/2018,claire,124.5,129.5,,,,
E10,40,28/6/2018,claire,79.5,81.5,,,,
E10,41,28/6/2018,claire,118,125.5,,,,
E10,42,28/6/2018,claire,89,94.5,,,,
E10,43,28/6/2018,claire,107.5,118,,,,
E10,44,28/6/2018,claire,97,99,,,,
E10,45,28/6/2018,claire,80.5,,,,,
E10,46,28/6/2018,claire,78.5,95,87,,,
E10,47,28/6/2018,claire,99.5,103.5,,,,
E10,48,28/6/2018,claire,108.5,,,,,
E10,49,28/6/2018,claire,101,107,101,,,
E10,50,28/6/2018,claire,102,120.5,113.5,,,
E10,51,28/6/2018,claire,120,122,,,,
E10,52,28/6/2018,claire,99,104,,,,
E10,53,28/6/2018,claire,104,127,114.5,,,
E10,54,28/6/2018,claire,79.5,101,84,,,
E10,55,28/6/2018,claire,95.5,120,110,,,
E10,56,28/6/2018,claire,119,124.5,,,,
E10,57,28/6/2018,claire,86,87,,,,
E10,58,28/6/2018,claire,107,,,,,
E10,59,28/6/2018,claire,101,,,,,
E10,60,28/6/2018,claire,80,93,84,,,
E10,61,28/6/2018,claire,105,113,,,,
E10,62,28/6/2018,claire,111,113,,,,
E10,63,28/6/2018,claire,102.5,108,,,,
E10,64,28/6/2018,claire,88.5,,,,,
E10,65,28/6/2018,claire,92,102.5,,,,
E10,66,28/6/2018,claire,57.5,73,61,,,
E10,67,28/6/2018,claire,90.5,94,,,,
E10,68,28/6/2018,claire,104,104.5,,,,
E10,69,28/6/2018,claire,91,98.5,,,,
E10,70,28/6/2018,claire,91.5,93,,,,
E10,71,28/6/2018,claire,107,117,,,,
E10,72,28/6/2018,claire,110,120.5,,,,
E10,73,28/6/2018,claire,101,103.5,,,,
E10,74,28/6/2018,claire,94,94.5,,,,
E10,75,28/6/2018,claire,77.5,82,,,,
E10,76,28/6/2018,claire,98,98.5,,,,
E10,77,28/6/2018,claire,101.5,105,,,,
