Block,Pos,Date,Measurer,Veg,Bud,Flr,Fert,Abt,M,S,N,
E4,189,28-Jun,Logan,19,NA,,,,,,,
E4,190,28-Jun,Logan,20,NA,,,,,,,
E4,191,28-Jun,Logan,41,NA,,,,,,,
E4,192,28-Jun,Logan,36,NA,,,,,,,
E4,193,28-Jun,Logan,35,NA,,,,,,,
E4,194,28-Jun,Logan,39,NA,,,,,,,
E4,195,28-Jun,Logan,32,NA,,,,,,,
E4,196,28-Jun,Logan,17,NA,,,,,,,
E4,197,28-Jun,Logan,25,NA,,,,,,,
E4,198,28-Jun,Logan,25,NA,,,,,,,
E4,199,28-Jun,Logan,30,NA,,,,,,,
E4,200,28-Jun,Logan,39,NA,,,,,,,
E5,1,28-Jun,Diego,21,NA,,,,,,,
E5,2,28-Jun,Diego,26,NA,,,,,,,
E5,3,28-Jun,Diego,34,NA,,,,,,,
E5,4,28-Jun,Diego,23,NA,,,,,,,
E5,5,28-Jun,Diego,23,NA,,,,,,,
E5,6,28-Jun,Diego,41,NA,,,,,,,
E5,7,28-Jun,Diego,NA,NA,,,,,,,
E5,8,28-Jun,Diego,35,NA,,,,,,,
E5,9,28-Jun,Diego,29,NA,,,,,,,
E5,10,28-Jun,Diego,27,NA,,,,,,,
E5,11,28-Jun,Diego,23,NA,,,,,,,
E5,12,28-Jun,Diego,22,NA,,,,,,,
E5,13,28-Jun,Diego,29,NA,,,,,,,
E5,14,28-Jun,Diego,15,NA,,,,,,,
E5,15,28-Jun,Diego,19.5,NA,,,,,,,
E5,16,28-Jun,Diego,21,NA,,,,,,,
E5,17,28-Jun,Diego,27,NA,,,,,,,
E5,18,28-Jun,Diego,18,NA,,,,,,,
E5,19,28-Jun,Diego,17,NA,,,,,,,
E5,20,28-Jun,Diego,19,NA,,,,,,,
E5,21,28-Jun,Diego,29,NA,,,,,,,
E5,22,28-Jun,Diego,11,NA,,,,,,,
E5,23,28-Jun,Diego,14,NA,,,,,,,
E5,24,28-Jun,Diego,16,NA,,,,,,,
E5,25,28-Jun,Diego,17,NA,,,,,,,
E5,26,28-Jun,Diego,NA,NA,,,,,,,
E5,27,28-Jun,Diego,15,NA,,,,,,,
E5,28,28-Jun,Diego,21,NA,,,,,,,
E5,29,28-Jun,Diego,25,NA,,,,,,,
E5,30,28-Jun,Diego,17,NA,,,,,,,
E5,31,28-Jun,Diego,12,NA,,,,,,,
E5,32,28-Jun,Diego,NA,NA,,,,,,,
E5,33,28-Jun,Diego,20,NA,,,,,,,
E5,34,28-Jun,Diego,19,NA,,,,,,,
E5,35,28-Jun,Diego,20,NA,,,,,,,
E5,36,28-Jun,Diego,16,NA,,,,,,,
E5,37,28-Jun,Diego,NA,NA,,,,,,,
E5,38,28-Jun,Diego,21,NA,,,,,,,
E5,39,28-Jun,Diego,NA,NA,,,,,,,
E5,40,28-Jun,Diego,19,NA,,,,,,,
E5,41,28-Jun,Diego,15,NA,,,,,,,
E5,42,28-Jun,Diego,27,NA,,,,,,,
E5,43,28-Jun,Diego,NA,NA,,,,,,,
E5,44,28-Jun,Diego,16,NA,,,,,,,
E5,45,28-Jun,Diego,12,NA,,,,,,,
E5,46,28-Jun,Diego,26,NA,,,,,,,
E5,47,28-Jun,Diego,26,NA,,,,,,,
E5,48,28-Jun,Diego,22,NA,,,,,,,
E5,49,28-Jun,Diego,17,NA,,,,,,,
E5,50,28-Jun,Diego,18,NA,,,,,,,
E5,51,28-Jun,Diego,23,NA,,,,,,,
E5,52,28-Jun,Diego,27,NA,,,,,,,
E5,53,28-Jun,Diego,NA,NA,,,,,,,
E5,54,28-Jun,Diego,24,NA,,,,,,,
E5,55,28-Jun,Diego,24,NA,,,,,,,
E5,56,28-Jun,Diego,13,NA,,,,,,,
E5,57,28-Jun,Diego,21,NA,,,,,,,
E5,58,28-Jun,Diego,NA,NA,,,,,,,
E5,59,28-Jun,Diego,NA,NA,,,,,,,
E5,60,28-Jun,Diego,19,NA,,,,,,,
E5,61,28-Jun,Diego,34,NA,,,,,,,
E5,62,28-Jun,Diego,19.5,NA,,,,,,,
E5,63,28-Jun,Diego,24,NA,,,,,,,
E5,64,28-Jun,Diego,29,NA,,,,,,,
E5,65,28-Jun,Diego,NA,NA,,,,,,,
E5,66,28-Jun,Diego,36,NA,,,,,,,
E5,67,28-Jun,Diego,29,NA,,,,,,,
E5,68,28-Jun,Diego,29,NA,,,,,,,
E5,69,28-Jun,Diego,36,NA,,,,,,,
E5,70,28-Jun,Diego,29,NA,,,,,,,
E5,71,28-Jun,Diego,33,NA,,,,,,,
E5,72,28-Jun,Diego,30,NA,,,,,,,
E5,73,28-Jun,Diego,21,NA,,,,,,,
E5,74,28-Jun,Diego,33,NA,,,,,,,
E5,75,28-Jun,Diego,36,NA,,,,,,,
E5,76,28-Jun,Diego,31,NA,,,,,,,
E5,77,28-Jun,Diego,27,NA,,,,,,,
E5,78,28-Jun,Diego,NA,NA,,,,,,,
E5,79,28-Jun,Diego,33,NA,,,,,,,
E5,80,28-Jun,Diego,27,NA,,,,,,,
E5,81,28-Jun,Diego,NA,NA,,,,,,,
E5,82,28-Jun,Diego,37,NA,,,,,,,
E5,83,28-Jun,Diego,NA,NA,,,,,,,
E5,84,28-Jun,Diego,NA,NA,,,,,,,
E5,85,28-Jun,Diego,31,NA,,,,,,,
E5,86,28-Jun,Diego,24,NA,,,,,,,
E5,87,28-Jun,Diego,35,NA,,,,,,,
E5,88,28-Jun,Diego,33,NA,,,,,,,
E5,89,28-Jun,Diego,29,NA,,,,,,,
E5,90,28-Jun,Diego,28,NA,,,,,,,
E5,91,28-Jun,Diego,54,NA,,,,,,,
E5,92,28-Jun,Diego,29,NA,,,,,,,
E5,93,28-Jun,Diego,24,NA,,,,,,,
E5,94,28-Jun,Diego,29,NA,,,,,,,
E5,95,28-Jun,Diego,33,NA,,,,,,,
E5,96,28-Jun,Diego,25,NA,,,,,,,
E5,97,28-Jun,Diego,21,NA,,,,,,,
E5,98,28-Jun,Diego,39,NA,,,,,,,
E5,99,28-Jun,Diego,33,NA,,,,,,,
E5,100,28-Jun,Diego,34,NA,,,,,,,
E5,101,28-Jun,Diego,41,NA,,,,,,,
E5,102,28-Jun,Diego,25,NA,,,,,,,
E5,103,28-Jun,Diego,21,NA,,,,,,,
E5,104,28-Jun,Diego,42,NA,,,,,,,
E5,105,28-Jun,Diego,40,NA,,,,,,,
E5,106,28-Jun,Diego,NA,NA,,,,,,,
E5,107,28-Jun,Diego,31,NA,,,,,,,
E5,108,28-Jun,Diego,NA,NA,,,,,,,
E5,109,28-Jun,Diego,40,NA,,,,,,,
E5,110,28-Jun,Diego,NA,NA,,,,,,,
E5,111,28-Jun,Diego,41,NA,,,,,,,
E5,112,28-Jun,Diego,42,NA,,,,,,,
E5,113,28-Jun,Diego,37,NA,,,,,,,
E5,114,28-Jun,Diego,24,NA,,,,,,,
E5,115,28-Jun,Diego,40,NA,,,,,,,
E5,116,28-Jun,Diego,24,NA,,,,,,,
E5,117,28-Jun,Diego,31,NA,,,,,,,
E5,118,28-Jun,Diego,17,NA,,,,,,,
E5,119,28-Jun,Diego,29,NA,,,,,,,
E5,120,28-Jun,Diego,27,NA,,,,,,,
E5,121,28-Jun,Diego,21,NA,,,,,,,
E5,122,28-Jun,Diego,33,NA,,,,,,,
E5,123,28-Jun,Diego,30,NA,,,,,,,
E5,124,28-Jun,Diego,32,NA,,,,,,,
E5,125,28-Jun,Diego,27,NA,,,,,,,
E5,126,28-Jun,Diego,23,NA,,,,,,,
E5,127,28-Jun,Diego,28,NA,,,,,,,
E5,128,28-Jun,Diego,24,NA,,,,,,,
E5,129,28-Jun,Diego,14,NA,,,,,,,
E5,130,28-Jun,Diego,19,NA,,,,,,,
E5,131,28-Jun,Diego,32,NA,,,,,,,
E5,132,28-Jun,Diego,12,NA,,,,,,,
E5,133,28-Jun,Diego,NA,NA,,,,,,,
E5,134,28-Jun,Diego,12,NA,,,,,,,
E5,135,28-Jun,Diego,NA,NA,,,,,,,
E5,136,28-Jun,Diego,23,NA,,,,,,,
E5,137,28-Jun,Diego,25,NA,,,,,,,
E5,138,28-Jun,Diego,22,NA,,,,,,,
E5,139,28-Jun,Diego,18,NA,,,,,,,
E5,140,28-Jun,Diego,42,NA,,,,,,,
E5,141,28-Jun,Diego,21,NA,,,,,,,
E5,142,28-Jun,Diego,24,NA,,,,,,,
E5,143,28-Jun,Diego,25,NA,,,,,,,
E5,144,28-Jun,Diego,16,NA,,,,,,,
E5,145,28-Jun,Diego,29,NA,,,,,,,
E5,146,28-Jun,Diego,NA,NA,,,,,,,
E5,147,28-Jun,Diego,35,NA,,,,,,,
E5,148,28-Jun,Diego,16,NA,,,,,,,
E5,149,28-Jun,Diego,11,NA,,,,,,,
E5,150,28-Jun,Diego,25,NA,,,,,,,
E5,151,28-Jun,Diego,12,NA,,,,,,,
E5,152,28-Jun,Diego,19,NA,,,,,,,
E5,153,28-Jun,Diego,31,NA,,,,,,,
E5,154,28-Jun,Diego,21,NA,,,,,,,
E5,155,28-Jun,Diego,NA,NA,,,,,,,
E5,156,28-Jun,Diego,19,NA,,,,,,,
E5,157,28-Jun,Diego,16,NA,,,,,,,
E5,158,28-Jun,Diego,18,NA,,,,,,,
E5,159,28-Jun,Diego,15,NA,,,,,,,
E5,160,28-Jun,Diego,NA,NA,,,,,,,
E5,161,28-Jun,Diego,22,NA,,,,,,,
E5,162,28-Jun,Diego,15,NA,,,,,,,
E5,163,28-Jun,Diego,31,NA,,,,,,,
E5,164,28-Jun,Diego,13,NA,,,,,,,
E5,165,28-Jun,Diego,23,NA,,,,,,,
E5,166,28-Jun,Diego,NA,NA,,,,,,,
E5,167,28-Jun,Diego,21,NA,,,,,,,
E5,168,28-Jun,Diego,7,NA,,,,,,,
E5,169,28-Jun,Diego,28,NA,,,,,,,
E5,170,28-Jun,Diego,15,NA,,,,,,,
E5,171,28-Jun,Diego,23,NA,,,,,,,
E5,172,28-Jun,Diego,15,NA,,,,,,,
E5,173,28-Jun,Diego,13,NA,,,,,,,
E5,174,28-Jun,Diego,16,NA,,,,,,,
E5,175,28-Jun,Diego,NA,NA,,,,,,,
E5,176,28-Jun,Diego,16,NA,,,,,,,
E5,177,28-Jun,Diego,19,NA,,,,,,,
E5,178,28-Jun,Diego,18,NA,,,,,,,
E5,179,28-Jun,Diego,23,NA,,,,,,,
E5,180,28-Jun,Diego,24,NA,,,,,,,
E5,181,28-Jun,Diego,23,NA,,,,,,,
E5,182,28-Jun,Diego,29,NA,,,,,,,
E5,183,28-Jun,Diego,30,NA,,,,,,,
E5,184,28-Jun,Diego,14,NA,,,,,,,
E5,185,28-Jun,Diego,9,NA,,,,,,,
E5,186,28-Jun,Diego,21,NA,,,,,,,
E5,187,28-Jun,Diego,14,NA,,,,,,,
E5,188,28-Jun,Diego,15,NA,,,,,,,
E5,189,28-Jun,Diego,35,NA,,,,,,,
E5,190,28-Jun,Diego,NA,NA,,,,,,,
E5,191,28-Jun,Diego,25,NA,,,,,,,
E5,192,28-Jun,Diego,31,NA,,,,,,,
E5,193,28-Jun,Diego,7,NA,,,,,,,
E5,194,28-Jun,Diego,NA,NA,,,,,,,
E5,195,28-Jun,Diego,NA,NA,,,,,,,
E5,196,28-Jun,Diego,4,NA,,,,,,,
E5,197,28-Jun,Diego,17,NA,,,,,,,
E5,198,28-Jun,Diego,16,NA,,,,,,,
E5,199,28-Jun,Diego,25,NA,,,,,,,
E5,200,28-Jun,Diego,32,NA,,,,,,,
E6,1,28-Jun,Diego,44,NA,,,,,,,
E6,2,28-Jun,Diego,23,NA,,,,,,,
E6,3,28-Jun,Diego,36,NA,,,,,,,
E6,4,28-Jun,Diego,31,NA,,,,,,,
E6,5,28-Jun,Diego,35,NA,,,,,,,
E6,6,28-Jun,Diego,38,NA,,,,,,,
E6,7,28-Jun,Diego,27,NA,,,,,,,
E6,8,28-Jun,Diego,35,NA,,,,,,,
E6,9,28-Jun,Diego,39,NA,,,,,,,
E6,10,28-Jun,Diego,34,NA,,,,,,,
E6,11,28-Jun,Diego,36,NA,,,,,,,
E6,12,28-Jun,Diego,33,NA,,,,,,,
E6,13,28-Jun,Diego,33,NA,,,,,,,
E6,14,28-Jun,Diego,46,NA,,,,,,,
E6,15,28-Jun,Diego,42,NA,,,,,,,
E6,16,28-Jun,Diego,64,NA,,,,,,,
E6,17,28-Jun,Diego,60,62,,,,,,,
E6,18,28-Jun,Diego,35,NA,,,,,,,
E6,19,28-Jun,Diego,50,NA,,,,,,,
E6,20,28-Jun,Diego,37,NA,,,,,,,
E6,21,28-Jun,Diego,58,NA,,,,,,,
E6,22,28-Jun,Diego,57,NA,,,,,,,
E6,23,28-Jun,Diego,42,NA,,,,,,,
E6,24,28-Jun,Diego,41,NA,,,,,,,
E6,25,28-Jun,Diego,44,NA,,,,,,,
E6,26,28-Jun,Diego,58,NA,,,,,,,
E6,27,28-Jun,Diego,35,NA,,,,,,,
E6,28,28-Jun,Diego,46,NA,,,,,,,
E6,29,28-Jun,Diego,42,NA,,,,,,,
E6,30,28-Jun,Diego,34,NA,,,,,,,
E6,31,28-Jun,Diego,42,NA,,,,,,,
E6,32,28-Jun,Diego,45,NA,,,,,,,
E6,33,28-Jun,Diego,37,NA,,,,,,,
E6,34,28-Jun,Diego,37,NA,,,,,,,
E6,35,28-Jun,Diego,49,NA,,,,,,,
E6,36,28-Jun,Diego,55,NA,,,,,,,
E6,37,28-Jun,Diego,46,NA,,,,,,,
E6,38,28-Jun,Diego,45,NA,,,,,,,
E6,39,28-Jun,Diego,29,NA,,,,,,,
E6,40,28-Jun,Diego,40,NA,,,,,,,
E6,41,28-Jun,Diego,34,NA,,,,,,,
E6,42,28-Jun,Diego,42,NA,,,,,,,
E6,43,28-Jun,Diego,45,NA,,,,,,,
E6,44,28-Jun,Diego,38,NA,,,,,,,
E6,45,28-Jun,Diego,42,NA,,,,,,,
E6,46,28-Jun,Diego,40,NA,,,,,,,
E6,47,28-Jun,Diego,41,NA,,,,,,,
E6,48,28-Jun,Diego,41,42,,,,,,,
E6,49,28-Jun,Diego,36,NA,,,,,,,
E6,50,28-Jun,Diego,37,NA,,,,,,,
E6,51,28-Jun,Diego,38,NA,,,,,,,
E6,52,28-Jun,Diego,41,NA,,,,,,,
E6,53,28-Jun,Diego,30,NA,,,,,,,
E6,54,28-Jun,Diego,37,NA,,,,,,,
E6,55,28-Jun,Diego,47,NA,,,,,,,
E6,56,28-Jun,Diego,39,NA,,,,,,,
E6,57,28-Jun,Diego,33,NA,,,,,,,
E6,58,28-Jun,Diego,45,NA,,,,,,,
E6,59,28-Jun,Diego,38,NA,,,,,,,
E6,60,28-Jun,Diego,37,NA,,,,,,,
E6,61,28-Jun,Diego,41,NA,,,,,,,
E6,62,28-Jun,Diego,61,NA,,,,,,,
E6,63,28-Jun,Diego,51,NA,,,,,,,
E6,64,28-Jun,Diego,43,NA,,,,,,,
E6,65,28-Jun,Diego,38,NA,,,,,,,
E6,66,28-Jun,Diego,40,NA,,,,,,,
E6,67,28-Jun,Diego,42,NA,,,,,,,
E6,68,28-Jun,Diego,38,NA,,,,,,,
E6,69,28-Jun,Diego,37,NA,,,,,,,
E6,70,28-Jun,Diego,45,NA,,,,,,,
E6,71,28-Jun,Diego,35,NA,,,,,,,
E6,72,28-Jun,Diego,42,NA,,,,,,,
E6,73,28-Jun,Diego,48,NA,,,,,,,
E6,74,28-Jun,Diego,40,NA,,,,,,,
E6,75,28-Jun,Diego,38,NA,,,,,,,
E6,76,28-Jun,Diego,43,NA,,,,,,,
E6,77,28-Jun,Diego,52,NA,,,,,,,
E6,78,28-Jun,Diego,43,NA,,,,,,,
E6,79,28-Jun,Diego,41,NA,,,,,,,
E6,80,28-Jun,Diego,37,NA,,,,,,,
E6,81,28-Jun,Diego,45,NA,,,,,,,
E6,82,28-Jun,Diego,41,NA,,,,,,,
E6,83,28-Jun,Diego,40,NA,,,,,,,
E6,84,28-Jun,Diego,40,NA,,,,,,,
E6,85,28-Jun,Diego,26,NA,,,,,,,
E6,86,28-Jun,Diego,44,NA,,,,,,,
E6,87,28-Jun,Diego,41,NA,,,,,,,
E6,88,28-Jun,Diego,42,NA,,,,,,,
E6,89,28-Jun,Diego,48,NA,,,,,,,
E6,90,28-Jun,Diego,39,NA,,,,,,,
E6,91,28-Jun,Diego,41,NA,,,,,,,
E6,92,28-Jun,Diego,38,NA,,,,,,,
E6,93,28-Jun,Diego,29,NA,,,,,,,
E6,94,28-Jun,Diego,34,NA,,,,,,,
E6,95,28-Jun,Diego,51,NA,,,,,,,
E6,96,28-Jun,Diego,41,NA,,,,,,,
E6,97,28-Jun,Diego,47,NA,,,,,,,
E6,98,28-Jun,Diego,51,NA,,,,,,,
E6,99,28-Jun,Diego,47,NA,,,,,,,
E6,100,28-Jun,Diego,54,NA,,,,,,,
E6,101,28-Jun,Diego,43,NA,,,,,,,
E6,102,28-Jun,Diego,42,NA,,,,,,,
E6,103,28-Jun,Diego,29,NA,,,,,,,
E6,104,28-Jun,Diego,52,53,,,,,,,
E6,105,28-Jun,Diego,43,NA,,,,,,,
E6,106,28-Jun,Diego,35,NA,,,,,,,
E6,107,28-Jun,Diego,44,NA,,,,,,,
E6,108,28-Jun,Diego,49,51,,,,,,,
E6,109,28-Jun,Diego,40,NA,,,,,,,
E6,110,28-Jun,Diego,45,NA,,,,,,,
E6,111,28-Jun,Diego,41,NA,,,,,,,
E6,112,28-Jun,Diego,36,NA,,,,,,,
E6,113,28-Jun,Diego,33,NA,,,,,,,
E6,114,28-Jun,Diego,41,NA,,,,,,,
E6,115,28-Jun,Diego,39,NA,,,,,,,
E6,116,28-Jun,Diego,40,NA,,,,,,,
E6,117,28-Jun,Diego,31,NA,,,,,,,
E6,118,28-Jun,Diego,31,NA,,,,,,,
E6,119,28-Jun,Diego,43,NA,,,,,,,
E6,120,28-Jun,Diego,50,NA,,,,,,,
E6,121,28-Jun,Diego,39,NA,,,,,,,
E6,122,28-Jun,Diego,37,NA,,,,,,,
E6,123,28-Jun,Diego,39,NA,,,,,,,
E6,124,28-Jun,Diego,37,NA,,,,,,,
E6,125,28-Jun,Diego,36,NA,,,,,,,
E6,126,28-Jun,Diego,17,NA,,,,,,,
E6,127,28-Jun,Diego,33,NA,,,,,,,
E6,128,28-Jun,Diego,44,NA,,,,,,,
E6,129,28-Jun,Diego,29,NA,,,,,,,
E6,130,28-Jun,Diego,47,NA,,,,,,,
E6,131,28-Jun,Diego,38,NA,,,,,,,
E6,132,28-Jun,Diego,36,NA,,,,,,,
E6,133,28-Jun,Diego,40,NA,,,,,,,
E6,134,28-Jun,Diego,37,NA,,,,,,,
E6,135,28-Jun,Diego,44,NA,,,,,,,
E6,136,28-Jun,Diego,40,NA,,,,,,,
E6,137,28-Jun,Diego,47,NA,,,,,,,
E6,138,28-Jun,Diego,36,NA,,,,,,,
E6,139,28-Jun,Diego,33,NA,,,,,,,
E6,140,28-Jun,Diego,30,NA,,,,,,,
E6,141,28-Jun,Diego,32,NA,,,,,,,
E6,142,28-Jun,Diego,29,NA,,,,,,,
E6,143,28-Jun,Diego,44,NA,,,,,,,
E6,144,28-Jun,Diego,39,NA,,,,,,,
E6,145,28-Jun,Diego,42,NA,,,,,,,
E6,146,28-Jun,Diego,37,NA,,,,,,,
E6,147,28-Jun,Diego,30,NA,,,,,,,
E6,148,28-Jun,Diego,41,42,,,,,,,
E6,149,28-Jun,Diego,42,NA,,,,,,,
E6,150,28-Jun,Diego,42,NA,,,,,,,
E6,151,28-Jun,Diego,30,NA,,,,,,,
E6,152,28-Jun,Diego,42,NA,,,,,,,
E6,153,28-Jun,Diego,44,NA,,,,,,,
E6,154,28-Jun,Diego,38,NA,,,,,,,
E6,155,28-Jun,Diego,52,NA,,,,,,,
E6,156,28-Jun,Diego,45,NA,,,,,,,
E6,157,28-Jun,Diego,46,NA,,,,,,,
E6,158,28-Jun,Diego,46,47,,,,,,,
E6,159,28-Jun,Diego,47,NA,,,,,,,
E6,160,28-Jun,Diego,48,NA,,,,,,,
E6,161,28-Jun,Diego,43,NA,,,,,,,
E6,162,28-Jun,Diego,40,NA,,,,,,,
E6,163,28-Jun,Diego,46,NA,,,,,,,
E6,164,28-Jun,Diego,36,NA,,,,,,,
E6,165,28-Jun,Diego,48,NA,,,,,,,
E6,166,28-Jun,Diego,33,NA,,,,,,,
E6,167,28-Jun,Diego,36,NA,,,,,,,
E6,168,28-Jun,Diego,40,NA,,,,,,,
E6,169,28-Jun,Diego,48,NA,,,,,,,
E6,170,28-Jun,Diego,21,NA,,,,,,,
E6,171,28-Jun,Diego,42,NA,,,,,,,
E6,172,28-Jun,Diego,45,NA,,,,,,,
E6,173,28-Jun,Diego,45,NA,,,,,,,
E6,174,28-Jun,Diego,51,NA,,,,,,,
E6,175,28-Jun,Diego,49,NA,,,,,,,
E6,176,28-Jun,Diego,30,NA,,,,,,,
E6,177,28-Jun,Diego,47,NA,,,,,,,
E6,178,28-Jun,Diego,43,NA,,,,,,,
E6,179,28-Jun,Diego,31,NA,,,,,,,
E6,180,28-Jun,Diego,43,NA,,,,,,,
E6,181,28-Jun,Diego,32,NA,,,,,,,
E6,182,28-Jun,Diego,31,NA,,,,,,,
E6,183,28-Jun,Diego,41,NA,,,,,,,
E6,184,28-Jun,Diego,38,NA,,,,,,,
E6,185,28-Jun,Diego,34,NA,,,,,,,
E6,186,28-Jun,Diego,40,NA,,,,,,,
E6,187,28-Jun,Diego,34,NA,,,,,,,
E6,188,28-Jun,Diego,56,58,,,,,,,
E6,189,28-Jun,Diego,42,NA,,,,,,,
E6,190,28-Jun,Diego,52,NA,,,,,,,
E6,191,28-Jun,Diego,43,NA,,,,,,,
E6,192,28-Jun,Diego,45,NA,,,,,,,
E6,193,28-Jun,Diego,45,46,,,,,,,
E6,194,28-Jun,Diego,45,NA,,,,,,,
E6,195,28-Jun,Diego,52,NA,,,,,,,
E6,196,28-Jun,Diego,43,NA,,,,,,,
E6,197,28-Jun,Diego,43,NA,,,,,,,
E6,198,28-Jun,Diego,45,NA,,,,,,,
E6,199,28-Jun,Diego,36,42,,,,,,,
E6,200,28-Jun,Diego,42,,,,,,,,
E9,1,28-Jun,Maya ,24,NA,,,,,,,
E9,2,28-Jun,Maya ,50,51,,,,,,,
E9,3,28-Jun,Maya ,4,NA,,,,,,,
E9,4,28-Jun,Maya ,38,NA,,,,,,,
E9,5,28-Jun,Maya ,41,NA,,,,,,,
E9,6,28-Jun,Maya ,33,NA,,,,,,,
E9,7,28-Jun,Maya ,23,NA,,,,,,,
E9,8,28-Jun,Maya ,41,NA,,,,,,,
E9,9,28-Jun,Maya ,35,NA,,,,,,,
E9,10,28-Jun,Maya ,35,NA,,,,,,,
E9,11,28-Jun,Maya ,40,NA,,,,,,,
E9,12,28-Jun,Maya ,33,NA,,,,,,,
E9,13,28-Jun,Maya ,32,NA,,,,,,,
E9,14,28-Jun,Maya ,36,NA,,,,,,,
E9,15,28-Jun,Maya ,NA,NA,,,,,,,
E9,16,28-Jun,Maya ,33,NA,,,,,,,
E9,17,28-Jun,Maya ,42,NA,,,,,,,
E9,18,28-Jun,Maya ,32,NA,,,,,,,
E9,19,28-Jun,Maya ,23,NA,,,,,,,
E9,20,28-Jun,Maya ,36,NA,,,,,,,
E9,21,28-Jun,Maya ,NA,NA,,,,,,,
E9,22,28-Jun,Maya ,30,NA,,,,,,,
E9,23,28-Jun,Maya ,34,NA,,,,,,,
E9,24,28-Jun,Maya ,49,NA,,,,,,,
E9,25,28-Jun,Maya ,21,NA,,,,,,,
E9,26,28-Jun,Maya ,NA,NA,,,,,,,
E9,27,28-Jun,Maya ,20,NA,,,,,,,
E9,28,28-Jun,Maya ,23,NA,,,,,,,
E9,29,28-Jun,Maya ,20,NA,,,,,,,
E9,30,28-Jun,Maya ,32,NA,,,,,,,
E9,31,28-Jun,Maya ,24,NA,,,,,,,
E9,32,28-Jun,Maya ,23,NA,,,,,,,
E9,33,28-Jun,Maya ,28,NA,,,,,,,
E9,34,28-Jun,Maya ,20,NA,,,,,,,
E9,35,28-Jun,Maya ,15,NA,,,,,,,
E9,36,28-Jun,Maya ,26,NA,,,,,,,
E9,37,28-Jun,Maya ,29,NA,,,,,,,
E9,38,28-Jun,Maya ,27,NA,,,,,,,
E9,39,28-Jun,Maya ,NA,NA,,,,,,,
E9,40,28-Jun,Maya ,20,NA,,,,,,,
E9,41,28-Jun,Maya ,16,NA,,,,,,,
E9,42,28-Jun,Maya ,13,NA,,,,,,,
E9,43,28-Jun,Maya ,NA,NA,,,,,,,
E9,44,28-Jun,Maya ,17,NA,,,,,,,
E9,45,28-Jun,Maya ,NA,NA,,,,,,,
E9,46,28-Jun,Maya ,9,NA,,,,,,,
E9,47,28-Jun,Maya ,24,NA,,,,,,,
E9,48,28-Jun,Maya ,16,NA,,,,,,,
E9,49,28-Jun,Maya ,NA,NA,,,,,,,
E9,50,28-Jun,Maya ,10,NA,,,,,,,
E9,51,28-Jun,Maya ,NA,NA,,,,,,,
E9,52,28-Jun,Maya ,NA,NA,,,,,,,
E9,53,28-Jun,Maya ,NA,NA,,,,,,,
E9,54,28-Jun,Maya ,NA,NA,,,,,,,
E9,55,28-Jun,Maya ,NA,NA,,,,,,,
E9,56,28-Jun,Maya ,NA,NA,,,,,,,
E9,57,28-Jun,Maya ,NA,NA,,,,,,,
E9,58,28-Jun,Maya ,NA,NA,,,,,,,
E9,59,28-Jun,Maya ,NA,NA,,,,,,,
E9,60,28-Jun,Maya ,NA,NA,,,,,,,
E9,61,28-Jun,Maya ,NA,NA,,,,,,,
E9,62,28-Jun,Maya ,15,NA,,,,,,,
E9,63,28-Jun,Maya ,NA,NA,,,,,,,
E9,64,28-Jun,Maya ,NA,NA,,,,,,,
E9,65,28-Jun,Maya ,NA,NA,,,,,,,
E9,66,28-Jun,Maya ,NA,NA,,,,,,,
E9,67,28-Jun,Maya ,10,NA,,,,,,,
E9,68,28-Jun,Maya ,NA,NA,,,,,,,
E9,69,28-Jun,Maya ,NA,NA,,,,,,,
E9,70,28-Jun,Maya ,NA,NA,,,,,,,
E9,71,28-Jun,Maya ,NA,NA,,,,,,,
E9,72,28-Jun,Maya ,NA,NA,,,,,,,
E9,73,28-Jun,Maya ,NA,NA,,,,,,,
E9,74,28-Jun,Maya ,NA,NA,,,,,,,
E9,75,28-Jun,Maya ,NA,NA,,,,,,,
E9,76,28-Jun,Maya ,NA,NA,,,,,,,
E9,77,28-Jun,Maya ,NA,NA,,,,,,,
E9,78,28-Jun,Maya ,NA,NA,,,,,,,
E9,79,28-Jun,Maya ,NA,NA,,,,,,,
E9,80,28-Jun,Maya ,26,NA,,,,,,,
E9,81,28-Jun,Maya ,NA,NA,,,,,,,
E9,82,28-Jun,Maya ,NA,NA,,,,,,,
E9,83,28-Jun,Maya ,NA,NA,,,,,,,
E9,84,28-Jun,Maya ,NA,NA,,,,,,,
E9,85,28-Jun,Maya ,NA,NA,,,,,,,
E9,86,28-Jun,Maya ,NA,NA,,,,,,,
E9,87,28-Jun,Maya ,NA,NA,,,,,,,
E9,88,28-Jun,Maya ,NA,NA,,,,,,,
E9,89,28-Jun,Maya ,NA,NA,,,,,,,
E9,90,28-Jun,Maya ,NA,NA,,,,,,,
E9,91,28-Jun,Maya ,29,NA,,,,,,,
E9,92,28-Jun,Maya ,NA,NA,,,,,,,
E9,93,28-Jun,Maya ,NA,NA,,,,,,,
E9,94,28-Jun,Maya ,NA,NA,,,,,,,
E9,95,28-Jun,Maya ,NA,NA,,,,,,,
E9,96,28-Jun,Maya ,NA,NA,,,,,,,
E9,97,28-Jun,Maya ,NA,NA,,,,,,,
E9,98,28-Jun,Maya ,NA,NA,,,,,,,
