date,measurer,block,pos,dmg.score,egg,larvae,adult,weevil,other.herb,undamaged.stems,damaged.stems,total.stems,focal.dam,notes
June 18 2019,Evelyn,E1,141,1,0,0,0,NA,NA,6,0,6,0,
June 18 2019,Evelyn,E1,142,1,0,0,0,NA,NA,1,0,1,0,
June 18 2019,Evelyn,E1,143,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,144,1,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,145,0,0,0,0,NA,NA,6,0,6,0,
June 18 2019,Evelyn,E1,146,1,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,147,1,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,148,0,0,0,0,NA,NA,6,0,6,0,
June 18 2019,Evelyn,E1,149,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,150,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,151,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,152,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,153,0,0,0,0,NA,NA,7,2,9,0,
June 18 2019,Evelyn,E1,154,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,155,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,156,2,0,0,0,NA,NA,1,0,1,0,
June 18 2019,Evelyn,E1,157,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,158,0,0,0,0,NA,NA,5,0,5,0,
June 18 2019,Evelyn,E1,159,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,160,0,0,0,0,NA,NA,7,0,7,0,
June 18 2019,Evelyn,E1,161,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,162,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,163,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,164,1,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,165,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,166,0,0,0,0,NA,NA,6,0,6,0,
June 18 2019,Evelyn,E1,167,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,168,1,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,169,0,0,0,0,NA,NA,5,0,5,0,
June 18 2019,Evelyn,E1,170,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,171,1,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,172,0,0,0,0,NA,NA,6,0,6,0,
June 18 2019,Evelyn,E1,173,0,0,0,0,NA,NA,8,0,8,0,
June 18 2019,Evelyn,E1,174,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,175,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,176,1,0,0,0,NA,NA,5,0,5,0,
June 18 2019,Evelyn,E1,177,0,0,0,0,NA,NA,1,1,2,0,
June 18 2019,Evelyn,E1,178,1,0,0,0,NA,NA,5,0,5,0,
June 18 2019,Evelyn,E1,179,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,180,0,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,181,0,0,0,0,NA,NA,1,2,3,0,
June 18 2019,Evelyn,E1,182,0,0,0,0,NA,NA,5,0,5,0,
June 18 2019,Evelyn,E1,183,0,0,0,0,NA,NA,6,0,6,0,
June 18 2019,Evelyn,E1,184,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,185,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,186,0,0,0,0,NA,NA,3,1,4,0,
June 18 2019,Evelyn,E1,187,0,0,0,0,NA,NA,4,2,6,0,
June 18 2019,Evelyn,E1,188,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,189,0,0,0,0,NA,NA,5,0,5,0,
June 18 2019,Evelyn,E1,190,0,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,191,0,0,0,0,NA,NA,2,1,3,0,
June 18 2019,Evelyn,E1,192,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,193,1,0,0,0,NA,NA,3,0,3,0,
June 18 2019,Evelyn,E1,194,1,0,0,0,NA,NA,4,0,4,0,
June 18 2019,Evelyn,E1,195,0,0,0,0,NA,NA,2,0,2,0,
June 18 2019,Evelyn,E1,196,0,0,0,0,NA,NA,7,0,7,0,
June 18 2019,Evelyn,E1,197,0,0,0,0,NA,NA,2,0,2,1,
June 18 2019,Evelyn,E1,198,1,0,0,0,NA,NA,2,3,5,0,
June 18 2019,Evelyn,E1,199,0,0,0,0,NA,NA,6,1,7,0,
June 18 2019,Evelyn,E1,200,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,1,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,2,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,3,3,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,4,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,5,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,6,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,7,2,0,0,0,NA,NA,1,2,3,0,
June 19 2019,Evelyn,E7,8,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,9,1,0,0,0,NA,NA,6,0,6,0,
June 19 2019,Evelyn,E7,10,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,11,1,0,0,0,NA,NA,6,0,6,0,
June 19 2019,Evelyn,E7,12,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,13,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,14,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,15,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,16,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,17,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,18,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,19,0,0,0,0,NA,NA,4,1,5,0,
June 19 2019,Evelyn,E7,20,0,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,21,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,22,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,23,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,24,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,25,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,26,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,27,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,28,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,29,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,30,3,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,31,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,32,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,33,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,34,0,0,0,0,NA,NA,2,1,3,0,
June 19 2019,Evelyn,E7,35,0,0,0,0,NA,NA,5,1,6,0,
June 19 2019,Evelyn,E7,36,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,37,1,0,0,0,NA,NA,1,3,4,0,
June 19 2019,Evelyn,E7,38,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,39,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,40,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,41,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,42,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,43,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,44,0,0,0,0,NA,NA,2,1,3,1,
June 19 2019,Evelyn,E7,45,0,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,46,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,47,2,0,0,0,NA,NA,1,0,1,1,
June 19 2019,Evelyn,E7,48,1,0,0,0,NA,NA,3,0,3,1,
June 19 2019,Evelyn,E7,49,2,0,0,0,NA,NA,2,1,3,0,
June 19 2019,Evelyn,E7,50,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,51,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,52,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,53,1,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,54,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,55,0,0,0,0,NA,NA,5,1,6,0,
June 19 2019,Evelyn,E7,56,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,57,0,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,58,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,59,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,60,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,61,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,62,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,63,3,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,64,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,65,0,0,0,0,NA,NA,1,1,2,1,
June 19 2019,Evelyn,E7,66,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,67,1,0,0,0,NA,NA,1,1,2,1,
June 19 2019,Evelyn,E7,68,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,69,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,70,3,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,71,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,72,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,73,0,0,0,0,NA,NA,8,0,8,0,
June 19 2019,Evelyn,E7,74,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,75,0,0,0,0,NA,NA,3,1,4,0,
June 19 2019,Evelyn,E7,76,0,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,77,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,78,0,0,0,0,NA,NA,2,1,3,0,
June 19 2019,Evelyn,E7,79,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,80,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,81,0,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,82,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,83,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,84,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,85,0,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,86,0,0,0,0,NA,NA,1,6,7,0,
June 19 2019,Evelyn,E7,87,0,0,0,0,NA,NA,1,1,2,0,
June 19 2019,Evelyn,E7,88,0,0,0,0,NA,NA,1,4,5,0,
June 19 2019,Evelyn,E7,89,0,0,0,0,NA,NA,3,2,5,1,
June 19 2019,Evelyn,E7,90,2,0,0,0,NA,NA,3,1,4,0,
June 19 2019,Evelyn,E7,91,1,0,0,0,NA,NA,5,1,6,0,
June 19 2019,Evelyn,E7,92,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,93,2,0,0,0,NA,NA,4,1,5,0,
June 19 2019,Evelyn,E7,94,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,95,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,96,0,0,0,0,NA,NA,7,0,7,0,
June 19 2019,Evelyn,E7,97,1,0,0,0,NA,NA,3,1,4,0,
June 19 2019,Evelyn,E7,98,4,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,99,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,100,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,101,1,0,0,0,NA,NA,8,0,8,0,
June 19 2019,Evelyn,E7,102,1,0,0,0,NA,NA,5,1,6,0,
June 19 2019,Evelyn,E7,103,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,104,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,105,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,106,3,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,107,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,108,0,0,0,0,NA,NA,6,0,6,0,
June 19 2019,Evelyn,E7,109,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,110,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,111,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,112,0,0,0,0,NA,NA,3,1,4,0,
June 19 2019,Evelyn,E7,113,1,0,0,0,NA,NA,3,1,4,1,
June 19 2019,Evelyn,E7,114,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,115,0,0,0,0,NA,NA,8,0,8,0,
June 19 2019,Evelyn,E7,116,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,117,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,118,0,0,0,0,NA,NA,6,0,6,0,
June 19 2019,Evelyn,E7,119,2,0,0,0,NA,NA,9,0,9,0,
June 19 2019,Evelyn,E7,120,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,121,2,0,0,0,NA,NA,6,0,6,0,
June 19 2019,Evelyn,E7,122,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,123,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,124,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,125,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,126,0,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,127,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,128,3,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,129,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,130,1,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,131,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,132,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,133,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,134,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,135,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,136,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,137,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,138,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,139,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,140,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,141,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,142,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,143,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,144,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,145,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,146,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,147,1,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,148,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,149,2,0,0,0,NA,NA,7,0,7,0,
June 19 2019,Evelyn,E7,150,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,151,2,0,0,0,NA,NA,3,1,4,0,
June 19 2019,Evelyn,E7,152,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,153,2,0,0,0,NA,NA,1,1,2,0,
June 19 2019,Evelyn,E7,154,2,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,155,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,156,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,157,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,158,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,159,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,160,1,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,161,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,162,1,0,0,0,NA,NA,6,0,6,0,
June 19 2019,Evelyn,E7,163,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,164,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,165,0,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,166,2,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,167,1,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,168,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,169,2,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,170,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,171,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,172,1,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,173,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,174,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,175,0,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,176,3,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,177,1,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,178,3,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,179,2,0,0,0,NA,NA,7,0,7,0,
June 19 2019,Evelyn,E7,180,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,181,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,182,2,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,183,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,184,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,185,2,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,186,N/A,N/A,N/A,N/A,NA,NA,N/A,N/A,N/A,N/A,
June 19 2019,Evelyn,E7,187,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,188,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,189,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,190,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,191,2,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,192,1,0,0,0,NA,NA,2,1,3,1,
June 19 2019,Evelyn,E7,193,2,0,0,0,NA,NA,4,0,4,0,
June 19 2019,Evelyn,E7,194,0,0,0,0,NA,NA,3,0,3,0,
June 19 2019,Evelyn,E7,195,1,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,196,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,197,2,0,0,0,NA,NA,5,0,5,0,
June 19 2019,Evelyn,E7,198,1,0,0,0,NA,NA,2,0,2,1,
June 19 2019,Evelyn,E7,199,2,0,0,0,NA,NA,2,0,2,0,
June 19 2019,Evelyn,E7,200,3,0,0,0,NA,NA,7,0,7,0,
June 19 2019,Evelyn,E7,201,3,0,0,0,NA,NA,1,0,1,0,
June 19 2019,Evelyn,E7,202,2,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,1,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,2,0,0,0,0,NA,NA,6,1,7,0,
19-Jun-19,Claire,E3,3,0,0,0,0,NA,NA,9,2,11,0,
19-Jun-19,Claire,E3,4,0,0,0,0,NA,NA,5,1,6,0,
19-Jun-19,Claire,E3,5,0,0,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,6,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,7,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,8,0,0,0,0,NA,NA,10,0,10,0,
19-Jun-19,Claire,E3,9,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,10,1,0,0,0,NA,NA,10,0,10,0,
19-Jun-19,Claire,E3,11,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,12,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,13,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,14,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,15,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,16,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,17,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,18,1,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,19,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,20,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,21,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,22,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,23,1,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,24,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,25,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,26,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,27,1,0,0,0,NA,NA,2,1,3,0,
19-Jun-19,Claire,E3,28,0,0,0,0,NA,NA,11,1,12,0,
19-Jun-19,Claire,E3,29,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,30,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,31,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,32,1,0,0,0,NA,NA,3,1,4,0,
19-Jun-19,Claire,E3,33,1,0,0,0,NA,NA,9,0,9,0,
19-Jun-19,Claire,E3,34,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,35,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,36,2,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,37,0,0,0,0,NA,NA,3,0,3,1,
19-Jun-19,Claire,E3,38,1,1,0,0,NA,NA,8,0,8,0,
19-Jun-19,Claire,E3,39,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,40,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,41,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,42,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,43,1,0,0,0,NA,NA,1,0,1,0,
19-Jun-19,Claire,E3,44,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,45,0,0,0,0,NA,NA,9,0,9,0,
19-Jun-19,Claire,E3,46,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,47,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,48,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,49,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,50,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,51,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,52,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,53,0,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,54,1,0,0,0,NA,NA,7,1,8,0,
19-Jun-19,Claire,E3,55,0,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,56,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,57,0,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,58,1,0,0,0,NA,NA,7,0,7,0,
19-Jun-19,Claire,E3,59,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,60,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,61,0,0,0,0,NA,NA,6,0,6,0,
19-Jun-19,Claire,E3,62,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,63,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,64,0,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,65,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,66,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,67,0,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,68,1,1,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,69,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,70,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,71,1,0,0,0,NA,NA,4,0,4,0,
19-Jun-19,Claire,E3,72,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,73,1,0,0,0,NA,NA,3,2,5,0,
19-Jun-19,Claire,E3,74,1,0,0,0,NA,NA,2,0,2,0,
19-Jun-19,Claire,E3,75,1,0,0,0,NA,NA,3,0,3,0,
19-Jun-19,Claire,E3,76,1,0,0,0,NA,NA,5,0,5,0,
19-Jun-19,Claire,E3,77,1,0,0,0,NA,NA,8,0,8,0,
